rows	columns	distances
25x_ACC_DA10016	30x_PHU_DA10029	0.541782
25x_ACC_DA10029	30x_PHU_DA10029	0.217597
25x_ACC_DA10040	30x_PHU_DA10029	0.450138
25x_K_DA10001	30x_PHU_DA10029	0.502869
25x_K_DA10016	30x_PHU_DA10029	0.543561
25x_K_DA10029	30x_PHU_DA10029	0.247418
25x_K_DA10040	30x_PHU_DA10029	0.458645
25x_PHU_DA10001	30x_PHU_DA10029	0.480268
25x_PHU_DA10016	30x_PHU_DA10029	0.533016
25x_PHU_DA10029	30x_PHU_DA10029	0.171272
25x_PHU_DA10040	30x_PHU_DA10029	0.442668
25x_PL_DA10001	30x_PHU_DA10029	0.484128
25x_PL_DA10016	30x_PHU_DA10029	0.540638
25x_PL_DA10029	30x_PHU_DA10029	0.19745
25x_PL_DA10040	30x_PHU_DA10029	0.456503
25x_Q5_DA10001	30x_PHU_DA10029	0.50316
25x_Q5_DA10016	30x_PHU_DA10029	0.524432
25x_Q5_DA10029	30x_PHU_DA10029	0.178417
25x_Q5_DA10040	30x_PHU_DA10029	0.445188
30x_ACC_DA10001	30x_PHU_DA10029	0.501249
30x_ACC_DA10016	30x_PHU_DA10029	0.528511
30x_ACC_DA10029	30x_PHU_DA10029	0.247486
30x_ACC_DA10040	30x_PHU_DA10029	0.461337
30x_K_DA10001	30x_PHU_DA10029	0.495265
30x_K_DA10016	30x_PHU_DA10029	0.538068
30x_K_DA10029	30x_PHU_DA10029	0.223693
30x_K_DA10040	30x_PHU_DA10029	0.454408
30x_PHU_DA10001	30x_PHU_DA10029	0.518467
30x_PHU_DA10016	30x_PHU_DA10029	0.568858
20x_ACC_DA10040	30x_PHU_DA10040	0.32147
20x_K_DA10001	30x_PHU_DA10040	0.535893
20x_K_DA10040	30x_PHU_DA10040	0.290692
20x_PHU_DA10001	30x_PHU_DA10040	0.517112
20x_PHU_DA10016	30x_PHU_DA10040	0.703331
20x_PHU_DA10029	30x_PHU_DA10040	0.496464
20x_PHU_DA10040	30x_PHU_DA10040	0.345289
20x_PL_DA10001	30x_PHU_DA10040	0.534401
20x_PL_DA10016	30x_PHU_DA10040	0.711638
20x_PL_DA10029	30x_PHU_DA10040	0.49172
20x_PL_DA10040	30x_PHU_DA10040	0.337563
20x_Q5_DA10001	30x_PHU_DA10040	0.515979
20x_Q5_DA10016	30x_PHU_DA10040	0.703979
20x_Q5_DA10029	30x_PHU_DA10040	0.482185
20x_Q5_DA10040	30x_PHU_DA10040	0.325485
25x_ACC_DA10001	30x_PHU_DA10040	0.509672
25x_ACC_DA10016	30x_PHU_DA10040	0.711192
25x_ACC_DA10029	30x_PHU_DA10040	0.450042
25x_ACC_DA10040	30x_PHU_DA10040	0.289727
25x_K_DA10001	30x_PHU_DA10040	0.520913
25x_K_DA10016	30x_PHU_DA10040	0.702766
25x_K_DA10029	30x_PHU_DA10040	0.478751
25x_K_DA10040	30x_PHU_DA10040	0.262187
25x_PHU_DA10001	30x_PHU_DA10040	0.504732
25x_PHU_DA10016	30x_PHU_DA10040	0.70306
25x_PHU_DA10029	30x_PHU_DA10040	0.48661
25x_PHU_DA10040	30x_PHU_DA10040	0.301887
25x_PL_DA10001	30x_PHU_DA10040	0.481469
25x_PL_DA10016	30x_PHU_DA10040	0.710487
25x_PL_DA10029	30x_PHU_DA10040	0.498893
25x_PL_DA10040	30x_PHU_DA10040	0.304014
25x_Q5_DA10001	30x_PHU_DA10040	0.461434
25x_Q5_DA10016	30x_PHU_DA10040	0.676876
25x_Q5_DA10029	30x_PHU_DA10040	0.450846
25x_Q5_DA10040	30x_PHU_DA10040	0.247054
30x_ACC_DA10001	30x_PHU_DA10040	0.469414
30x_ACC_DA10016	30x_PHU_DA10040	0.695757
30x_ACC_DA10029	30x_PHU_DA10040	0.470329
30x_ACC_DA10040	30x_PHU_DA10040	0.227846
30x_K_DA10001	30x_PHU_DA10040	0.502385
30x_K_DA10016	30x_PHU_DA10040	0.712146
30x_K_DA10029	30x_PHU_DA10040	0.474493
30x_K_DA10040	30x_PHU_DA10040	0.270082
30x_PHU_DA10001	30x_PHU_DA10040	0.490665
30x_PHU_DA10016	30x_PHU_DA10040	0.684828
30x_PHU_DA10029	30x_PHU_DA10040	0.475039
20x_ACC_DA10040	30x_PL_DA10001	0.449524
20x_K_DA10001	30x_PL_DA10001	0.343234
20x_K_DA10040	30x_PL_DA10001	0.434699
20x_PHU_DA10001	30x_PL_DA10001	0.319937
20x_PHU_DA10016	30x_PL_DA10001	0.652279
20x_PHU_DA10029	30x_PL_DA10001	0.511144
20x_PHU_DA10040	30x_PL_DA10001	0.457272
20x_PL_DA10001	30x_PL_DA10001	0.342667
20x_PL_DA10016	30x_PL_DA10001	0.647999
20x_PL_DA10029	30x_PL_DA10001	0.520668
20x_PL_DA10040	30x_PL_DA10001	0.448062
20x_Q5_DA10001	30x_PL_DA10001	0.3169
20x_Q5_DA10016	30x_PL_DA10001	0.636653
20x_Q5_DA10029	30x_PL_DA10001	0.515562
20x_Q5_DA10040	30x_PL_DA10001	0.452396
25x_ACC_DA10001	30x_PL_DA10001	0.333565
25x_ACC_DA10016	30x_PL_DA10001	0.636013
25x_ACC_DA10029	30x_PL_DA10001	0.538938
25x_ACC_DA10040	30x_PL_DA10001	0.437438
25x_K_DA10001	30x_PL_DA10001	0.339293
25x_K_DA10016	30x_PL_DA10001	0.638901
25x_K_DA10029	30x_PL_DA10001	0.559507
25x_K_DA10040	30x_PL_DA10001	0.446706
25x_PHU_DA10001	30x_PL_DA10001	0.298585
25x_PHU_DA10016	30x_PL_DA10001	0.630736
25x_PHU_DA10029	30x_PL_DA10001	0.518424
25x_PHU_DA10040	30x_PL_DA10001	0.434714
25x_PL_DA10001	30x_PL_DA10001	0.283153
25x_PL_DA10016	30x_PL_DA10001	0.63655
25x_PL_DA10029	30x_PL_DA10001	0.509722
25x_PL_DA10040	30x_PL_DA10001	0.433214
25x_Q5_DA10001	30x_PL_DA10001	0.252667
25x_Q5_DA10016	30x_PL_DA10001	0.613264
25x_Q5_DA10029	30x_PL_DA10001	0.516183
25x_Q5_DA10040	30x_PL_DA10001	0.436376
30x_ACC_DA10001	30x_PL_DA10001	0.249391
30x_ACC_DA10016	30x_PL_DA10001	0.621868
30x_ACC_DA10029	30x_PL_DA10001	0.518321
30x_ACC_DA10040	30x_PL_DA10001	0.442789
30x_K_DA10001	30x_PL_DA10001	0.30115
30x_K_DA10016	30x_PL_DA10001	0.631676
30x_K_DA10029	30x_PL_DA10001	0.545017
30x_K_DA10040	30x_PL_DA10001	0.447945
30x_PHU_DA10001	30x_PL_DA10001	0.197687
30x_PHU_DA10016	30x_PL_DA10001	0.629925
30x_PHU_DA10029	30x_PL_DA10001	0.510082
30x_PHU_DA10040	30x_PL_DA10001	0.464521
20x_ACC_DA10040	30x_PL_DA10016	0.71448
20x_K_DA10001	30x_PL_DA10016	0.678369
20x_K_DA10040	30x_PL_DA10016	0.706826
20x_PHU_DA10001	30x_PL_DA10016	0.688503
20x_PHU_DA10016	30x_PL_DA10016	0.285375
20x_PHU_DA10029	30x_PL_DA10016	0.580922
20x_PHU_DA10040	30x_PL_DA10016	0.720817
20x_PL_DA10001	30x_PL_DA10016	0.697641
20x_PL_DA10016	30x_PL_DA10016	0.289637
20x_PL_DA10029	30x_PL_DA10016	0.593604
20x_PL_DA10040	30x_PL_DA10016	0.720217
20x_Q5_DA10001	30x_PL_DA10016	0.6923
20x_Q5_DA10016	30x_PL_DA10016	0.267932
20x_Q5_DA10029	30x_PL_DA10016	0.585252
20x_Q5_DA10040	30x_PL_DA10016	0.719897
25x_ACC_DA10001	30x_PL_DA10016	0.677615
25x_ACC_DA10016	30x_PL_DA10016	0.277693
25x_ACC_DA10029	30x_PL_DA10016	0.555159
25x_ACC_DA10040	30x_PL_DA10016	0.705831
25x_K_DA10001	30x_PL_DA10016	0.685171
25x_K_DA10016	30x_PL_DA10016	0.291907
25x_K_DA10029	30x_PL_DA10016	0.600576
25x_K_DA10040	30x_PL_DA10016	0.705902
25x_PHU_DA10001	30x_PL_DA10016	0.661913
25x_PHU_DA10016	30x_PL_DA10016	0.260067
25x_PHU_DA10029	30x_PL_DA10016	0.561842
25x_PHU_DA10040	30x_PL_DA10016	0.703262
25x_PL_DA10001	30x_PL_DA10016	0.666225
25x_PL_DA10016	30x_PL_DA10016	0.267838
25x_PL_DA10029	30x_PL_DA10016	0.574426
25x_PL_DA10040	30x_PL_DA10016	0.706779
25x_Q5_DA10001	30x_PL_DA10016	0.664092
25x_Q5_DA10016	30x_PL_DA10016	0.194395
25x_Q5_DA10029	30x_PL_DA10016	0.568205
25x_Q5_DA10040	30x_PL_DA10016	0.701561
30x_ACC_DA10001	30x_PL_DA10016	0.657316
30x_ACC_DA10016	30x_PL_DA10016	0.224003
30x_ACC_DA10029	30x_PL_DA10016	0.601005
30x_ACC_DA10040	30x_PL_DA10016	0.700517
30x_K_DA10001	30x_PL_DA10016	0.669367
30x_K_DA10016	30x_PL_DA10016	0.262619
30x_K_DA10029	30x_PL_DA10016	0.56911
30x_K_DA10040	30x_PL_DA10016	0.695853
30x_PHU_DA10001	30x_PL_DA10016	0.59956
30x_PHU_DA10016	30x_PL_DA10016	0.152425
30x_PHU_DA10029	30x_PL_DA10016	0.548534
30x_PHU_DA10040	30x_PL_DA10016	0.692109
30x_PL_DA10001	30x_PL_DA10016	0.61799
20x_ACC_DA10040	30x_PL_DA10029	0.458454
20x_K_DA10001	30x_PL_DA10029	0.528868
20x_K_DA10040	30x_PL_DA10029	0.432045
20x_PHU_DA10001	30x_PL_DA10029	0.535098
20x_PHU_DA10016	30x_PL_DA10029	0.549448
20x_PHU_DA10029	30x_PL_DA10029	0.253474
20x_PHU_DA10040	30x_PL_DA10029	0.484363
20x_PL_DA10001	30x_PL_DA10029	0.53977
20x_PL_DA10016	30x_PL_DA10029	0.563392
20x_PL_DA10029	30x_PL_DA10029	0.235929
20x_PL_DA10040	30x_PL_DA10029	0.483062
20x_Q5_DA10001	30x_PL_DA10029	0.53667
20x_Q5_DA10016	30x_PL_DA10029	0.553505
20x_Q5_DA10029	30x_PL_DA10029	0.22516
20x_Q5_DA10040	30x_PL_DA10029	0.476991
25x_ACC_DA10001	30x_PL_DA10029	0.512302
25x_ACC_DA10016	30x_PL_DA10029	0.581441
25x_ACC_DA10029	30x_PL_DA10029	0.207588
25x_ACC_DA10040	30x_PL_DA10029	0.450535
25x_K_DA10001	30x_PL_DA10029	0.534405
25x_K_DA10016	30x_PL_DA10029	0.586822
25x_K_DA10029	30x_PL_DA10029	0.242558
25x_K_DA10040	30x_PL_DA10029	0.43066
25x_PHU_DA10001	30x_PL_DA10029	0.522462
25x_PHU_DA10016	30x_PL_DA10029	0.57303
25x_PHU_DA10029	30x_PL_DA10029	0.218178
25x_PHU_DA10040	30x_PL_DA10029	0.472903
25x_PL_DA10001	30x_PL_DA10029	0.519133
25x_PL_DA10016	30x_PL_DA10029	0.582577
25x_PL_DA10029	30x_PL_DA10029	0.249237
25x_PL_DA10040	30x_PL_DA10029	0.483285
25x_Q5_DA10001	30x_PL_DA10029	0.514877
25x_Q5_DA10016	30x_PL_DA10029	0.560212
25x_Q5_DA10029	30x_PL_DA10029	0.190285
25x_Q5_DA10040	30x_PL_DA10029	0.465827
30x_ACC_DA10001	30x_PL_DA10029	0.511964
30x_ACC_DA10016	30x_PL_DA10029	0.571143
30x_ACC_DA10029	30x_PL_DA10029	0.289453
30x_ACC_DA10040	30x_PL_DA10029	0.433466
30x_K_DA10001	30x_PL_DA10029	0.527423
30x_K_DA10016	30x_PL_DA10029	0.581914
30x_K_DA10029	30x_PL_DA10029	0.222762
30x_K_DA10040	30x_PL_DA10029	0.435623
30x_PHU_DA10001	30x_PL_DA10029	0.549273
30x_PHU_DA10016	30x_PL_DA10029	0.596926
30x_PHU_DA10029	30x_PL_DA10029	0.190967
30x_PHU_DA10040	30x_PL_DA10029	0.435212
30x_PL_DA10001	30x_PL_DA10029	0.537367
30x_PL_DA10016	30x_PL_DA10029	0.575911
20x_ACC_DA10040	30x_PL_DA10040	0.303851
20x_K_DA10001	30x_PL_DA10040	0.53388
20x_K_DA10040	30x_PL_DA10040	0.274787
20x_PHU_DA10001	30x_PL_DA10040	0.513237
20x_PHU_DA10016	30x_PL_DA10040	0.706269
20x_PHU_DA10029	30x_PL_DA10040	0.492876
20x_PHU_DA10040	30x_PL_DA10040	0.327618
20x_PL_DA10001	30x_PL_DA10040	0.532071
20x_PL_DA10016	30x_PL_DA10040	0.712628
20x_PL_DA10029	30x_PL_DA10040	0.486917
20x_PL_DA10040	30x_PL_DA10040	0.32091
20x_Q5_DA10001	30x_PL_DA10040	0.514606
20x_Q5_DA10016	30x_PL_DA10040	0.707888
20x_Q5_DA10029	30x_PL_DA10040	0.474809
20x_Q5_DA10040	30x_PL_DA10040	0.308709
25x_ACC_DA10001	30x_PL_DA10040	0.506161
25x_ACC_DA10016	30x_PL_DA10040	0.71495
25x_ACC_DA10029	30x_PL_DA10040	0.441261
25x_ACC_DA10040	30x_PL_DA10040	0.273199
25x_K_DA10001	30x_PL_DA10040	0.519652
25x_K_DA10016	30x_PL_DA10040	0.70654
25x_K_DA10029	30x_PL_DA10040	0.470546
25x_K_DA10040	30x_PL_DA10040	0.24275
25x_PHU_DA10001	30x_PL_DA10040	0.502987
25x_PHU_DA10016	30x_PL_DA10040	0.707109
25x_PHU_DA10029	30x_PL_DA10040	0.478777
25x_PHU_DA10040	30x_PL_DA10040	0.284453
25x_PL_DA10001	30x_PL_DA10040	0.478698
25x_PL_DA10016	30x_PL_DA10040	0.71397
25x_PL_DA10029	30x_PL_DA10040	0.49339
25x_PL_DA10040	30x_PL_DA10040	0.284044
25x_Q5_DA10001	30x_PL_DA10040	0.462405
25x_Q5_DA10016	30x_PL_DA10040	0.693869
25x_Q5_DA10029	30x_PL_DA10040	0.444796
25x_Q5_DA10040	30x_PL_DA10040	0.240782
30x_ACC_DA10001	30x_PL_DA10040	0.471965
30x_ACC_DA10016	30x_PL_DA10040	0.704671
30x_ACC_DA10029	30x_PL_DA10040	0.463229
30x_ACC_DA10040	30x_PL_DA10040	0.220767
30x_K_DA10001	30x_PL_DA10040	0.501643
30x_K_DA10016	30x_PL_DA10040	0.715947
30x_K_DA10029	30x_PL_DA10040	0.467179
30x_K_DA10040	30x_PL_DA10040	0.254855
30x_PHU_DA10001	30x_PL_DA10040	0.498559
30x_PHU_DA10016	30x_PL_DA10040	0.709703
30x_PHU_DA10029	30x_PL_DA10040	0.474467
30x_PHU_DA10040	30x_PL_DA10040	0.195155
30x_PL_DA10001	30x_PL_DA10040	0.4692
30x_PL_DA10016	30x_PL_DA10040	0.703713
30x_PL_DA10029	30x_PL_DA10040	0.410708
20x_ACC_DA10040	30x_Q5_DA10001	0.420805
20x_K_DA10001	30x_Q5_DA10001	0.319002
20x_K_DA10040	30x_Q5_DA10001	0.403214
20x_PHU_DA10001	30x_Q5_DA10001	0.30502
20x_PHU_DA10016	30x_Q5_DA10001	0.65516
20x_PHU_DA10029	30x_Q5_DA10001	0.514342
20x_PHU_DA10040	30x_Q5_DA10001	0.447655
20x_PL_DA10001	30x_Q5_DA10001	0.324888
20x_PL_DA10016	30x_Q5_DA10001	0.650332
20x_PL_DA10029	30x_Q5_DA10001	0.513304
20x_PL_DA10040	30x_Q5_DA10001	0.441709
20x_Q5_DA10001	30x_Q5_DA10001	0.304998
20x_Q5_DA10016	30x_Q5_DA10001	0.640724
20x_Q5_DA10029	30x_Q5_DA10001	0.524471
20x_Q5_DA10040	30x_Q5_DA10001	0.446199
25x_ACC_DA10001	30x_Q5_DA10001	0.302971
25x_ACC_DA10016	30x_Q5_DA10001	0.640933
25x_ACC_DA10029	30x_Q5_DA10001	0.534326
25x_ACC_DA10040	30x_Q5_DA10001	0.410911
25x_K_DA10001	30x_Q5_DA10001	0.318469
25x_K_DA10016	30x_Q5_DA10001	0.645029
25x_K_DA10029	30x_Q5_DA10001	0.540067
25x_K_DA10040	30x_Q5_DA10001	0.424387
25x_PHU_DA10001	30x_Q5_DA10001	0.280117
25x_PHU_DA10016	30x_Q5_DA10001	0.63536
25x_PHU_DA10029	30x_Q5_DA10001	0.533595
25x_PHU_DA10040	30x_Q5_DA10001	0.429237
25x_PL_DA10001	30x_Q5_DA10001	0.258931
25x_PL_DA10016	30x_Q5_DA10001	0.642257
25x_PL_DA10029	30x_Q5_DA10001	0.517526
25x_PL_DA10040	30x_Q5_DA10001	0.421718
25x_Q5_DA10001	30x_Q5_DA10001	0.217321
25x_Q5_DA10016	30x_Q5_DA10001	0.622396
25x_Q5_DA10029	30x_Q5_DA10001	0.505037
25x_Q5_DA10040	30x_Q5_DA10001	0.428633
30x_ACC_DA10001	30x_Q5_DA10001	0.209352
30x_ACC_DA10016	30x_Q5_DA10001	0.62827
30x_ACC_DA10029	30x_Q5_DA10001	0.512701
30x_ACC_DA10040	30x_Q5_DA10001	0.419386
30x_K_DA10001	30x_Q5_DA10001	0.280905
30x_K_DA10016	30x_Q5_DA10001	0.639702
30x_K_DA10029	30x_Q5_DA10001	0.533694
30x_K_DA10040	30x_Q5_DA10001	0.420038
30x_PHU_DA10001	30x_Q5_DA10001	0.210056
30x_PHU_DA10016	30x_Q5_DA10001	0.647477
30x_PHU_DA10029	30x_Q5_DA10001	0.524081
30x_PHU_DA10040	30x_Q5_DA10001	0.45792
30x_PL_DA10001	30x_Q5_DA10001	0.188264
30x_PL_DA10016	30x_Q5_DA10001	0.636727
30x_PL_DA10029	30x_Q5_DA10001	0.538736
30x_PL_DA10040	30x_Q5_DA10001	0.46119
20x_ACC_DA10040	30x_Q5_DA10016	0.70765
20x_K_DA10001	30x_Q5_DA10016	0.663942
20x_K_DA10040	30x_Q5_DA10016	0.699748
20x_PHU_DA10001	30x_Q5_DA10016	0.676661
20x_PHU_DA10016	30x_Q5_DA10016	0.262594
20x_PHU_DA10029	30x_Q5_DA10016	0.554859
20x_PHU_DA10040	30x_Q5_DA10016	0.715413
20x_PL_DA10001	30x_Q5_DA10016	0.68415
20x_PL_DA10016	30x_Q5_DA10016	0.267366
20x_PL_DA10029	30x_Q5_DA10016	0.57353
20x_PL_DA10040	30x_Q5_DA10016	0.713868
20x_Q5_DA10001	30x_Q5_DA10016	0.680167
20x_Q5_DA10016	30x_Q5_DA10016	0.244522
20x_Q5_DA10029	30x_Q5_DA10016	0.566914
20x_Q5_DA10040	30x_Q5_DA10016	0.716138
25x_ACC_DA10001	30x_Q5_DA10016	0.665163
25x_ACC_DA10016	30x_Q5_DA10016	0.256468
25x_ACC_DA10029	30x_Q5_DA10016	0.543794
25x_ACC_DA10040	30x_Q5_DA10016	0.701826
25x_K_DA10001	30x_Q5_DA10016	0.67251
25x_K_DA10016	30x_Q5_DA10016	0.276387
25x_K_DA10029	30x_Q5_DA10016	0.578241
25x_K_DA10040	30x_Q5_DA10016	0.701234
25x_PHU_DA10001	30x_Q5_DA10016	0.650564
25x_PHU_DA10016	30x_Q5_DA10016	0.237298
25x_PHU_DA10029	30x_Q5_DA10016	0.544054
25x_PHU_DA10040	30x_Q5_DA10016	0.69935
25x_PL_DA10001	30x_Q5_DA10016	0.654981
25x_PL_DA10016	30x_Q5_DA10016	0.2481
25x_PL_DA10029	30x_Q5_DA10016	0.560346
25x_PL_DA10040	30x_Q5_DA10016	0.702012
25x_Q5_DA10001	30x_Q5_DA10016	0.65458
25x_Q5_DA10016	30x_Q5_DA10016	0.172142
25x_Q5_DA10029	30x_Q5_DA10016	0.549251
25x_Q5_DA10040	30x_Q5_DA10016	0.700351
30x_ACC_DA10001	30x_Q5_DA10016	0.645664
30x_ACC_DA10016	30x_Q5_DA10016	0.202095
30x_ACC_DA10029	30x_Q5_DA10016	0.593337
30x_ACC_DA10040	30x_Q5_DA10016	0.697365
30x_K_DA10001	30x_Q5_DA10016	0.657474
30x_K_DA10016	30x_Q5_DA10016	0.252395
30x_K_DA10029	30x_Q5_DA10016	0.549642
30x_K_DA10040	30x_Q5_DA10016	0.690546
30x_PHU_DA10001	30x_Q5_DA10016	0.605652
30x_PHU_DA10016	30x_Q5_DA10016	0.160438
30x_PHU_DA10029	30x_Q5_DA10016	0.531635
30x_PHU_DA10040	30x_Q5_DA10016	0.683652
30x_PL_DA10001	30x_Q5_DA10016	0.621337
30x_PL_DA10016	30x_Q5_DA10016	0.153356
30x_PL_DA10029	30x_Q5_DA10016	0.561621
30x_PL_DA10040	30x_Q5_DA10016	0.704698
30x_Q5_DA10001	30x_Q5_DA10016	0.632332
20x_ACC_DA10040	30x_Q5_DA10029	0.44291
20x_K_DA10001	30x_Q5_DA10029	0.486347
20x_K_DA10040	30x_Q5_DA10029	0.416824
20x_PHU_DA10001	30x_Q5_DA10029	0.498533
20x_PHU_DA10016	30x_Q5_DA10029	0.514684
20x_PHU_DA10029	30x_Q5_DA10029	0.205414
20x_PHU_DA10040	30x_Q5_DA10029	0.469717
20x_PL_DA10001	30x_Q5_DA10029	0.501732
20x_PL_DA10016	30x_Q5_DA10029	0.526548
20x_PL_DA10029	30x_Q5_DA10029	0.180843
20x_PL_DA10040	30x_Q5_DA10029	0.466532
20x_Q5_DA10001	30x_Q5_DA10029	0.502963
20x_Q5_DA10016	30x_Q5_DA10029	0.517736
20x_Q5_DA10029	30x_Q5_DA10029	0.175787
20x_Q5_DA10040	30x_Q5_DA10029	0.464206
25x_ACC_DA10001	30x_Q5_DA10029	0.474468
25x_ACC_DA10016	30x_Q5_DA10029	0.549475
25x_ACC_DA10029	30x_Q5_DA10029	0.175682
25x_ACC_DA10040	30x_Q5_DA10029	0.436505
25x_K_DA10001	30x_Q5_DA10029	0.497251
25x_K_DA10016	30x_Q5_DA10029	0.548932
25x_K_DA10029	30x_Q5_DA10029	0.197358
25x_K_DA10040	30x_Q5_DA10029	0.418188
25x_PHU_DA10001	30x_Q5_DA10029	0.488321
25x_PHU_DA10016	30x_Q5_DA10029	0.5419
25x_PHU_DA10029	30x_Q5_DA10029	0.176744
25x_PHU_DA10040	30x_Q5_DA10029	0.459141
25x_PL_DA10001	30x_Q5_DA10029	0.485476
25x_PL_DA10016	30x_Q5_DA10029	0.547112
25x_PL_DA10029	30x_Q5_DA10029	0.207141
25x_PL_DA10040	30x_Q5_DA10029	0.469825
25x_Q5_DA10001	30x_Q5_DA10029	0.486456
25x_Q5_DA10016	30x_Q5_DA10029	0.542611
25x_Q5_DA10029	30x_Q5_DA10029	0.153531
25x_Q5_DA10040	30x_Q5_DA10029	0.454659
30x_ACC_DA10001	30x_Q5_DA10029	0.479016
30x_ACC_DA10016	30x_Q5_DA10029	0.539962
30x_ACC_DA10029	30x_Q5_DA10029	0.252061
30x_ACC_DA10040	30x_Q5_DA10029	0.420962
30x_K_DA10001	30x_Q5_DA10029	0.490341
30x_K_DA10016	30x_Q5_DA10029	0.548662
30x_K_DA10029	30x_Q5_DA10029	0.174588
30x_K_DA10040	30x_Q5_DA10029	0.418287
30x_PHU_DA10001	30x_Q5_DA10029	0.536772
30x_PHU_DA10016	30x_Q5_DA10029	0.586727
30x_PHU_DA10029	30x_Q5_DA10029	0.175938
30x_PHU_DA10040	30x_Q5_DA10029	0.430818
30x_PL_DA10001	30x_Q5_DA10029	0.526128
30x_PL_DA10016	30x_Q5_DA10029	0.5654
30x_PL_DA10029	30x_Q5_DA10029	0.15528
30x_PL_DA10040	30x_Q5_DA10029	0.424087
30x_Q5_DA10001	30x_Q5_DA10029	0.520749
30x_Q5_DA10016	30x_Q5_DA10029	0.546125
20x_ACC_DA10040	30x_Q5_DA10040	0.296864
20x_K_DA10001	30x_Q5_DA10040	0.532333
20x_K_DA10040	30x_Q5_DA10040	0.262988
20x_PHU_DA10001	30x_Q5_DA10040	0.506673
20x_PHU_DA10016	30x_Q5_DA10040	0.714709
20x_PHU_DA10029	30x_Q5_DA10040	0.478467
20x_PHU_DA10040	30x_Q5_DA10040	0.311408
20x_PL_DA10001	30x_Q5_DA10040	0.529991
20x_PL_DA10016	30x_Q5_DA10040	0.722099
20x_PL_DA10029	30x_Q5_DA10040	0.483913
20x_PL_DA10040	30x_Q5_DA10040	0.309118
20x_Q5_DA10001	30x_Q5_DA10040	0.506945
20x_Q5_DA10016	30x_Q5_DA10040	0.716366
20x_Q5_DA10029	30x_Q5_DA10040	0.469457
20x_Q5_DA10040	30x_Q5_DA10040	0.288092
25x_ACC_DA10001	30x_Q5_DA10040	0.502144
25x_ACC_DA10016	30x_Q5_DA10040	0.723232
25x_ACC_DA10029	30x_Q5_DA10040	0.440529
25x_ACC_DA10040	30x_Q5_DA10040	0.260289
25x_K_DA10001	30x_Q5_DA10040	0.520291
25x_K_DA10016	30x_Q5_DA10040	0.71431
25x_K_DA10029	30x_Q5_DA10040	0.463363
25x_K_DA10040	30x_Q5_DA10040	0.243138
25x_PHU_DA10001	30x_Q5_DA10040	0.499709
25x_PHU_DA10016	30x_Q5_DA10040	0.716022
25x_PHU_DA10029	30x_Q5_DA10040	0.463408
25x_PHU_DA10040	30x_Q5_DA10040	0.27137
25x_PL_DA10001	30x_Q5_DA10040	0.477196
25x_PL_DA10016	30x_Q5_DA10040	0.72381
25x_PL_DA10029	30x_Q5_DA10040	0.482022
25x_PL_DA10040	30x_Q5_DA10040	0.281195
25x_Q5_DA10001	30x_Q5_DA10040	0.461372
25x_Q5_DA10016	30x_Q5_DA10040	0.692182
25x_Q5_DA10029	30x_Q5_DA10040	0.430843
25x_Q5_DA10040	30x_Q5_DA10040	0.220483
30x_ACC_DA10001	30x_Q5_DA10040	0.473907
30x_ACC_DA10016	30x_Q5_DA10040	0.708698
30x_ACC_DA10029	30x_Q5_DA10040	0.447703
30x_ACC_DA10040	30x_Q5_DA10040	0.214956
30x_K_DA10001	30x_Q5_DA10040	0.502047
30x_K_DA10016	30x_Q5_DA10040	0.725742
30x_K_DA10029	30x_Q5_DA10040	0.474451
30x_K_DA10040	30x_Q5_DA10040	0.256387
30x_PHU_DA10001	30x_Q5_DA10040	0.50384
30x_PHU_DA10016	30x_Q5_DA10040	0.704049
30x_PHU_DA10029	30x_Q5_DA10040	0.461383
30x_PHU_DA10040	30x_Q5_DA10040	0.187788
30x_PL_DA10001	30x_Q5_DA10040	0.479199
30x_PL_DA10016	30x_Q5_DA10040	0.709939
30x_PL_DA10029	30x_Q5_DA10040	0.407969
30x_PL_DA10040	30x_Q5_DA10040	0.181566
30x_Q5_DA10001	30x_Q5_DA10040	0.469599
30x_Q5_DA10016	30x_Q5_DA10040	0.699158
30x_Q5_DA10029	30x_Q5_DA10040	0.41614
20x_ACC_DA10040	35x_ACC_DA10001	0.365518
20x_K_DA10001	35x_ACC_DA10001	0.238771
20x_K_DA10040	35x_ACC_DA10001	0.354419
20x_PHU_DA10001	35x_ACC_DA10001	0.229021
20x_PHU_DA10016	35x_ACC_DA10001	0.615733
20x_PHU_DA10029	35x_ACC_DA10001	0.467753
20x_PHU_DA10040	35x_ACC_DA10001	0.414325
20x_PL_DA10001	35x_ACC_DA10001	0.249381
20x_PL_DA10016	35x_ACC_DA10001	0.607866
20x_PL_DA10029	35x_ACC_DA10001	0.474284
20x_PL_DA10040	35x_ACC_DA10001	0.400713
20x_Q5_DA10001	35x_ACC_DA10001	0.232981
20x_Q5_DA10016	35x_ACC_DA10001	0.602576
20x_Q5_DA10029	35x_ACC_DA10001	0.485177
20x_Q5_DA10040	35x_ACC_DA10001	0.424828
25x_ACC_DA10001	35x_ACC_DA10001	0.219091
25x_ACC_DA10016	35x_ACC_DA10001	0.604222
25x_ACC_DA10029	35x_ACC_DA10001	0.472707
25x_ACC_DA10040	35x_ACC_DA10001	0.375393
25x_K_DA10001	35x_ACC_DA10001	0.239571
