taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
ACC,20x,DNA1,0.0025296442687747036,0.0026877470355731225,1.5810276679841898e-4,0.0018972332015810276,0.0017391304347826088,0.0021343873517786563,0.0012648221343873518,0.0018181818181818182,0.0015019762845849803,9.486166007905138e-4,0.0018181818181818182,0.0012648221343873518,0.14,0.12,0.04,0.1,0.1,0.1,0.1,0.12,0.12,0.08,0.14,0.1
ACC,20x,DNA2,0.001976284584980237,0.0023715415019762848,9.486166007905138e-4,0.0016600790513833991,0.0026086956521739132,0.0021343873517786563,0.0020553359683794467,0.0015019762845849803,0.0011067193675889327,7.114624505928853e-4,0.0017391304347826088,8.695652173913044e-4,0.1,0.1,0.06,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.1
ACC,20x,DNA3,0.0011856770215793219,6.323610781756383e-4,4.7427080863172874e-4,0.0010275867520354123,0.001106631886807367,0.001106631886807367,0.0012647221563512766,9.485416172634575e-4,6.323610781756383e-4,4.7427080863172874e-4,0.0011856770215793219,3.1618053908781914e-4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04
ACC,20x,DNA4,0.0017391304347826088,0.0026086956521739132,6.324110671936759e-4,0.0021343873517786563,0.0030039525691699606,0.0022134387351778655,0.002292490118577075,0.0015019762845849803,0.0011857707509881424,7.114624505928853e-4,0.0015019762845849803,0.0010276679841897233,0.08,0.1,0.06,0.12,0.1,0.1,0.12,0.12,0.1,0.1,0.1,0.1
ACC,25x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC,25x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC,25x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC,25x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC,30x,DNA1,0,4.743083003952569e-4,0,1.5810276679841898e-4,1.5810276679841898e-4,3.1620553359683795e-4,3.1620553359683795e-4,0,0,0,4.743083003952569e-4,0,0,0.04,0,0.04,0.04,0.04,0.04,0,0,0,0.04,0
ACC,30x,DNA10,3.952569169960474e-4,1.5810276679841898e-4,7.905138339920949e-5,4.743083003952569e-4,3.952569169960474e-4,2.3715415019762845e-4,3.1620553359683795e-4,2.3715415019762845e-4,2.3715415019762845e-4,7.905138339920949e-5,3.1620553359683795e-4,1.5810276679841898e-4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
