taq,cycles,sample_name,mean_error,sd_error,total_seqs,chimera_prevalence,seq_error_prevalence
PHU,30x,DNA4,5.602005187381659e-4,0.009424374375666133,27991,0.062448644207066556,0.009860312243221035
PHU,35x,DNA1,2.7871961747877457e-4,0.004519482702002576,43344,0.10257475083056479,0.01614987080103359
PHU,35x,DNA2,4.0534106824843764e-4,0.007110433062865492,36162,0.10262153641944582,0.016370775952657485
PHU,35x,DNA3,3.0877776651274834e-4,0.004504795265446444,49810,0.11379241116241719,0.017908050592250552
PHU,35x,DNA4,3.2391772782692146e-4,0.004851982727782565,38549,0.09603361954914524,0.018366235181197958
PL,15x,DNA1,0.0019522595936794583,0.017947152136804295,443,0.009029345372460496,0.024830699774266364
PL,15x,DNA2,0.00568703094233474,0.033227237874364525,711,0.015471167369901548,0.0379746835443038
PL,15x,DNA3,0.005355090629800307,0.03324895723051159,651,0.01228878648233487,0.027649769585253458
PL,15x,DNA4,0.0037878505747126435,0.02684038379178695,870,0.013793103448275862,0.027586206896551724
PL,20x,DNA1,6.968451049323532e-5,0.0033554185741456305,18774,7.457121551081282e-4,0.001331628848407372
PL,20x,DNA2,2.003763655018408e-4,0.006218186624401258,16569,0.0010260124328565392,0.0021727322107550242
PL,20x,DNA3,1.445682716578559e-4,0.005325538304945745,20997,7.14387769681383e-4,0.0017621564985474114
PL,20x,DNA4,8.903665304366532e-5,0.003709161726604806,23245,0.001505700150570015,0.0014626801462680147
PL,25x,DNA1,3.0891258880817436e-4,0.007456887942347132,37581,0.0391953380697693,0.004896091109869349
PL,25x,DNA2,3.0718225561683393e-4,0.00745701835397863,54034,0.036884184032275974,0.004145537994595995
PL,25x,DNA3,4.268437045844894e-4,0.008793717137105618,37845,0.0311005416831814,0.005231866825208086
PL,25x,DNA4,3.788689349324051e-4,0.008092341453519282,41941,0.04008011253904294,0.004744760496888486
PL,30x,DNA1,6.198795755971308e-4,0.00646111655640567,84613,0.18265514755415835,0.03228818266696607
PL,30x,DNA10,7.050195142043981e-4,0.005666067853327905,96625,0.20913842173350583,0.04188357050452781
PL,30x,DNA2,6.729770831016441e-4,0.00629409514790231,88121,0.19026111823515393,0.03789108158100793
PL,30x,DNA3,5.565970066374036e-4,0.005682162004647043,65839,0.18362976351402663,0.03180485730342198
PL,30x,DNA4,5.349301516133539e-4,0.005656537854143844,78687,0.17387878556813705,0.029903287709532704
PL,30x,DNA5,5.820415526261712e-4,0.006762888161865064,63267,0.16131632604675422,0.029399212859784724
PL,30x,DNA6,6.527950565889028e-4,0.006997676008143189,63440,0.17764817150063053,0.03239281210592686
PL,30x,DNA7,5.444475998009904e-4,0.0055899239430605915,84418,0.18326660190954536,0.03090573100523585
PL,30x,DNA8,6.639107364614699e-4,0.00633410566878936,69413,0.1864492242087217,0.036390877789463066
PL,30x,DNA9,5.816588410471246e-4,0.0056885781937690465,90228,0.18499800505386355,0.033548344194706745
PL,35x,DNA1,0.0012312277229694893,0.0070636008098421774,42674,0.24712939963443784,0.0723625626845386
PL,35x,DNA2,0.0014209758366353618,0.0072691891232127175,64102,0.2712707871829272,0.08289912951233971
PL,35x,DNA3,0.0014023967567454328,0.00857759361468087,47736,0.26106083459024637,0.07512150159208983
PL,35x,DNA4,0.0015259031888183784,0.007703467593464064,50583,0.28730996579878615,0.0874602139058577
Q5,15x,DNA1,0.016639032258064516,0.05134167225557561,62,0.08064516129032258,0.0967741935483871
Q5,15x,DNA2,0.026447367647058823,0.06331949671731811,68,0.16176470588235295,0.16176470588235295
Q5,15x,DNA3,0.018115964285714287,0.052282920189377614,84,0.09523809523809523,0.15476190476190477
Q5,15x,DNA4,0.056931504587155964,0.08463161513502744,109,0.22018348623853212,0.3211009174311927
Q5,20x,DNA1,0.0012563166259168704,0.014690135026037842,818,0.006112469437652812,0.007334963325183374
Q5,20x,DNA2,0.0013308298267326734,0.014917002773513752,1616,0.0049504950495049506,0.009282178217821782
Q5,20x,DNA3,0.0029627393570807996,0.0202547365777641,1151,0.007819287576020852,0.022589052997393572
Q5,20x,DNA4,0.0013293228187919463,0.014798771584294181,1490,0.00738255033557047,0.010067114093959731
Q5,25x,DNA1,2.3423956158663884e-4,0.006159081501478959,13412,0.011929615269907545,0.003728004771846108
Q5,25x,DNA2,1.701222043232308e-4,0.005238858795917959,26693,0.007530064061739033,0.0029970404225826996
Q5,25x,DNA3,1.2958357883062417e-4,0.0043837797693451926,28853,0.007555540151803972,0.002564724638685752
Q5,25x,DNA4,1.624561821003621e-4,0.005191664516882391,28995,0.009242972926366616,0.0026556302810829455
Q5,30x,DNA1,5.048367847068924e-4,0.008208884095232,32616,0.09486141770909982,0.014011528084375767
Q5,30x,DNA10,9.964370063541132e-4,0.013254588155176616,29115,0.07473810750472265,0.013257770908466426
Q5,30x,DNA2,5.23329265964745e-4,0.008509255966705227,33527,0.08998717451606168,0.014555432934649686
Q5,30x,DNA3,9.729229479702687e-4,0.01282039865860968,8745,0.04379645511720984,0.011778158947970269
Q5,30x,DNA4,7.022869173206788e-4,0.010569945656167467,21916,0.06917320678956014,0.013141084139441504
Q5,30x,DNA5,5.481357174785813e-4,0.008747433346560179,24161,0.07495550680849303,0.015272546666114812
Q5,30x,DNA6,4.492523908045977e-4,0.007801363892297475,29145,0.08608680734259735,0.011974609710070338
Q5,30x,DNA7,0.001252947840116279,0.014783913137710634,17200,0.05180232558139535,0.012151162790697674
Q5,30x,DNA8,0.0010648991376442176,0.013777206004094367,18635,0.05618459887308828,0.011698416957338342
Q5,30x,DNA9,9.526509053122836e-4,0.012484704315820798,27427,0.07529077186713821,0.012724687351879534
Q5,35x,DNA1,5.295072613231216e-4,0.0065981474020081815,15146,0.13706589198468241,0.026607685197411857
Q5,35x,DNA2,7.799404181217116e-4,0.009545301198426547,21477,0.13232760627648182,0.02751780974996508
Q5,35x,DNA3,7.106869753956428e-4,0.008592101741739348,24833,0.15290138122659364,0.0287117947891918
Q5,35x,DNA4,8.214790906734631e-4,0.009052257148880341,23149,0.1570694198453497,0.03438593459760681
