taq,cycles,reference,median_abund,iqr25,iqr75,min_abund,max_abund
ACC,thirty,Bacillus_subtilis_16S,0.14450508793157388,0.14154274378978066,0.1446426170413721,0.13294686916111723,0.14476404657405056
ACC,thirty,Enterococcus_faecalis_16S,0.10107559047830753,0.09570237922217639,0.10480892491737091,0.08815215829061467,0.10743951539772933
ACC,thirty,Escherichia_coli_16S_1,0.07176002667599234,0.07103223063822446,0.07763735414602908,0.06935460891864938,0.09476357016241077
ACC,thirty,Lactobacillus_fermentum_16S,0.14679379389061703,0.13233941206716474,0.16468844135696536,0.13108422522103305,0.17626442513178514
ACC,thirty,Listeria_monocytogenes_16S,0.14448745646911584,0.14063554469708112,0.14554423356323043,0.13179705840080486,0.14599731582574632
ACC,thirty,Pseudomonas_aeruginosa_16S,0.06293747663134872,0.060056053272460774,0.06544171344943964,0.05849836158997008,0.06586784550953932
ACC,thirty,Salmonella_enterica_16S_1,0.08926928695563993,0.0840053229444208,0.09726536467957284,0.07855819917367146,0.11090882958846357
ACC,thirty,Staphylococcus_aureus_16S,0.23796354188799912,0.22716217386066156,0.24628775127464353,0.2153020648684904,0.25071638434473503
ACC,thirty_five,Bacillus_subtilis_16S,0.1499272765783669,0.1483010697243363,0.1506046976718304,0.14390620511347313,0.15215320500099225
ACC,thirty_five,Enterococcus_faecalis_16S,0.08360828959703726,0.08146054588186644,0.08604409752878996,0.08055283491130699,0.08781600114909509
ACC,thirty_five,Escherichia_coli_16S_1,0.10287022963202448,0.10184736927685029,0.10332716814732726,0.0992926324953749,0.10418413940918833
ACC,thirty_five,Lactobacillus_fermentum_16S,0.11196276720269809,0.10641766164451606,0.11820136101882825,0.10524992818155703,0.12144955925563174
ACC,thirty_five,Listeria_monocytogenes_16S,0.11905433563461852,0.11716608728276809,0.11979247470257204,0.11359396705695575,0.1199142670766937
ACC,thirty_five,Pseudomonas_aeruginosa_16S,0.08909325437517168,0.08735116320378761,0.09098037106196868,0.08706190749784545,0.09170470331414964
ACC,thirty_five,Salmonella_enterica_16S_1,0.16519189424834327,0.16389405384339412,0.16571947631104555,0.16132169081166897,0.16598106431603005
ACC,thirty_five,Staphylococcus_aureus_16S,0.1800592874414716,0.17350536384482998,0.18715437356502077,0.17246708020459245,0.18981614478598105
ACC,twenty,Bacillus_subtilis_16S,0.14792829993899864,0.1361493517891622,0.1647056009948821,0.13227513227513227,0.18357487922705315
ACC,twenty,Enterococcus_faecalis_16S,0.14104677519060377,0.12381618596642271,0.15210386418917227,0.10396039603960396,0.15343915343915343
ACC,twenty,Escherichia_coli_16S_1,0.08722300801508723,0.07872961209164395,0.10341909275558564,0.07729468599033816,0.12796208530805686
ACC,twenty,Lactobacillus_fermentum_16S,0.08206073371950148,0.07125603864734299,0.0910503965088452,0.06280193236714976,0.09405940594059406
ACC,twenty,Listeria_monocytogenes_16S,0.09695374299334694,0.08760249755510419,0.10816353374467881,0.08056872037914692,0.12077294685990338
ACC,twenty,Pseudomonas_aeruginosa_16S,0.06073153899240856,0.050587265608901706,0.06865865157944366,0.02843601895734597,0.08415841584158416
ACC,twenty,Salmonella_enterica_16S_1,0.14607775477340695,0.13535282099638535,0.16096572566797168,0.12871287128712872,0.18009478672985782
ACC,twenty,Staphylococcus_aureus_16S,0.23004256947433874,0.21036815715365065,0.24913562784849913,0.2037914691943128,0.25396825396825395
ACC,twenty_five,Bacillus_subtilis_16S,0.1796182540452414,0.17560492644552742,0.18402958241768091,0.17405573124888118,0.1867727799325039
ACC,twenty_five,Enterococcus_faecalis_16S,0.10221461454328362,0.1005975480646627,0.1039964962232844,0.09807082053090213,0.10701766936118463
ACC,twenty_five,Escherichia_coli_16S_1,0.0953365682255365,0.09317275097009688,0.09594151933370983,0.08717277486910995,0.0972648969928978
ACC,twenty_five,Lactobacillus_fermentum_16S,0.08605065756724983,0.08490158945522644,0.08692142129461422,0.08250642220319347,0.08848167539267016
ACC,twenty_five,Listeria_monocytogenes_16S,0.11617030499300411,0.11023078419049667,0.11974962916393664,0.1024869109947644,0.1204129124649442
ACC,twenty_five,Pseudomonas_aeruginosa_16S,0.056222485510250324,0.0530598591394467,0.059766069026876145,0.05238502997028157,0.061583769633507854
ACC,twenty_five,Salmonella_enterica_16S_1,0.14907850743954376,0.14602022465697106,0.153190701459,0.14350498239751774,0.1588676774291039
ACC,twenty_five,Staphylococcus_aureus_16S,0.21828403358748283,0.21044346974657466,0.22534885432348767,0.20460383821084974,0.22886125654450262
K,thirty,Bacillus_subtilis_16S,0.16504372343903234,0.15218655349576707,0.17829124534870816,0.14157014157014158,0.21079691516709512
K,thirty,Enterococcus_faecalis_16S,0.11140049085291963,0.10239746250541987,0.11742126027373254,0.09339774557165861,0.15953307392996108
K,thirty,Escherichia_coli_16S_1,0.08447183593440741,0.07716813193806767,0.09249180928433753,0.06420233463035019,0.09566709566709566
K,thirty,Lactobacillus_fermentum_16S,0.09309345386345351,0.0841466506635046,0.11021800138257126,0.06362467866323908,0.11858216970998926
K,thirty,Listeria_monocytogenes_16S,0.13154111834914528,0.1271683271121392,0.13989626583263323,0.10725010725010725,0.16838046272493573
K,thirty,Pseudomonas_aeruginosa_16S,0.054537797490862246,0.05273836592888562,0.05773763204690683,0.04808988764044944,0.07392996108949416
K,thirty,Salmonella_enterica_16S_1,0.13230133005476696,0.12220360848413112,0.14022429878461007,0.1121374865735768,0.14831460674157304
K,thirty,Staphylococcus_aureus_16S,0.22244174956305948,0.20186606449227068,0.2357654494382022,0.18821785846609856,0.2621192621192621
K,thirty_five,Bacillus_subtilis_16S,0.1911204589886959,0.18669757660917768,0.19850471215305066,0.18658088235294118,0.20750551876379691
K,thirty_five,Enterococcus_faecalis_16S,0.10938221820141669,0.09702108349220503,0.1223229661477295,0.0930475692629378,0.1280353200883002
K,thirty_five,Escherichia_coli_16S_1,0.0686115558024046,0.06673925009433537,0.071495282504363,0.06622516556291391,0.07504363001745201
K,thirty_five,Lactobacillus_fermentum_16S,0.09727835670692117,0.09466269084520879,0.10299666945973371,0.08726003490401396,0.11970726607422896
K,thirty_five,Listeria_monocytogenes_16S,0.14362056291967704,0.13946580677970022,0.14515410475154517,0.1273996509598604,0.14935661764705882
K,thirty_five,Pseudomonas_aeruginosa_16S,0.046951192126065085,0.042272084768303554,0.05154987691134149,0.03397804495556717,0.059602649006622516
K,thirty_five,Salmonella_enterica_16S_1,0.10376744545831923,0.09286765720360991,0.11034311941168581,0.07505518763796909,0.11518324607329843
K,thirty_five,Staphylococcus_aureus_16S,0.2387307747395655,0.23451630473038546,0.24285337908068988,0.2229580573951435,0.2541360294117647
K,twenty,Bacillus_subtilis_16S,0.11918685281065089,0.10544689521792186,0.13813376913265307,0.0933852140077821,0.16581632653061223
K,twenty,Enterococcus_faecalis_16S,0.17030829093085903,0.15109890109890112,0.19867157101167315,0.14285714285714285,0.234375
K,twenty,Escherichia_coli_16S_1,0.08381718142023346,0.07261811205621302,0.08779927340586038,0.04437869822485207,0.09438775510204081
K,twenty,Lactobacillus_fermentum_16S,0.09942941673710903,0.0873416697485207,0.10856725958866036,0.07421875,0.11284046692607004
K,twenty,Listeria_monocytogenes_16S,0.12086575875486381,0.11047763221513596,0.12627551020408162,0.09171597633136094,0.13010204081632654
K,twenty,Pseudomonas_aeruginosa_16S,0.06625425583657588,0.05313297193877551,0.07833617295604725,0.04846938775510204,0.07988165680473373
K,twenty,Salmonella_enterica_16S_1,0.11059715715079807,0.10514956225680934,0.1285623716942398,0.09375,0.17751479289940827
K,twenty,Staphylococcus_aureus_16S,0.21246504134241245,0.2050183354591837,0.22629394699882577,0.1989795918367347,0.2514792899408284
K,twenty_five,Bacillus_subtilis_16S,0.16705633539548737,0.16441390552874918,0.1730735474811304,0.162426614481409,0.18518518518518517
K,twenty_five,Enterococcus_faecalis_16S,0.11651024783017881,0.10906729508828747,0.12603605358263542,0.10707070707070707,0.13428120063191154
K,twenty_five,Escherichia_coli_16S_1,0.0860858869071307,0.07803906474619972,0.09210296347700928,0.07045009784735812,0.0936026936026936
K,twenty_five,Lactobacillus_fermentum_16S,0.09813139291812278,0.09612192938026845,0.10602700191741288,0.09064885496183206,0.12915851272015655
K,twenty_five,Listeria_monocytogenes_16S,0.14724017893854938,0.14139140919962837,0.15181252487247204,0.12525252525252525,0.16412213740458015
K,twenty_five,Pseudomonas_aeruginosa_16S,0.04794658900425697,0.04556717856022468,0.05011050473135781,0.03913894324853229,0.05589225589225589
K,twenty_five,Salmonella_enterica_16S_1,0.13972601087756112,0.13784806995707471,0.1455442105734901,0.1367003367003367,0.15851272015655576
K,twenty_five,Staphylococcus_aureus_16S,0.18696486499523654,0.1805967761382291,0.19190907163235404,0.17025440313111545,0.19797979797979798
PHU,thirty,Bacillus_subtilis_16S,0.1738917225256894,0.17284694704538828,0.1750021952961518,0.17230381871590433,0.17574241549611955
PHU,thirty,Enterococcus_faecalis_16S,0.09194893493328979,0.09163850425659417,0.09206363243415944,0.09104611634917581,0.09206882081409988
PHU,thirty,Escherichia_coli_16S_1,0.09442592046432993,0.08838370673591689,0.10048434188429776,0.08705627163892712,0.10186040005595189
PHU,thirty,Lactobacillus_fermentum_16S,0.096168723535355,0.09041132101859016,0.09997273668204043,0.07696181284095678,0.10756207674943567
PHU,thirty,Listeria_monocytogenes_16S,0.1420136837744393,0.13701417877412034,0.15154641145856432,0.1357193252517478,0.16644093303235516
PHU,thirty,Pseudomonas_aeruginosa_16S,0.07941116786658867,0.07405058961347295,0.0820631438792197,0.06501128668171557,0.082976640089523
PHU,thirty,Salmonella_enterica_16S_1,0.1442789034655842,0.13942856989508232,0.14984732871889114,0.13498871331828444,0.15644146034410408
PHU,thirty,Staphylococcus_aureus_16S,0.1789001358773729,0.17603911167133088,0.1802464730788286,0.17057938299473288,0.1811621407416677
PHU,thirty_five,Bacillus_subtilis_16S,0.16904388498156125,0.16249048449310302,0.17583952599053332,0.16230482611781405,0.17675190592736378
PHU,thirty_five,Enterococcus_faecalis_16S,0.08498144249463428,0.08365153146488323,0.08627752017401247,0.08237634505832354,0.08745120652945351
PHU,thirty_five,Escherichia_coli_16S_1,0.09152098530653137,0.09035350576810777,0.09542156245884041,0.08974552784076593,0.10422883322783856
PHU,thirty_five,Lactobacillus_fermentum_16S,0.09841632976427234,0.09559492677060666,0.10120372129934922,0.09241341893480423,0.10428319475938523
PHU,thirty_five,Listeria_monocytogenes_16S,0.13997434271923948,0.13716734717115792,0.1406486925051476,0.1299996985863701,0.1414184038034152
PHU,thirty_five,Pseudomonas_aeruginosa_16S,0.07993968588365144,0.07686470358375562,0.08291359406328955,0.07621567145376669,0.08325940383250532
PHU,thirty_five,Salmonella_enterica_16S_1,0.14235921893849868,0.13875390849256436,0.14644930365269038,0.1382716049382716,0.14838593001175512
PHU,thirty_five,Staphylococcus_aureus_16S,0.19198144484642424,0.1910391536688509,0.1935478533779207,0.18921427968604945,0.19724507942249148
PHU,twenty,Bacillus_subtilis_16S,0.2074430957496312,0.1955833616182264,0.21632567884816606,0.185069008782936,0.21790857858484658
PHU,twenty,Enterococcus_faecalis_16S,0.08921393423957705,0.08692231872056523,0.09061812343400212,0.08140262993112085,0.09347553324968633
PHU,twenty,Escherichia_coli_16S_1,0.09352866408641526,0.08888833674180494,0.09752433096046653,0.08265497808390733,0.10182370820668693
PHU,twenty,Lactobacillus_fermentum_16S,0.06957367523328323,0.06288874180882467,0.07615947833692308,0.05243161094224924,0.08631921824104234
PHU,twenty,Listeria_monocytogenes_16S,0.15807377971343906,0.15172507252259831,0.15895786406287196,0.13273615635179153,0.16155291170945524
PHU,twenty,Pseudomonas_aeruginosa_16S,0.05260780086440578,0.048423066641584904,0.05779372631714578,0.04711246200607903,0.062107904642409034
PHU,twenty,Salmonella_enterica_16S_1,0.13006410818685574,0.1225821401449907,0.13624023720875106,0.11646837820914215,0.13843648208469056
PHU,twenty,Staphylococcus_aureus_16S,0.20964496636965954,0.19975483184090173,0.21976271523544336,0.19299674267100977,0.22720364741641338
PHU,twenty_five,Bacillus_subtilis_16S,0.20039114485517986,0.1999989916118437,0.20134177485263566,0.1996282067170653,0.20338799000977306
PHU,twenty_five,Enterococcus_faecalis_16S,0.1043768432756291,0.10281816771705748,0.10549616036635796,0.10082527961776523,0.10617097306212205
PHU,twenty_five,Escherichia_coli_16S_1,0.09164805959468925,0.08764250606761596,0.09536904796094987,0.08600192413413964,0.09615593441198828
PHU,twenty_five,Lactobacillus_fermentum_16S,0.07270991059042639,0.0705043806814158,0.07447499489990374,0.06905710491367861,0.07460093386904115
PHU,twenty_five,Listeria_monocytogenes_16S,0.15209477212167388,0.14774716906358368,0.15523295247658422,0.13888587251601694,0.16046598091461148
PHU,twenty_five,Pseudomonas_aeruginosa_16S,0.04541513301716273,0.04493094840951717,0.04619684033060395,0.04452996151731721,0.04749039534019085
PHU,twenty_five,Salmonella_enterica_16S_1,0.14437535961441428,0.14138602648236193,0.14524075939974584,0.13419258892056016,0.14606239692138537
PHU,twenty_five,Staphylococcus_aureus_16S,0.1935026415582315,0.1909395441105631,0.19519360019666684,0.18740422923689856,0.19611249864263222
PL,thirty,Bacillus_subtilis_16S,0.1587845381941993,0.1558122438171669,0.1634756196242011,0.1498578215191813,0.16884614850122986
PL,thirty,Enterococcus_faecalis_16S,0.06869382710842717,0.06557514441418445,0.07333012225068003,0.06096872324535038,0.07858940182864546
PL,thirty,Escherichia_coli_16S_1,0.1325832412364924,0.13032372199212164,0.1350662717550326,0.12542477602718566,0.1432682320489026
PL,thirty,Lactobacillus_fermentum_16S,0.06715490862875767,0.061459115993264576,0.08758532789626021,0.0594484963264429,0.09456997394813466
PL,thirty,Listeria_monocytogenes_16S,0.12975859371289483,0.1268234530783375,0.13593088163388084,0.11920856816904767,0.15780228215461375
PL,thirty,Pseudomonas_aeruginosa_16S,0.09929430352257484,0.08367060095499473,0.10522825531296388,0.08096632708826702,0.11666733824931834
PL,thirty,Salmonella_enterica_16S_1,0.1605198146712279,0.15824002350532318,0.1631180648324888,0.14879766175102963,0.16851558372952985
PL,thirty,Staphylococcus_aureus_16S,0.1766429171489485,0.17306574792851256,0.17991683358054536,0.16342647948865566,0.18461901916369045
PL,thirty_five,Bacillus_subtilis_16S,0.13958912947186142,0.1379193687589778,0.14370993331714454,0.13533112666447683,0.15365130480884404
PL,thirty_five,Enterococcus_faecalis_16S,0.07670429102915144,0.07413442034005037,0.07961409913050808,0.07300367041414987,0.08176466129317533
PL,thirty_five,Escherichia_coli_16S_1,0.13435166444961297,0.13328596537934928,0.13874619830262086,0.13150195377697488,0.15051671425322788
PL,thirty_five,Lactobacillus_fermentum_16S,0.10869003828069798,0.10488402125931964,0.1112736723273939,0.09859210242111258,0.11389844224155371
PL,thirty_five,Listeria_monocytogenes_16S,0.12353170725919504,0.11933231139129497,0.13156298704206607,0.11537659629919207,0.14701435387908182
PL,thirty_five,Pseudomonas_aeruginosa_16S,0.0807880010153503,0.07692902059321705,0.08394062749839402,0.07326172757083668,0.08548885870350569
PL,thirty_five,Salmonella_enterica_16S_1,0.16836485510876462,0.16639158992952868,0.1718778190286576,0.16527578691067607,0.17761271826948136
PL,thirty_five,Staphylococcus_aureus_16S,0.15873290672251447,0.15617050800388477,0.1609800510347406,0.15180552555618826,0.16439927026322648
PL,twenty,Bacillus_subtilis_16S,0.21274918167449708,0.21166934782138225,0.21333732080129023,0.20856835306781485,0.21496323137589257
