taq,cycles,sample_name,total_seqs,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
ACC,15x,DNA1,45,0.007729468599033816,0.006938954765041722,0.002898550724637681,0.00720245937637242,0.006411945542380325,0.007992973210364514,0.0062362758014931925,0.003689064558629776,0.0034255599472990776,0.0025472112428634166,0.007729468599033816,0.0021958717610891525,0.4444444444444444,0.35555555555555557,0.3111111111111111,0.35555555555555557,0.3333333333333333,0.4444444444444444,0.37777777777777777,0.28888888888888886,0.35555555555555557,0.3333333333333333,0.5555555555555556,0.3333333333333333
ACC,15x,DNA2,22,0.007905138339920948,0.006108515989938915,0.0021559468199784403,0.007905138339920948,0.005569529284944304,0.006827164929931728,0.0073661516349263385,0.005569529284944304,0.004671218109953288,0.0017966223499820337,0.005928853754940711,0.004132231404958678,0.36363636363636365,0.4090909090909091,0.3181818181818182,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.36363636363636365,0.4090909090909091,0.3181818181818182,0.36363636363636365,0.36363636363636365
ACC,15x,DNA3,24,0.005105401844532279,0.005599472990777339,0.001976284584980237,0.005105401844532279,0.005105401844532279,0.004940711462450593,0.003458498023715415,0.004446640316205534,0.002635046113306983,0.0013175230566534915,0.003129117259552042,0.0021409749670619235,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.2916666666666667,0.25,0.25,0.20833333333333334,0.25,0.25
ACC,15x,DNA4,31,0.001147520081601428,0.002805049088359046,8.925156190233329e-4,0.001147520081601428,0.002805049088359046,0.0021675379319138085,0.0024225423944919037,8.925156190233329e-4,0.001147520081601428,0.0010200178503123804,0.0017850312380466658,0.0012750223128904757,0.12903225806451613,0.16129032258064516,0.06451612903225806,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.16129032258064516,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.16129032258064516,0.12903225806451613
ACC,20x,DNA1,211,0.0019481492582047056,0.0021167390978570357,5.619661321744343e-4,0.0018170238273640042,0.002004345871422149,0.002154203506668665,0.0021167390978570357,0.001610969578900045,0.0010490034467256107,8.054847894500225e-4,0.0017795594185523753,0.0010115390379139817,0.11848341232227488,0.10426540284360189,0.07582938388625593,0.0995260663507109,0.0947867298578199,0.0995260663507109,0.11374407582938388,0.10426540284360189,0.10426540284360189,0.08530805687203792,0.13270142180094788,0.09004739336492891
ACC,20x,DNA2,202,0.0022501369648587305,0.002895828441731236,5.478594349221257e-4,0.0020349064725678954,0.002602332315880097,0.0027392971746106284,0.002211004148078579,0.0016240118963763012,0.0011739845034045551,9.978868278938719e-4,0.0017218439383266807,8.804883775534163e-4,0.10396039603960396,0.11386138613861387,0.0594059405940594,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.12376237623762376,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.11386138613861387,0.09405940594059406
ACC,20x,DNA3,208,7.980694320405875e-4,5.890512474585289e-4,3.230281034449997e-4,6.65057860033823e-4,6.65057860033823e-4,7.980694320405875e-4,7.41064472609117e-4,7.41064472609117e-4,4.940429817394113e-4,3.420297565888232e-4,8.17071085184411e-4,4.370380223079408e-4,0.04326923076923077,0.04326923076923077,0.03365384615384615,0.04326923076923077,0.04326923076923077,0.04326923076923077,0.04807692307692308,0.04326923076923077,0.04326923076923077,0.04326923076923077,0.04326923076923077,0.038461538461538464
ACC,20x,DNA4,190,0.0011025587684626585,0.0016434366548783025,2.0802995631370917e-4,0.001248179737882255,0.0016226336592469316,0.0013521947160391097,0.001019346785937175,8.945288121489494e-4,6.864988558352403e-4,3.744539213646765e-4,6.864988558352403e-4,6.240898689411275e-4,0.05263157894736842,0.06315789473684211,0.021052631578947368,0.06842105263157895,0.05789473684210526,0.05789473684210526,0.06842105263157895,0.05789473684210526,0.05789473684210526,0.04736842105263158,0.05263157894736842,0.05789473684210526
ACC,25x,DNA1,19887,4.014777561447959e-5,5.2867862937879066e-5,1.5303855060964994e-5,3.339022922392362e-5,4.670657064060745e-5,4.750157609831991e-5,5.5849133404300824e-5,3.0011456028645636e-5,2.1266395993808497e-5,1.4508849603252526e-5,4.392405153861381e-5,1.3515092781111943e-5,0.0025644893649117515,0.0035701714687987125,0.002212500628551315,0.0020113642077739225,0.0032181827324382762,0.0031678986272439284,0.0064363654648765525,0.002765625785689144,0.0020616483129682708,0.0017599436818021823,0.004927842309046111,0.0016593754714134862
ACC,25x,DNA2,15304,3.460813518454142e-5,4.9071236455693064e-5,1.420483160559536e-5,3.0992359866753514e-5,4.7521618462355386e-5,4.7521618462355386e-5,5.139566344569958e-5,2.7893123880078164e-5,1.807887658893955e-5,1.6270988930045596e-5,3.796564083677306e-5,1.5237910267820477e-5,0.001894929430214323,0.003463146889702039,0.0015028750653423941,0.002025614218504966,0.002548353371667538,0.0023523261892315736,0.006795608991113434,0.0027443805541035025,0.0017642446419236801,0.002025614218504966,0.004900679560899112,0.0016989022477783586
