taq,cycles,sample_name,mean_error,sd_error,total_seqs,chimera_prevalence,seq_error_prevalence
ACC,15x,DNA1,0.0650856888888889,0.08652911775886937,45,0.3333333333333333,0.6
ACC,15x,DNA2,0.06683436363636364,0.0840319433478356,22,0.2727272727272727,0.45454545454545453
ACC,15x,DNA3,0.04561925,0.08176287437900769,24,0.16666666666666666,0.3333333333333333
ACC,15x,DNA4,0.020655548387096774,0.05267168405436246,31,0.0967741935483871,0.5161290322580645
ACC,20x,DNA1,0.019980109004739337,0.056909898547762607,211,0.061611374407582936,0.35545023696682465
ACC,20x,DNA2,0.0227705099009901,0.06321800569200227,202,0.07920792079207921,0.32673267326732675
ACC,20x,DNA3,0.008749115384615385,0.03553348076411422,208,0.028846153846153848,0.30288461538461536
ACC,20x,DNA4,0.012669026315789474,0.04652733334077439,190,0.04736842105263158,0.3263157894736842
ACC,25x,DNA1,0.0015936230703474633,0.008505125595284215,19887,0.003620455573993061,0.26992507668326043
ACC,25x,DNA2,0.0015581555148980661,0.008164568912335059,15304,0.0035284892838473602,0.26476738107684267
ACC,25x,DNA3,0.0014365233505859957,0.006270447213625985,16809,0.00398595990243322,0.26937949907787495
ACC,25x,DNA4,0.0014925945791726103,0.007697459467784913,14020,0.00456490727532097,0.25684736091298144
ACC,30x,A,0.0016611805457434894,0.005314720711832388,27687,0.0056705312962762305,0.32444829703470945
ACC,30x,B,0.0019541428910139157,0.007856539049935274,43189,0.00687675102456644,0.3419852277200213
ACC,30x,C,0.0016982815772257516,0.0039801312771578475,21094,0.012515407224803262,0.3364937897032331
ACC,30x,D,0.0016028801462517677,0.0049107450662186965,35350,0.00927864214992928,0.3157001414427157
ACC,30x,DNA1,0.005663489115853659,0.024723676456846887,656,0.04420731707317073,0.2850609756097561
ACC,30x,DNA10,0.006857374161676646,0.02897603136587685,334,0.02694610778443114,0.3323353293413174
ACC,30x,DNA2,0.0027485463178807948,0.016466299052808497,755,0.0039735099337748344,0.28344370860927154
ACC,30x,DNA3,0.007778658588807786,0.03476045409431733,411,0.0267639902676399,0.2944038929440389
