taq,cycles,sample_name,mean_error,sd_error,total_seqs,chimera_prevalence,seq_error_prevalence
ACC,30x,DNA4,0.003952555652892562,0.021619174349822842,605,0.013223140495867768,0.2909090909090909
ACC,30x,DNA5,0.002245847552742616,0.012942275856909964,711,0.0014064697609001407,0.3009845288326301
ACC,30x,DNA6,0.004559649836601307,0.023349474858264392,306,0.016339869281045753,0.28431372549019607
ACC,30x,DNA7,0.039083273727810654,0.0734553908115248,169,0.17159763313609466,0.4260355029585799
ACC,30x,DNA8,0.007307171291512915,0.03274670905539361,271,0.02952029520295203,0.2730627306273063
ACC,30x,DNA9,0.00719627269058296,0.03206564636172812,223,0.03139013452914798,0.3542600896860987
ACC,35x,DNA1,0.001868240614729582,0.005234165537083514,56838,0.06784193673246772,0.34536753580351176
ACC,35x,DNA2,0.0020244026026832555,0.006207786739839718,53368,0.06957352720731524,0.35862314495577874
ACC,35x,DNA3,0.0019315827162130021,0.004763597089492959,58854,0.06886532776022021,0.3594827879158596
ACC,35x,DNA4,0.002297647855113636,0.01029664840122608,48576,0.06812005928853755,0.36320405138339923
K,15x,DNA1,0.08003955,0.09203836972760927,60,0.4,0.5666666666666667
K,15x,DNA2,0.1013419012345679,0.10256173993851277,81,0.35802469135802467,0.7160493827160493
K,15x,DNA3,0.1425563611111111,0.09418380771935084,72,0.5694444444444444,0.8888888888888888
K,15x,DNA4,0.08785484848484848,0.09884164986174641,66,0.2878787878787879,0.5454545454545454
K,20x,DNA1,0.019426689149560118,0.05833004529251299,341,0.0967741935483871,0.21700879765395895
K,20x,DNA2,0.05346775486381323,0.08512456548433422,257,0.22178988326848248,0.4357976653696498
K,20x,DNA3,0.04605033204633205,0.08191719473122541,259,0.17374517374517376,0.33204633204633205
K,20x,DNA4,0.023754270408163265,0.06176210327390671,392,0.08673469387755102,0.23469387755102042
K,25x,DNA1,0.012001212765957447,0.04389768231019243,517,0.058027079303675046,0.19729206963249515
K,25x,DNA2,0.01627950856697819,0.0526452403522542,1284,0.07866043613707165,0.20638629283489096
K,25x,DNA3,0.01107816572504708,0.04327863036103695,1062,0.05273069679849341,0.16854990583804144
K,25x,DNA4,0.006547311333333333,0.03317584270289306,1500,0.03866666666666667,0.15133333333333332
K,30x,DNA1,0.011264133169014085,0.04355815491205607,2272,0.061619718309859156,0.19762323943661972
K,30x,DNA10,0.001997108963342531,0.016340829947616688,5074,0.03291288923925897,0.1440677966101695
K,30x,DNA2,0.009268563015544042,0.039636967436161116,2895,0.05630397236614853,0.17374784110535405
K,30x,DNA3,0.020786711859582543,0.05635038691566615,527,0.11195445920303605,0.2998102466793169
K,30x,DNA4,0.009505339101194218,0.03991347826533953,1591,0.06348208673790069,0.20050282840980516
K,30x,DNA5,0.010601873645007923,0.04280551758180947,1893,0.07290015847860538,0.19070258848388802
K,30x,DNA6,0.007454486976450799,0.0351473904592037,2378,0.051303616484440706,0.17283431455004206
K,30x,DNA7,0.0020073980753758207,0.017045197871470963,4723,0.023713741266144398,0.12153292398899004
K,30x,DNA8,0.0037283381316348197,0.025678562981438523,1884,0.026008492569002124,0.13853503184713375
K,30x,DNA9,0.0027790501082251085,0.0201495438821242,2772,0.03535353535353535,0.15981240981240982
K,35x,DNA1,0.013223042162629758,0.04655692976901249,578,0.07093425605536333,0.19377162629757785
K,35x,DNA2,0.02522583591304348,0.06287555453510404,460,0.10869565217391304,0.26956521739130435
K,35x,DNA3,0.006871497732587697,0.033143833937048534,1967,0.058973055414336555,0.19064565327910524
K,35x,DNA4,0.006941886575280899,0.033238199720670165,2225,0.05573033707865169,0.17752808988764046
PHU,15x,DNA1,0.044228875,0.08340303040175943,48,0.14583333333333334,0.5208333333333334
PHU,15x,DNA2,0.12736892307692307,0.0934886695531053,39,0.5128205128205128,0.7435897435897436
PHU,15x,DNA3,0.025409571428571427,0.06202957688301375,7,0.14285714285714285,0.5714285714285714
PHU,15x,DNA4,0.021552175,0.05496012535437478,40,0.25,0.4
PHU,20x,DNA1,0.00501122171602126,0.029625703704687204,1317,0.01366742596810934,0.13515565679574792
PHU,20x,DNA2,0.006485220684039088,0.034521657860611885,1228,0.025244299674267102,0.1278501628664495
PHU,20x,DNA3,0.002089015634771732,0.01684104400926597,1599,0.010006253908692933,0.10318949343339587
PHU,20x,DNA4,0.0026167860727728982,0.019338829916352652,1594,0.009410288582183186,0.1273525721455458
PHU,25x,DNA1,6.426995608015372e-4,0.006890510675827069,29144,0.0024361789733735933,0.10002058742794401
PHU,25x,DNA2,8.573050792272629e-4,0.008452891677269312,18428,0.002387670935532885,0.11417408291729976
PHU,25x,DNA3,5.555758123637804e-4,0.004307380098055593,40376,0.0015107984941549436,0.10793540717257777
PHU,25x,DNA4,6.942956330986634e-4,0.007069954352439237,19602,0.002193653708805224,0.10549943883277217
PHU,30x,DNA1,0.0012349596825600823,0.009011234418452644,38905,0.09602878807351241,0.16121321166945124
PHU,30x,DNA2,0.0011916471505164633,0.009325269202275117,33013,0.0674582740132675,0.15254596674037502
PHU,30x,DNA3,0.0010176967440947973,0.007198714306033823,25486,0.07094090873420701,0.1555363729106176
PHU,30x,DNA4,0.0012032652670501231,0.009531118986529055,27991,0.061877031903111716,0.15344217784287806
PHU,35x,DNA1,0.0010277102120247324,0.004840640311301034,43344,0.10084440753045404,0.17744093761535623
PHU,35x,DNA2,0.0011630536422211162,0.007296647373065612,36162,0.10137713622034179,0.1801338421547481
PHU,35x,DNA3,0.0010769474059425816,0.004813705299688849,49810,0.11184501104195944,0.18317606906243727
PHU,35x,DNA4,0.001109557352719915,0.005139629561467523,38549,0.09613738358971699,0.190666424550572
PL,15x,DNA1,0.002282410835214447,0.017948492689283353,443,0.009029345372460496,0.10158013544018059
PL,15x,DNA2,0.005970555555555555,0.03294146274315288,711,0.01828410689170183,0.1111111111111111
PL,15x,DNA3,0.005676890937019969,0.03304123135341093,651,0.015360983102918587,0.11059907834101383
PL,15x,DNA4,0.004010472413793103,0.02678887676645531,870,0.014942528735632184,0.0839080459770115
PL,20x,DNA1,3.743323212954086e-4,0.0035281122156613446,18774,7.457121551081282e-4,0.07457121551081283
PL,20x,DNA2,5.097844166817551e-4,0.0063280645136670225,16569,0.0010260124328565392,0.07640774941155169
PL,20x,DNA3,4.794551602609897e-4,0.005458707354602265,20997,7.14387769681383e-4,0.08158308329761395
PL,20x,DNA4,3.925712626371262e-4,0.0038550271723249143,23245,0.001505700150570015,0.07494084749408475
PL,25x,DNA1,7.609539448125381e-4,0.007550030801786818,37581,0.038636545062664646,0.10699555626513398
PL,25x,DNA2,7.585106188696007e-4,0.0075693208292385555,54034,0.036403005515046084,0.10665506903061035
PL,25x,DNA3,8.73230330294623e-4,0.008900712946327122,37845,0.030624917426344298,0.10786101202272427
PL,25x,DNA4,8.140821272740281e-4,0.0082060758744864,41941,0.03943635106459074,0.1031687370353592
PL,30x,DNA1,0.0014486051657546706,0.006676439754436712,84613,0.1805632704194391,0.2043893964284448
PL,30x,DNA10,0.0015814092268046569,0.005924126606317053,96625,0.20639586028460544,0.22155756791720568
PL,30x,DNA2,0.001522448209393902,0.006527041127933509,88121,0.1901022457756948,0.2137288501038345
PL,30x,DNA3,0.001414633932927292,0.005931743858664937,65839,0.18110846155014504,0.21071097677668252
PL,30x,DNA4,0.0013740230631489314,0.005917068802745463,78687,0.1709303951097386,0.20463354810832793
PL,30x,DNA5,0.0014114164521788605,0.0069644875563867285,63267,0.1600834558300536,0.2059367442742662
PL,30x,DNA6,0.0014994744709962162,0.007198486385925621,63440,0.17507881462799496,0.20811790668348046
PL,30x,DNA7,0.0013196889882489517,0.005828837132141643,84418,0.1826980027956123,0.19364353573882348
PL,30x,DNA8,0.0014413786846844256,0.006528651781463134,69413,0.18623312635961564,0.199703225620561
PL,30x,DNA9,0.0014101550693797927,0.0059293057667888826,90228,0.18267056789466685,0.20631067961165048
PL,35x,DNA1,0.002148486437409196,0.007208516816914679,42674,0.2464732624080236,0.25863523456905846
PL,35x,DNA2,0.0023846299661477014,0.007407195470931174,64102,0.26866556425696547,0.2741412124426695
PL,35x,DNA3,0.002356111383442266,0.00869035146231535,47736,0.2579185520361991,0.2665703033350092
PL,35x,DNA4,0.002551680645869166,0.007835509205015573,50583,0.28353399363422493,0.28893106379613703
Q5,15x,DNA1,0.016830306451612903,0.05128575868044791,62,0.08064516129032258,0.14516129032258066
Q5,15x,DNA2,0.02662151470588235,0.06339081555643711,68,0.16176470588235295,0.19117647058823528
Q5,15x,DNA3,0.018304202380952383,0.052223735529866956,84,0.09523809523809523,0.20238095238095238
Q5,15x,DNA4,0.0573666880733945,0.08454693614295589,109,0.22018348623853212,0.4036697247706422
Q5,20x,DNA1,0.0016428533007334964,0.014710501998012595,818,0.006112469437652812,0.09902200488997555
Q5,20x,DNA2,0.0017099585396039604,0.014935720187014135,1616,0.0049504950495049506,0.0983910891089109
Q5,20x,DNA3,0.003319859252823632,0.020219392097153514,1151,0.007819287576020852,0.10860121633362294
Q5,20x,DNA4,0.0017245744966442953,0.014817143725886358,1490,0.00738255033557047,0.1040268456375839
Q5,25x,DNA1,6.742536027438114e-4,0.006276361523292533,13412,0.011929615269907545,0.10751565762004175
Q5,25x,DNA2,6.296154624808002e-4,0.005394046818486052,26693,0.007417675045892182,0.111564829730641
Q5,25x,DNA3,5.758988368627178e-4,0.0045779943364600735,28853,0.007555540151803972,0.10737185041416837
Q5,25x,DNA4,6.3863757682359e-4,0.005366168000611661,28995,0.00907052940162097,0.11360579410243145
Q5,30x,DNA1,0.0011294438159185672,0.00835030863498924,32616,0.09363502575423105,0.15130610743193523
Q5,30x,DNA10,0.0015720611756826375,0.013326608787689173,29115,0.07384509702902284,0.1405804568092049
Q5,30x,DNA2,0.0011187228403972914,0.008626543680996017,33527,0.08998717451606168,0.14606138336266292
Q5,30x,DNA3,0.0015076347215551744,0.012866766393452987,8745,0.04368210405946255,0.1351629502572899
Q5,30x,DNA4,0.0013169535293849244,0.010661157555558775,21916,0.06826063150209892,0.15125935389669648
Q5,30x,DNA5,0.0011819104859070405,0.008872661143035537,24161,0.07545217499275693,0.15558130872066553
Q5,30x,DNA6,0.0010694583523760508,0.007932873144789056,29145,0.08540058329044432,0.1510722250814891
Q5,30x,DNA7,0.0017068173197674421,0.014819446449070704,17200,0.05122093023255814,0.11401162790697675
Q5,30x,DNA8,0.0015709867491279848,0.013809019930104567,18635,0.055433324389589485,0.12626777569090422
Q5,30x,DNA9,0.0015505922226273377,0.01255711952572242,27427,0.07459802384511613,0.14587814926896853
Q5,35x,DNA1,0.0013821075273999733,0.006801313066847126,15146,0.13620757955895946,0.2090320876799155
Q5,35x,DNA2,0.001600599257810681,0.009673630667977766,21477,0.13186199189830983,0.2044978348931415
Q5,35x,DNA3,0.001702792818829783,0.00875246815370368,24833,0.1502033584343414,0.23706358474610398
Q5,35x,DNA4,0.0017703491412156035,0.009195452201317662,23149,0.15452071363773814,0.23646809797399457
