mtry,logLoss,AUC,prAUC,Accuracy,Kappa,Mean_F1,Mean_Sensitivity,Mean_Specificity,Mean_Pos_Pred_Value,Mean_Neg_Pred_Value,Mean_Precision,Mean_Recall,Mean_Detection_Rate,Mean_Balanced_Accuracy,logLossSD,AUCSD,prAUCSD,AccuracySD,KappaSD,Mean_F1SD,Mean_SensitivitySD,Mean_SpecificitySD,Mean_Pos_Pred_ValueSD,Mean_Neg_Pred_ValueSD,Mean_PrecisionSD,Mean_RecallSD,Mean_Detection_RateSD,Mean_Balanced_AccuracySD,model_run
13,1.690373489488542,0.45404761904761903,0.15094047619047618,0.18273809523809523,-0.034154069382599815,NaN,0.18,0.7925714285714286,0.10000000000000002,0.789547619047619,0.1,0.18,0.03654761904761905,0.48628571428571427,0.1656489189433756,0.1585179931257673,0.045498015829752894,0.17686686449163405,0.2301352073906232,NA,0.16865480854231354,0.04596667540918468,NA,0.060164326288277725,NA,0.16865480854231354,0.03537337289832681,0.10683608050540613,1
13,1.7057035316722413,0.438,0.1519484126984127,0.11865079365079365,-0.14307868163131318,NaN,0.09000000000000001,0.7716904761904761,0.1,0.7614126984126984,0.1,0.09000000000000001,0.02373015873015873,0.4308452380952381,0.1170443675339237,0.09821615037511616,0.026654535077971973,0.0802900246621252,0.11297672662099101,NA,0.056764621219754674,0.024451259099574987,3.1031676915590914e-17,0.03173568614494231,0,0.056764621219754674,0.01605800493242504,0.04015670872947478,2
13,1.7218835883354795,0.38502380952380955,0.1451111111111111,0.10932539682539683,-0.13707316367842684,NaN,0.11,0.7714285714285715,0,0.7621349206349206,0,0.11,0.021865079365079365,0.4407142857142857,0.07834822962815297,0.09268211696296492,0.02204365019835316,0.13053233498329245,0.16917071441370798,NA,0.14491376746189438,0.03435618859293633,NA,0.0511260268583723,NA,0.14491376746189438,0.026106466996658494,0.08825232669479371,3
13,1.677660080925927,0.443547619047619,0.15770238095238095,0.10714285714285714,-0.14297282916107396,NaN,0.1,0.7712619047619047,NaN,0.7593492063492063,NaN,0.1,0.02142857142857143,0.4356309523809524,0.11319284786026967,0.11371791546766903,0.058016770073189804,0.08828807722732931,0.12182546974245607,NA,0.09428090415820634,0.024093557149054073,NA,0.03465614120113325,NA,0.09428090415820634,0.017657615445465864,0.058154082924556295,4
13,1.7400462592410546,0.4170714285714286,0.1584126984126984,0.14801587301587302,-0.09619194810574119,NaN,0.13,0.7809761904761905,NaN,0.7761031746031746,NaN,0.13,0.029603174603174603,0.45548809523809525,0.13025684491180883,0.09460510877430477,0.027294761205220702,0.0713991709039966,0.11266761809346701,NA,0.08232726023485645,0.02240358250245522,NA,0.030681021183926602,NA,0.08232726023485645,0.01427983418079932,0.051608556366159304,5
13,1.7017194647326486,0.42264285714285715,0.15298412698412697,0.1078968253968254,-0.14173507374708547,NaN,0.09,0.7713333333333333,NaN,0.7621031746031747,NaN,0.09,0.02157936507936508,0.43066666666666664,0.11476950710501164,0.08466036736852162,0.03390486346416828,0.11935548815316442,0.1422787566504489,NA,0.09944289260117531,0.029204451284089158,NA,0.042398523496209206,NA,0.09944289260117531,0.023871097630632884,0.06388852410425289,6
13,1.6992213075966467,0.42836904761904765,0.17604166666666665,0.09285714285714286,-0.16123159547219695,NaN,0.07,0.7676190476190476,0.2,0.7645634920634921,0.2,0.07,0.018571428571428572,0.4188095238095238,0.12887921620477757,0.13461194904857662,0.03654702929827676,0.11033601534031913,0.13368654104098343,NA,0.08232726023485647,0.02861724721203033,NA,0.036791442908222595,NA,0.08232726023485647,0.022067203068063826,0.05515467611001085,7
13,1.7080506199033505,0.4522857142857143,0.14401190476190476,0.10714285714285714,-0.13067787077307472,NaN,0.12000000000000001,0.7720952380952382,0.1,0.7664047619047619,0.1,0.12000000000000001,0.02142857142857143,0.446047619047619,0.18782166347355866,0.16541324599352186,0.020065561633516023,0.10614615773885124,0.13088121239617634,NA,0.13165611772087668,0.026086083436483477,NA,0.03548346042480664,NA,0.13165611772087668,0.021229231547770247,0.07826670104724837,8
13,1.706923710119979,0.4377142857142857,0.14836904761904762,0.10456349206349205,-0.137473474801061,NaN,0.1,0.7714047619047619,NaN,0.7595555555555555,NaN,0.1,0.02091269841269841,0.43570238095238095,0.09461875063718544,0.0997717349401649,0.029734381453347947,0.1083770528290513,0.13466964181314606,NA,0.10540925533894598,0.0267902582859416,NA,0.05654281764324553,NA,0.10540925533894598,0.02167541056581026,0.06570384785020587,9
13,1.673987183803073,0.4451904761904762,0.14506944444444445,0.11547619047619047,-0.14662096489843482,NaN,0.1,0.7705952380952381,0,0.7585793650793651,0,0.1,0.023095238095238096,0.43529761904761904,0.1444148020875715,0.136971656074902,0.018750421665984514,0.11685517889690218,0.16440550986513672,NA,0.10540925533894598,0.03431899655900992,0,0.045477913329077184,0,0.10540925533894598,0.023371035779380437,0.06947081698778534,10
13,1.6897434821736694,0.45652380952380955,0.16027777777777777,0.12142857142857143,-0.1197822061062479,NaN,0.09000000000000001,0.7764761904761904,0.1,0.7568412698412699,0.1,0.09000000000000001,0.024285714285714285,0.43323809523809526,0.1187080237125066,0.10038105779940852,0.0412171519578959,0.09953121412418324,0.1051892077659661,NA,0.07378647873726218,0.021934876929236014,NA,0.05616624294354107,NA,0.07378647873726218,0.019906242824836648,0.04743605049294643,11
13,1.6913701365024039,0.4268452380952381,0.14096825396825396,0.1359126984126984,-0.11967372644064372,NaN,0.12,0.775904761904762,0,0.7710317460317461,0,0.12,0.027182539682539683,0.44795238095238094,0.166118049804916,0.15369007403666254,0.02209484508319307,0.12391310306849285,0.1660852157876682,NA,0.11352924243950935,0.033479799153715684,NA,0.038794724567098086,NA,0.11352924243950935,0.02478262061369857,0.07315860789955585,12
13,1.6364014263537618,0.4582857142857143,0.1558174603174603,0.18055555555555555,-0.06307024834225188,NaN,0.14,0.788,NaN,0.783515873015873,NaN,0.14,0.036111111111111115,0.46399999999999997,0.12844721743077964,0.15222962062230128,0.028375289434198033,0.10079417156054278,0.12634148222476124,NA,0.08432740427115679,0.02645589416566396,NA,0.030468290835746994,NA,0.08432740427115679,0.020158834312108558,0.05508391637570318,13
