taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
ACC,25x,DNA1,3.952553547219181e-6,7.905107094438362e-6,0,0,7.905107094438362e-6,3.952553547219181e-6,3.557298192497263e-5,1.1857660641657543e-5,0,0,7.905107094438362e-6,0,0.001,0.002,0,0,0.001,0.001,0.005,0.003,0,0,0.002,0
ACC,25x,DNA2,0,3.952569169960474e-6,7.905138339920948e-6,0,1.5810276679841896e-5,0,7.905138339920948e-6,7.905138339920948e-6,0,7.905138339920948e-6,7.905138339920948e-6,0,0,0.001,0.001,0,0.001,0,0.002,0.002,0,0.001,0.002,0
ACC,25x,DNA3,0,1.5810214188876724e-5,3.952553547219181e-6,3.952553547219181e-6,7.905107094438362e-6,3.952553547219181e-6,7.905107094438362e-6,0,0,1.1857660641657543e-5,1.5810214188876724e-5,7.905107094438362e-6,0,0.003,0.001,0.001,0.001,0.001,0.002,0,0,0.002,0.004,0.001
ACC,25x,DNA4,2.766798418972332e-5,1.5810276679841896e-5,1.1857707509881423e-5,2.3715415019762845e-5,1.5810276679841896e-5,2.3715415019762845e-5,3.162055335968379e-5,1.1857707509881423e-5,7.905138339920948e-6,3.952569169960474e-6,2.766798418972332e-5,0,0.002,0.002,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.001,0.003,0
ACC,30x,NA,1.0869554476724826e-5,1.6798402373120186e-5,4.940706580329466e-6,9.881413160658932e-6,1.2845837108856611e-5,1.3833978424922506e-5,5.237148975149234e-5,1.5810261057054293e-5,5.928847896395359e-6,2.9644239481976797e-6,3.853751132656984e-5,2.9644239481976797e-6,0.006,0.012,0.005,0.007,0.007,0.013,0.039,0.013,0.001,0.003,0.027,0.001
ACC,35x,DNA1,3.95252230210709e-6,2.371513381264254e-5,3.95252230210709e-6,7.90504460421418e-6,7.90504460421418e-6,7.90504460421418e-6,4.347774532317799e-5,7.90504460421418e-6,3.95252230210709e-6,3.95252230210709e-6,5.1382789927392164e-5,3.95252230210709e-6,0.001,0.006,0.001,0.001,0.001,0.002,0.01,0.002,0.001,0.001,0.009,0.001
ACC,35x,DNA2,3.952616038925362e-6,4.7431392467104355e-5,3.952616038925362e-6,1.581046415570145e-5,4.7431392467104355e-5,3.952616038925362e-6,5.928924058388044e-5,2.3715696233552177e-5,7.905232077850725e-6,1.581046415570145e-5,3.952616038925363e-5,3.952616038925362e-6,0.001,0.012,0.001,0.004,0.007,0.001,0.011,0.006,0.002,0.002,0.008,0.001
ACC,35x,DNA3,3.162055335968379e-5,3.9525691699604744e-5,7.905138339920948e-6,2.3715415019762845e-5,3.557312252964427e-5,2.766798418972332e-5,8.695652173913044e-5,2.766798418972332e-5,1.1857707509881423e-5,1.5810276679841896e-5,7.905138339920949e-5,1.5810276679841896e-5,0.003,0.007,0.002,0.003,0.006,0.003,0.013,0.004,0.001,0.004,0.011,0.002
ACC,35x,DNA4,7.905138339920948e-6,3.162055335968379e-5,3.952569169960474e-6,3.952569169960474e-6,1.5810276679841896e-5,2.3715415019762845e-5,5.1383399209486166e-5,1.9762845849802372e-5,0,0,4.743083003952569e-5,7.905138339920948e-6,0.002,0.007,0.001,0.001,0.004,0.006,0.009,0.005,0,0,0.011,0.002
ACC,35x,NA,8.260869565217392e-4,0.0011897233201581027,9.881422924901186e-5,3.7154150197628457e-4,0.0011976284584980237,8.181818181818182e-4,0.0014940711462450593,9.011857707509882e-4,2.648221343873518e-4,4.5454545454545455e-4,0.0011225296442687748,4.3873517786561264e-4,0.074,0.059,0.009,0.058,0.058,0.058,0.057,0.058,0.057,0.056,0.066,0.055
K,25x,DNA2,0.0016166199599204733,0.0017905350656331894,6.245133341502073e-4,0.0015178045589473394,0.0017628667533607118,0.0018340138420613683,0.0016759092005043537,0.001276694980572892,8.735281446025051e-4,5.968450218777298e-4,0.001537567639141966,7.747127436293711e-4,0.085,0.091,0.065,0.087,0.086,0.087,0.09,0.087,0.086,0.074,0.087,0.077
K,25x,DNA3,0.0012094861660079052,0.001142292490118577,2.8458498023715414e-4,0.0010434782608695651,0.001075098814229249,0.0012687747035573123,0.0010276679841897233,8.893280632411067e-4,6.719367588932806e-4,4.347826086956522e-4,9.683794466403162e-4,5.296442687747036e-4,0.057,0.058,0.039,0.058,0.058,0.058,0.057,0.056,0.055,0.052,0.059,0.054
K,25x,DNA4,5.928783453160634e-4,6.205460014308131e-4,1.897210705011403e-4,5.533531222949925e-4,5.612581668992067e-4,6.60071224451884e-4,6.877388805666336e-4,4.545400647423153e-4,3.2410682877278136e-4,2.0157863740746158e-4,5.810207784097422e-4,3.2015430647067426e-4,0.029,0.031,0.022,0.031,0.03,0.032,0.033,0.029,0.031,0.024,0.031,0.031
K,30x,DNA1,0.0011699558499768776,0.0012964375634878914,3.3991960506084956e-4,0.0011501930822407816,0.0012371492602796035,0.0013201528847712064,0.0010474266900130829,8.695617803882198e-4,6.561238888383841e-4,3.913028011746989e-4,9.248975300492884e-4,5.375472824218086e-4,0.057,0.059,0.042,0.058,0.058,0.058,0.059,0.058,0.057,0.052,0.061,0.052
K,30x,DNA10,1.6600790513833993e-4,1.818181818181818e-4,5.533596837944664e-5,1.6205533596837945e-4,1.6600790513833993e-4,1.7391304347826088e-4,1.3438735177865612e-4,9.486166007905138e-5,8.695652173913044e-5,2.3715415019762845e-5,1.1067193675889329e-4,8.300395256916996e-5,0.009,0.009,0.006,0.008,0.009,0.008,0.008,0.008,0.008,0.004,0.008,0.007
K,30x,DNA2,9.723397022901367e-4,0.001185780124744069,3.08302832433458e-4,0.001015818306864086,0.0010079131060324587,0.001241116530565459,8.69572091478984e-4,7.035628740148143e-4,4.861698511450683e-4,3.043502320176444e-4,8.33998687736662e-4,3.952600415813564e-4,0.047,0.051,0.032,0.052,0.051,0.049,0.05,0.047,0.049,0.042,0.05,0.04
K,30x,DNA4,0.001015814291756094,0.001118581496369551,2.727283507049435e-4,8.972367479713358e-4,0.0010197668765489192,0.0011146289115767257,9.328100111067632e-4,8.142324673220052e-4,5.217411926529354e-4,3.596852161470994e-4,8.774738240072095e-4,4.6245242076055636e-4,0.054,0.05,0.031,0.05,0.05,0.05,0.051,0.051,0.05,0.044,0.058,0.047
K,30x,DNA5,0.0011818275243282556,0.001367599743871493,2.3715602494881383e-4,0.0012015905264073233,0.001260879532644527,0.0013280737397133573,8.379512881524755e-4,7.668044806678313e-4,5.810322611245938e-4,3.0039763160183083e-4,8.33998687736662e-4,5.059328532241362e-4,0.054,0.056,0.028,0.054,0.055,0.054,0.055,0.054,0.054,0.047,0.057,0.047
K,30x,DNA6,6.719367588932806e-4,7.233201581027668e-4,2.3320158102766797e-4,6.996047430830039e-4,6.442687747035573e-4,7.707509881422924e-4,5.573122529644269e-4,4.58498023715415e-4,3.201581027667984e-4,1.699604743083004e-4,5.49407114624506e-4,2.1343873517786562e-4,0.036,0.034,0.024,0.033,0.034,0.033,0.034,0.033,0.032,0.023,0.037,0.025
K,30x,DNA7,1.2252819136531978e-4,1.857685481990332e-4,5.1382789927392164e-5,1.1857566906321269e-4,1.541483697821765e-4,1.6995845899060486e-4,1.4229080287585523e-4,1.1857566906321269e-4,7.905044604214179e-5,5.533531222949925e-5,1.2252819136531978e-4,6.719287913582053e-5,0.007,0.012,0.004,0.009,0.008,0.012,0.01,0.008,0.007,0.009,0.007,0.008
K,30x,DNA8,3.5178004656144887e-4,3.7944814011122574e-4,1.0671978940628224e-4,3.122541986331962e-4,3.359697073901478e-4,3.83400724904051e-4,3.3201712259732253e-4,2.4110767236234135e-4,1.5415080692018546e-4,1.106723741991075e-4,2.845861050834193e-4,1.383404677488844e-4,0.017,0.018,0.011,0.017,0.016,0.017,0.018,0.017,0.016,0.015,0.018,0.015
K,30x,DNA9,2.173913043478261e-4,3.0039525691699605e-4,7.905138339920949e-5,2.5296442687747033e-4,2.924901185770751e-4,2.924901185770751e-4,2.608695652173913e-4,1.7391304347826088e-4,1.3043478260869564e-4,7.905138339920949e-5,1.8577075098814228e-4,1.0276679841897233e-4,0.012,0.014,0.01,0.013,0.014,0.013,0.017,0.015,0.012,0.01,0.013,0.009
K,35x,DNA3,5.810207784097422e-4,6.007833899202776e-4,2.1738872661588993e-4,6.086884345244918e-4,6.758813136603124e-4,6.363560906392415e-4,5.454480776907783e-4,4.86160243159172e-4,3.2410682877278136e-4,2.0553115970956866e-4,5.73115733805528e-4,2.8062908344960336e-4,0.031,0.035,0.024,0.032,0.033,0.032,0.033,0.032,0.032,0.03,0.035,0.028
K,35x,DNA4,5.652196253740134e-4,6.245083972663924e-4,1.9367665484843814e-4,5.652196253740134e-4,5.691722101668386e-4,6.521764908161693e-4,5.573144557883628e-4,4.347843272107795e-4,3.1620678342602146e-4,1.739137308843118e-4,5.45456701409887e-4,2.64823181119293e-4,0.033,0.031,0.019,0.031,0.033,0.03,0.033,0.028,0.031,0.022,0.03,0.026
PHU,20x,DNA1,4.58498023715415e-4,4.624505928853755e-4,1.5019762845849802e-4,4.505928853754941e-4,5.098814229249012e-4,5.138339920948617e-4,3.794466403162055e-4,3.517786561264822e-4,2.2529644268774705e-4,1.6205533596837945e-4,3.399209486166008e-4,1.8972332015810276e-4,0.025,0.023,0.018,0.022,0.023,0.022,0.023,0.023,0.023,0.021,0.026,0.021
PHU,20x,DNA2,5.889304785356579e-4,6.403136746495074e-4,1.7391235607764396e-4,5.889304785356579e-4,6.719341030272608e-4,7.391275133299868e-4,4.8616408630795924e-4,4.624487650246442e-4,2.7667874830534264e-4,1.897225702665207e-4,4.0711301536357566e-4,2.4505831992758923e-4,0.028,0.028,0.018,0.028,0.028,0.028,0.027,0.028,0.028,0.025,0.028,0.026
