chi2,Z,pvalue,bh,comparisons,cycle,sub_sample_level
7.848484848484851,2.7716093126229358,0.002788997001699134,0.008366991005097402,PHU - PL,20x,full_data
7.848484848484851,0.9211323729436766,0.17849066020398735,0.17849066020398735,PHU - Q5,20x,full_data
7.848484848484851,-1.6448792373994228,0.04999735870568389,0.07499603805852584,PL - Q5,20x,full_data
13.436842105263153,-1.3960201217930663,0.08135421793759089,0.13559036322931814,ACC - K,25x,full_data
13.436842105263153,1.3822178973625951,0.08345240318714359,0.11921771883877655,ACC - PHU,25x,full_data
13.436842105263153,2.6757052334367106,0.0037286099881632556,0.018643049940816277,K - PHU,25x,full_data
13.436842105263153,0.06282808624375433,0.47495170022827893,0.47495170022827893,ACC - PL,25x,full_data
13.436842105263153,1.4541876268677776,0.07294714722622567,0.14589429445245133,K - PL,25x,full_data
13.436842105263153,-1.319389811118841,0.09351941314768061,0.11689926643460077,PHU - PL,25x,full_data
13.436842105263153,2.073326846043893,0.019070935951774334,0.06356978650591445,ACC - Q5,25x,full_data
13.436842105263153,3.3155477892585328,4.573185054888209e-4,0.004573185054888209,K - Q5,25x,full_data
13.436842105263153,0.6911089486812976,0.24474853854411519,0.2719428206045724,PHU - Q5,25x,full_data
13.436842105263153,2.0104987598001385,0.022189213672743447,0.055473034181858616,PL - Q5,25x,full_data
26.554907539118062,-4.650534985761471,1.6553753670032028e-6,1.655375367003203e-5,ACC - K,30x,full_data
26.554907539118062,-1.1431968353120232,0.12647843796945465,0.18068348281350666,ACC - PHU,30x,full_data
26.554907539118062,3.3053389154998882,4.7430807702023773e-4,0.0015810269234007926,K - PHU,30x,full_data
26.554907539118062,-2.147171028617166,0.01588983412919074,0.026483056881984567,ACC - PL,30x,full_data
26.554907539118062,3.3176178661439115,4.5394300551408393e-4,0.0022697150275704197,K - PL,30x,full_data
26.554907539118062,-0.7807894649516968,0.2174631656256009,0.241625739584001,PHU - PL,30x,full_data
26.554907539118062,-2.4438710252988107,0.007265310036696558,0.014530620073393116,ACC - Q5,30x,full_data
26.554907539118062,2.9355891421637037,0.0016645747089405235,0.004161436772351309,K - Q5,30x,full_data
26.554907539118062,-1.0774894616333413,0.14063082814103667,0.17578853517629583,PHU - Q5,30x,full_data
26.554907539118062,-0.3924972026066603,0.34734543893824454,0.34734543893824454,PL - Q5,30x,full_data
15.491228070175438,-2.4333213169614383,0.007480508837587842,0.02493502945862614,ACC - K,35x,full_data
15.491228070175438,0.8609460320922785,0.1946338836238169,0.21625987069312988,ACC - PHU,35x,full_data
15.491228070175438,3.136280808528076,8.555264306220389e-4,0.00855526430622039,K - PHU,35x,full_data
15.491228070175438,-2.185478389157322,0.01442689439667386,0.03606723599168465,ACC - PL,35x,full_data
15.491228070175438,0.6488856845230502,0.2582061341980192,0.2582061341980192,K - PL,35x,full_data
15.491228070175438,-3.0464244212496006,0.0011579034549452972,0.005789517274726486,PHU - PL,35x,full_data
15.491228070175438,-1.059625885652035,0.14465741619099384,0.1808217702387423,ACC - Q5,35x,full_data
15.491228070175438,1.568140404264038,0.058424184467786924,0.09737364077964487,K - Q5,35x,full_data
15.491228070175438,-1.9205719177443135,0.0273928491719516,0.0547856983439032,PHU - Q5,35x,full_data
15.491228070175438,1.1258525035052873,0.1301139781637438,0.18587711166249113,PL - Q5,35x,full_data
