chi2,Z,pvalue,bh,comparisons,cycle,sub_sample_level
8.909090909090914,2.9848100289785457,0.0014187724443961585,0.004256317333188476,PHU - PL,20x,full_data
8.909090909090914,1.3816985594155151,0.08353213845744702,0.08353213845744702,PHU - Q5,20x,full_data
8.909090909090914,-1.3816985594155151,0.08353213845744702,0.12529820768617053,PL - Q5,20x,full_data
15.536842105263162,-2.6757052334367106,0.0037286099881632556,0.012428699960544186,ACC - K,25x,full_data
15.536842105263162,0.7539370349250519,0.2254435155125851,0.2254435155125851,ACC - PHU,25x,full_data
15.536842105263162,3.373715294333244,3.708051374590042e-4,0.0037080513745900417,K - PHU,25x,full_data
15.536842105263162,-2.0104987598001385,0.022189213672743447,0.055473034181858616,ACC - PL,25x,full_data
15.536842105263162,0.8143450710459554,0.20772364823675213,0.25965456029594014,K - PL,25x,full_data
15.536842105263162,-2.7644357947251903,0.0028510663807621715,0.014255331903810857,PHU - PL,25x,full_data
15.536842105263162,-0.7539370349250519,0.2254435155125851,0.25049279501398347,ACC - Q5,25x,full_data
15.536842105263162,1.9776951725401775,0.023981552597861694,0.04796310519572339,K - Q5,25x,full_data
15.536842105263162,-1.5078740698501039,0.06579338014059316,0.10965563356765527,PHU - Q5,25x,full_data
15.536842105263162,1.2565617248750864,0.10445619087034923,0.1492231298147846,PL - Q5,25x,full_data
21.407112375533444,-2.844128834267346,0.0022266518576498397,0.0074221728588327995,ACC - K,30x,full_data
21.407112375533444,-1.371836202374428,0.08505721725046521,0.12151031035780745,ACC - PHU,30x,full_data
21.407112375533444,1.229893549953447,0.10936848494952461,0.13671060618690578,K - PHU,30x,full_data
21.407112375533444,-4.231878900038197,1.1587359178907444e-5,1.1587359178907444e-4,ACC - PL,30x,full_data
21.407112375533444,-1.7291826453840995,0.04188820568543029,0.06981367614238382,K - PL,30x,full_data
21.407112375533444,-2.5922210236396337,0.004767924299448371,0.011919810748620929,PHU - PL,30x,full_data
21.407112375533444,-2.0456683981734454,0.02039450348131014,0.04078900696262028,ACC - Q5,30x,full_data
21.407112375533444,1.0857658471016438,0.13879129999594306,0.15421255555104785,K - Q5,30x,full_data
21.407112375533444,-0.4060105217748823,0.3423674347175413,0.3423674347175413,PHU - Q5,30x,full_data
21.407112375533444,2.892084650785921,0.0019134741008780911,0.009567370504390455,PL - Q5,30x,full_data
16.28070175438596,-2.3792475099178505,0.00867401159566604,0.028913371985553465,ACC - K,35x,full_data
16.28070175438596,-1.059625885652035,0.14465741619099384,0.1808217702387423,ACC - PHU,35x,full_data
16.28070175438596,1.5140665972204503,0.06500447473378027,0.10834079122296711,K - PHU,35x,full_data
16.28070175438596,-3.7086905997821225,1.0416690446323246e-4,0.0010416690446323246,ACC - PL,35x,full_data
16.28070175438596,-0.6488856845230502,0.2582061341980192,0.2582061341980192,K - PL,35x,full_data
16.28070175438596,-2.6490647141300876,0.004035743712634006,0.02017871856317003,PHU - PL,35x,full_data
16.28070175438596,-2.11925177130407,0.01703459757207198,0.04258649393017995,ACC - Q5,35x,full_data
16.28070175438596,0.6488856845230502,0.2582061341980192,0.2868957046644658,K - Q5,35x,full_data
16.28070175438596,-1.059625885652035,0.14465741619099384,0.20665345170141977,PHU - Q5,35x,full_data
16.28070175438596,1.5894388284780525,0.05598067713187415,0.1119613542637483,PL - Q5,35x,full_data
