mtry,logLoss,AUC,prAUC,Accuracy,Kappa,Mean_F1,Mean_Sensitivity,Mean_Specificity,Mean_Pos_Pred_Value,Mean_Neg_Pred_Value,Mean_Precision,Mean_Recall,Mean_Detection_Rate,Mean_Balanced_Accuracy,logLossSD,AUCSD,prAUCSD,AccuracySD,KappaSD,Mean_F1SD,Mean_SensitivitySD,Mean_SpecificitySD,Mean_Pos_Pred_ValueSD,Mean_Neg_Pred_ValueSD,Mean_PrecisionSD,Mean_RecallSD,Mean_Detection_RateSD,Mean_Balanced_AccuracySD,model_run
13,0.8980103898414276,0.8733630952380952,0.3234623015873016,0.6767857142857143,0.5083503352521903,0.8722222222222222,0.6020833333333333,0.8741964285714285,0.725,0.8972420634920635,0.725,0.6020833333333333,0.16919642857142855,0.7381398809523809,0.17724543877955468,0.08438434564201223,0.08565282664669793,0.14116443390347633,0.2210562591996892,0.11073721814043136,0.20540769832424538,0.05495173024714921,0.2390846258824129,0.044452804352018406,0.2390846258824129,0.20540769832424538,0.035291108475869075,0.12929057802300767,1
13,0.8768243049990666,0.8598660714285714,0.293422619047619,0.6663492063492064,0.5055132480046879,0.8854166666666666,0.6041666666666666,0.8713690476190477,0.7847222222222222,0.9033928571428571,0.7847222222222222,0.6041666666666666,0.1665873015873016,0.7377678571428572,0.13206723699441178,0.0891839160088259,0.05144951221626138,0.17746411530138337,0.24526976805663214,0.1620453040219172,0.18941919023591466,0.06335003956768703,0.23042583365329244,0.05655492464952634,0.2304258336532925,0.18941919023591466,0.04436602882534584,0.12465179676405766,2
13,0.8748491939963547,0.8590178571428572,0.32444196428571426,0.6833333333333333,0.5050592608208969,0.8839285714285714,0.5854166666666667,0.8727678571428571,0.9458333333333333,0.9001587301587302,0.9458333333333333,0.5854166666666667,0.17083333333333334,0.729092261904762,0.14892563188649857,0.07642702227945897,0.04534218151787112,0.19175834272005868,0.2980802417490965,0.11461231853553401,0.23884245349726374,0.07281844021009301,0.05051814855409224,0.06682436390886917,0.05051814855409224,0.23884245349726374,0.04793958568001467,0.1539237780747532,3
13,0.8717215211755615,0.8698065476190476,0.3248412698412698,0.6426587301587301,0.4631392159470892,0.7833333333333333,0.5520833333333334,0.8620238095238095,0.9166666666666666,0.8832638888888888,0.9166666666666666,0.5520833333333334,0.16066468253968252,0.7070535714285714,0.1780741596808509,0.09909190944026988,0.08124755311547047,0.1603217439227256,0.2305578202116616,NA,0.15721154753710792,0.05531609390036549,NA,0.06769896400408415,NA,0.15721154753710792,0.0400804359806814,0.10456970874715751,4
13,0.8970473306958344,0.8500892857142857,0.30161582341269844,0.6486111111111111,0.4644719449299659,1,0.5666666666666667,0.8658333333333333,0.6041666666666666,0.8760218253968254,0.6041666666666666,0.5666666666666667,0.16215277777777778,0.71625,0.18383354242420405,0.12360225706525386,0.08908426272152498,0.20890354066030456,0.32585644116924095,NA,0.24212122002250275,0.08105975896713193,0.38583873286358616,0.11151234019827537,0.38583873286358616,0.24212122002250275,0.05222588516507614,0.16051320276096295,5
13,0.8680356160304367,0.8729761904761905,0.2977430555555555,0.6683333333333333,0.49147019577557755,0.8284722222222222,0.61875,0.8674999999999999,0.89375,0.8937797619047619,0.89375,0.61875,0.16708333333333333,0.743125,0.1583981760131369,0.07716883702373889,0.07678048035290816,0.20427613173657003,0.31861838863613373,0.15275883720976347,0.229071950123391,0.07970522348341859,0.128267479496154,0.07320647440323037,0.128267479496154,0.229071950123391,0.05106903293414251,0.15241049505392507,6
13,0.8914583407100569,0.8599107142857143,0.31408978174603175,0.6686507936507936,0.49589628079679526,0.8888888888888888,0.5791666666666666,0.8716369047619048,0.7770833333333333,0.8994345238095238,0.7770833333333333,0.5791666666666666,0.1671626984126984,0.7254017857142857,0.17584406996044952,0.10089827579056142,0.08572038578347412,0.10931721434600203,0.16805981234430253,NA,0.15080800892378216,0.04212102282030998,0.24454109516034767,0.03171925713120791,0.24454109516034767,0.15080800892378216,0.027329303586500504,0.09437444389843819,7
13,0.8960864004735495,0.8690997023809524,0.32936755952380953,0.6324206349206349,0.4209292238391112,0.8041666666666667,0.55,0.8500595238095239,0.7604166666666666,0.8848324514991182,0.7604166666666666,0.55,0.15810515873015873,0.7000297619047618,0.1375525061858034,0.07835727038500234,0.06908026284446651,0.13563020823534644,0.23694776016255714,NA,0.18742282362299106,0.058016938354711736,0.13258252147247765,0.05671765554729633,0.13258252147247765,0.18742282362299106,0.0339075520588366,0.12055032490324594,8
13,0.8720595987389951,0.8692857142857143,0.3255034722222222,0.631031746031746,0.42454441205107896,NaN,0.5104166666666666,0.8536011904761904,0.6041666666666666,0.8851190476190476,0.6041666666666666,0.5104166666666666,0.1577579365079365,0.6820089285714286,0.1507800759659859,0.10477325275238641,0.09951994022324775,0.12198274713813965,0.1985516106568517,NA,0.12586506222494345,0.05365925524109025,0.08838834764831845,0.04547540847642925,0.08838834764831845,0.12586506222494345,0.030495686784534907,0.08870286086118678,9
13,0.8804776925414743,0.9013095238095238,0.3106696428571428,0.6832142857142857,0.5143478070128218,0.8467460317460317,0.63125,0.874077380952381,0.9008333333333333,0.8948809523809524,0.9008333333333333,0.63125,0.17080357142857142,0.7526636904761905,0.16017202501487934,0.07687028790606551,0.06264688157274544,0.17085319393266,0.2766834043395112,0.05544784768864432,0.24375890297131256,0.065952221278912,0.06356044804401205,0.062407061859395804,0.06356044804401205,0.24375890297131256,0.04271329848316499,0.1544602468416619,10
