cycles,otu,genus,statistic,p.value,bh
35x,Otu0014,Anaerostipes,9.50000000000001,0.049747247417943445,0.21764420745350258
20x,Otu0015,Lachnospiraceae_unclassified,4.434523809523807,0.10890689841072076,0.35194243089008437
25x,Otu0015,Lachnospiraceae_unclassified,3.842592592592602,0.42772755430954346,0.5718526324694015
30x,Otu0015,Lachnospiraceae_unclassified,12.114707379134854,0.016518347604458975,0.1257004028808
35x,Otu0015,Lachnospiraceae_unclassified,14.657894736842104,0.005465988548266747,0.06121907174058756
20x,Otu0016,Streptococcus,2.666666666666657,0.263597138115728,0.43932856352621336
25x,Otu0016,Streptococcus,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0016,Streptococcus,2.70000000000013,0.6092146125178224,0.6461367102461752
35x,Otu0016,Streptococcus,4.984785615491008,0.28886215175917335,0.47024071216609614
20x,Otu0017,Lactobacillus,4.3625192012288805,0.1128992330968486,0.3592248325808819
25x,Otu0017,Lactobacillus,13.774470899470902,0.008050752103769496,0.07323058461522385
30x,Otu0017,Lactobacillus,21.11598054336219,3.003346288367194e-4,0.014015616012380237
35x,Otu0017,Lactobacillus,6.782368249837362,0.14784583524370232,0.4176226829608766
20x,Otu0018,Ruminococcus,5.866666666666661,0.05321934433892165,0.22925256022920093
25x,Otu0018,Ruminococcus,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0018,Ruminococcus,3.333333333333321,0.5036682742335004,0.5876801752592561
35x,Otu0018,Ruminococcus,10.041493775933597,0.039734495329634585,0.20603071652403118
20x,Otu0019,Blautia,2.666666666666657,0.263597138115728,0.43932856352621336
25x,Otu0019,Blautia,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0019,Blautia,8.96161616161612,0.0620660877170525,0.24826435086821
35x,Otu0019,Blautia,5.319999999999976,0.25601049158544087,0.43932856352621336
20x,Otu0020,Pseudomonas,3.4665144596651465,0.17670789333418105,0.4258897334779973
25x,Otu0020,Pseudomonas,10.948268206039073,0.02715160186908057,0.15519214245877125
30x,Otu0020,Pseudomonas,28.114294222751678,1.182500333230367e-5,0.0016555004665225138
35x,Otu0020,Pseudomonas,5.61663417803768,0.22966588356330173,0.43932856352621336
25x,Otu0021,Collinsella,11.25925925925927,0.023799738404011353,0.14234414079381216
35x,Otu0021,Collinsella,3.0147058823529274,0.5553674292335086,0.6003972207929823
20x,Otu0022,Ruminococcus2,2.666666666666657,0.263597138115728,0.43932856352621336
25x,Otu0022,Ruminococcus2,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0022,Ruminococcus2,4.129411764705831,0.3887750898944775,0.5718526324694015
35x,Otu0022,Ruminococcus2,9.50000000000001,0.049747247417943445,0.21764420745350258
20x,Otu0023,Bacteroides,3.8499999999999996,0.14587575685622742,0.4176226829608766
25x,Otu0023,Bacteroides,11.250000000000004,0.023893480776104186,0.14234414079381216
30x,Otu0023,Bacteroides,26.888090737240105,2.094180569872889e-5,0.001954568531881363
35x,Otu0023,Bacteroides,7.596907216494826,0.10751123694156405,0.35194243089008437
20x,Otu0024,Dorea,0.0694444444444405,0.9658736772410517,0.9658736772410517
25x,Otu0024,Dorea,17.882352941176475,0.0013011704157895013,0.016119661809297275
30x,Otu0024,Dorea,1.9599999999999904,0.7431159757257728,0.7538857724754218
35x,Otu0024,Dorea,2.319999999999977,0.6771301507064317,0.7004089732711329
30x,Otu0025,Ruminococcus,6.395061728395152,0.17152360193036004,0.4176226829608766
35x,Otu0025,Ruminococcus,9.50000000000001,0.049747247417943445,0.21764420745350258
20x,Otu0026,Roseburia,0.5059523809523776,0.7764863693743477,0.7848959690426619
25x,Otu0026,Roseburia,17.882352941176475,0.0013011704157895013,0.016119661809297275
30x,Otu0026,Roseburia,2.845098039215643,0.5840733411385783,0.6290020596876997
35x,Otu0026,Roseburia,12.575438596491233,0.013547833216861423,0.10838266573489139
20x,Otu0027,Ruminococcaceae_unclassified,2.361111111111107,0.3071080756015761,0.4941969032669041
25x,Otu0027,Ruminococcaceae_unclassified,11.25925925925927,0.023799738404011353,0.14234414079381216
30x,Otu0027,Ruminococcaceae_unclassified,6.736363636363646,0.15049356464160346,0.4176226829608766
35x,Otu0027,Ruminococcaceae_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0028,Blautia,1.3425925925925875,0.5110456816001384,0.5876801752592561
25x,Otu0028,Blautia,11.25925925925927,0.023799738404011353,0.14234414079381216
30x,Otu0028,Blautia,13.758333333333308,0.008107671868114067,0.07323058461522385
35x,Otu0028,Blautia,5.631578947368456,0.22840340551740887,0.43932856352621336
20x,Otu0029,Bacteroides,7.212121212121211,0.027158624930284966,0.15519214245877125
25x,Otu0029,Bacteroides,8.379515418502203,0.07862459639111585,0.2973668555643366
30x,Otu0029,Bacteroides,19.025991450961794,7.76756574603079e-4,0.016119661809297275
35x,Otu0029,Bacteroides,7.437540663630435,0.11449523311015028,0.36020972214429303
20x,Otu0030,Enterococcus,2.157407407407402,0.34003602751585993,0.5379101000250892
25x,Otu0030,Enterococcus,17.84347826086957,0.001324115077192276,0.016119661809297275
30x,Otu0030,Enterococcus,18.17396389524535,0.0011411300093897903,0.016119661809297275
35x,Otu0030,Enterococcus,9.15555555555557,0.05732678408619938,0.23957462006172872
25x,Otu0031,Erysipelotrichaceae_unclassified,17.882352941176475,0.0013011704157895013,0.016119661809297275
30x,Otu0031,Erysipelotrichaceae_unclassified,13.575757575757617,0.008779724372777119,0.07660428359856415
35x,Otu0031,Erysipelotrichaceae_unclassified,19.95000000000002,5.108778481570406e-4,0.01570228862868448
20x,Otu0033,Clostridiales_unclassified,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0033,Clostridiales_unclassified,18.000000000000007,0.0012340980408667925,0.016119661809297275
30x,Otu0033,Clostridiales_unclassified,5.61375000000004,0.22991022843751446,0.43932856352621336
35x,Otu0033,Clostridiales_unclassified,3.91666666666667,0.41740125124146804,0.5718526324694015
25x,Otu0034,Clostridium_sensu_stricto,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0034,Clostridium_sensu_stricto,1.9599999999999904,0.7431159757257728,0.7538857724754218
20x,Otu0035,Ruminococcaceae_unclassified,1.75,0.41686201967850844,0.5718526324694015
35x,Otu0035,Ruminococcaceae_unclassified,2.315789473684189,0.6778958277017036,0.7004089732711329
25x,Otu0036,Ruminococcus2,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0036,Ruminococcus2,3.111111111111019,0.5394064465772458,0.5876801752592561
35x,Otu0036,Ruminococcus2,9.50000000000001,0.049747247417943445,0.21764420745350258
20x,Otu0037,Clostridiales_unclassified,2.666666666666657,0.263597138115728,0.43932856352621336
25x,Otu0037,Clostridiales_unclassified,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0037,Clostridiales_unclassified,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0037,Clostridiales_unclassified,12.575438596491233,0.013547833216861423,0.10838266573489139
30x,Otu0038,Clostridium_XI,6.400000000000088,0.1712012567091324,0.4176226829608766
20x,Otu0039,Phascolarctobacterium,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0039,Phascolarctobacterium,18.000000000000007,0.0012340980408667925,0.016119661809297275
30x,Otu0039,Phascolarctobacterium,6.395061728395152,0.17152360193036004,0.4176226829608766
35x,Otu0039,Phascolarctobacterium,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0040,Blautia,2.70000000000013,0.6092146125178224,0.6461367102461752
20x,Otu0041,Bacteroides,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0041,Bacteroides,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0041,Bacteroides,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0041,Bacteroides,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0042,Coprococcus,1.3425925925925875,0.5110456816001384,0.5876801752592561
25x,Otu0042,Coprococcus,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0042,Coprococcus,4.602857142857185,0.33052489535195645,0.5288398325631304
35x,Otu0042,Coprococcus,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0043,Clostridium_XI,2.666666666666657,0.263597138115728,0.43932856352621336
30x,Otu0043,Clostridium_XI,8.249999999999977,0.08283790976435092,0.2973668555643366
35x,Otu0043,Clostridium_XI,4.4824561403508705,0.34463279945395286,0.5421190103770045
20x,Otu0044,Lachnospiraceae_unclassified,1.75,0.41686201967850844,0.5718526324694015
30x,Otu0044,Lachnospiraceae_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
35x,Otu0044,Lachnospiraceae_unclassified,9.50000000000001,0.049747247417943445,0.21764420745350258
20x,Otu0045,Ruminococcaceae_unclassified,1.3425925925925875,0.5110456816001384,0.5876801752592561
25x,Otu0045,Ruminococcaceae_unclassified,11.294117647058833,0.02345001020583049,0.14234414079381216
35x,Otu0045,Ruminococcaceae_unclassified,5.319999999999976,0.25601049158544087,0.43932856352621336
20x,Otu0046,Dorea,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0046,Dorea,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0046,Dorea,6.400000000000088,0.1712012567091324,0.4176226829608766
20x,Otu0047,Slackia,2.666666666666657,0.263597138115728,0.43932856352621336
20x,Otu0050,Faecalibacterium,1.75,0.41686201967850844,0.5718526324694015
35x,Otu0050,Faecalibacterium,2.319999999999977,0.6771301507064317,0.7004089732711329
25x,Otu0056,Bacilli_unclassified,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0056,Bacilli_unclassified,18.097529347529356,0.0011810930392058589,0.016119661809297275
35x,Otu0056,Bacilli_unclassified,9.810711665443886,0.04373983109432591,0.21764420745350258
25x,Otu0058,Bifidobacterium,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0058,Bifidobacterium,3.9333333333333367,0.41510338113878403,0.5718526324694015
20x,Otu0059,Parabacteroides,2.666666666666657,0.263597138115728,0.43932856352621336
25x,Otu0060,Bacilli_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0061,Turicibacter,6.395061728395152,0.17152360193036004,0.4176226829608766
20x,Otu0065,Asaccharobacter,3.8499999999999996,0.14587575685622742,0.4176226829608766
25x,Otu0065,Asaccharobacter,11.25925925925927,0.023799738404011353,0.14234414079381216
30x,Otu0065,Asaccharobacter,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0065,Asaccharobacter,4.575438596491219,0.3336958944971264,0.5308798321545193
20x,Otu0068,Blautia,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0068,Blautia,17.882352941176475,0.0013011704157895013,0.016119661809297275
30x,Otu0068,Blautia,6.400000000000088,0.1712012567091324,0.4176226829608766
25x,Otu0069,Ruminococcaceae_unclassified,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0070,Alistipes,1.9599999999999904,0.7431159757257728,0.7538857724754218
25x,Otu0075,Ruminococcus,5.3333333333333135,0.25477265448360753,0.43932856352621336
35x,Otu0076,Clostridiales_unclassified,6.719999999999962,0.15144572899906233,0.4176226829608766
25x,Otu0077,Enterobacteriaceae_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
25x,Otu0082,Bacillus,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0082,Bacillus,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0082,Bacillus,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0083,Alistipes,4.66169724770642,0.09721321462219999,0.34455316574956957
25x,Otu0083,Alistipes,9.109595070422529,0.05841774631273618,0.2405436612877372
30x,Otu0083,Alistipes,16.9106218846428,0.0020117820569592816,0.02347079066452495
35x,Otu0083,Alistipes,10.809167750325111,0.028794527977514046,0.16124935667407864
25x,Otu0085,Roseburia,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0085,Roseburia,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0085,Roseburia,3.2000000000000077,0.524930946786103,0.5876801752592561
25x,Otu0086,Bacillales_unclassified,11.294117647058833,0.02345001020583049,0.14234414079381216
30x,Otu0086,Bacillales_unclassified,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0086,Bacillales_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0087,Streptococcus,3.7482758620690033,0.4411434593335384,0.5718526324694015
35x,Otu0087,Streptococcus,4.926315789473669,0.29494185741625767,0.4773625437950991
35x,Otu0089,Bacilli_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0090,Lachnospiraceae_unclassified,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0090,Lachnospiraceae_unclassified,3.7499999999999996,0.4408955296791695,0.5718526324694015
30x,Otu0090,Lachnospiraceae_unclassified,1.9599999999999904,0.7431159757257728,0.7538857724754218
35x,Otu0090,Lachnospiraceae_unclassified,5.631578947368456,0.22840340551740887,0.43932856352621336
35x,Otu0091,Alistipes,3.2000000000000077,0.524930946786103,0.5876801752592561
25x,Otu0092,Ruminococcaceae_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
35x,Otu0092,Ruminococcaceae_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
20x,Otu0101,Bacilli_unclassified,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0101,Bacilli_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0107,Ruminococcaceae_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
20x,Otu0109,Bifidobacterium,1.75,0.41686201967850844,0.5718526324694015
30x,Otu0109,Bifidobacterium,6.395061728395152,0.17152360193036004,0.4176226829608766
35x,Otu0109,Bifidobacterium,3.2000000000000077,0.524930946786103,0.5876801752592561
35x,Otu0113,Ruminococcaceae_unclassified,4.249999999999991,0.3732280258335,0.5718526324694015
25x,Otu0114,Barnesiella,5.3333333333333135,0.25477265448360753,0.43932856352621336
35x,Otu0119,Bacteroides,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0122,Bacillales_unclassified,6.400000000000088,0.1712012567091324,0.4176226829608766
35x,Otu0122,Bacillales_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
25x,Otu0124,Clostridium_XlVa,5.3333333333333135,0.25477265448360753,0.43932856352621336
35x,Otu0126,Clostridiales_unclassified,5.319999999999976,0.25601049158544087,0.43932856352621336
30x,Otu0129,Ruminococcaceae_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
20x,Otu0132,Dorea,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0132,Dorea,8.725367647058833,0.06834278640696123,0.2695208478021006
30x,Otu0132,Dorea,3.8643356643356674,0.4246772508793307,0.5718526324694015
35x,Otu0132,Dorea,0.7198380566801629,0.9488601391164152,0.9522610715146819
35x,Otu0136,Blautia,3.2000000000000077,0.524930946786103,0.5876801752592561
25x,Otu0139,Faecalibacterium,5.3333333333333135,0.25477265448360753,0.43932856352621336
20x,Otu0140,Bacillales_unclassified,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0140,Bacillales_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0140,Bacillales_unclassified,13.758333333333308,0.008107671868114067,0.07323058461522385
35x,Otu0140,Bacillales_unclassified,9.50000000000001,0.049747247417943445,0.21764420745350258
25x,Otu0142,Streptococcus,3.7499999999999996,0.4408955296791695,0.5718526324694015
30x,Otu0142,Streptococcus,3.111111111111019,0.5394064465772458,0.5876801752592561
20x,Otu0143,Ruminococcaceae_unclassified,1.75,0.41686201967850844,0.5718526324694015
25x,Otu0144,Bacillales_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0144,Bacillales_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
20x,Otu0148,Veillonella,2.666666666666657,0.263597138115728,0.43932856352621336
30x,Otu0148,Veillonella,5.5542857142857045,0.23499877180468426,0.43932856352621336
35x,Otu0152,Ruminococcaceae_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0155,Bacteroides,8.250000000000007,0.08283790976434989,0.2973668555643366
25x,Otu0162,Bacillales_unclassified,3.7499999999999996,0.4408955296791695,0.5718526324694015
30x,Otu0162,Bacillales_unclassified,19.744757672545468,5.607960224530172e-4,0.01570228862868448
35x,Otu0162,Bacillales_unclassified,7.553954175905385,0.10935354102656192,0.35194243089008437
20x,Otu0167,Bacilli_unclassified,1.75,0.41686201967850844,0.5718526324694015
30x,Otu0167,Bacilli_unclassified,6.736363636363646,0.15049356464160346,0.4176226829608766
35x,Otu0167,Bacilli_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0170,Enterorhabdus,3.111111111111019,0.5394064465772458,0.5876801752592561
25x,Otu0175,Bacteroides,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0179,Coprococcus,8.250000000000007,0.08283790976434989,0.2973668555643366
30x,Otu0184,Enterobacteriaceae_unclassified,2.70000000000013,0.6092146125178224,0.6461367102461752
20x,Otu0185,Streptococcus,0.8499999999999929,0.6537697851298496,0.6881787211893153
25x,Otu0185,Streptococcus,13.511658031088077,0.009028361995545062,0.07660428359856415
30x,Otu0185,Streptococcus,30.547800046072318,3.78548166030843e-6,0.0010599348648863605
35x,Otu0185,Streptococcus,2.319999999999977,0.6771301507064317,0.7004089732711329
25x,Otu0188,Bacillales_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
25x,Otu0191,Lachnospiraceae_unclassified,4.224999999999994,0.3764109658441726,0.5718526324694015
30x,Otu0191,Lachnospiraceae_unclassified,5.157383040935659,0.27152684064012533,0.4472206787013829
35x,Otu0191,Lachnospiraceae_unclassified,2.0168800931315487,0.7326539994364781,0.7538857724754218
25x,Otu0210,Bacillales_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
25x,Otu0212,Lachnospiraceae_unclassified,3.75,0.44089552967916945,0.5718526324694015
30x,Otu0212,Lachnospiraceae_unclassified,5.823529411764683,0.21272051686143434,0.43932856352621336
35x,Otu0212,Lachnospiraceae_unclassified,1.7322804314329736,0.7848458313160163,0.7904922042031818
20x,Otu0213,Lachnospiraceae_unclassified,2.666666666666657,0.263597138115728,0.43932856352621336
30x,Otu0213,Lachnospiraceae_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
35x,Otu0213,Lachnospiraceae_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0221,Listeria,2.70000000000013,0.6092146125178224,0.6461367102461752
35x,Otu0221,Listeria,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0230,Clostridium_XlVb,9.866666666666696,0.04273456656932973,0.21755779344386045
35x,Otu0230,Clostridium_XlVb,3.6666666666666514,0.45299261389246837,0.5791686387666262
20x,Otu0235,Erysipelotrichaceae_unclassified,1.75,0.41686201967850844,0.5718526324694015
30x,Otu0261,Lachnospiraceae_unclassified,6.395061728395152,0.17152360193036004,0.4176226829608766
35x,Otu0261,Lachnospiraceae_unclassified,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0339,Listeria,3.111111111111019,0.5394064465772458,0.5876801752592561
25x,Otu0349,Ruminococcaceae_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0349,Ruminococcaceae_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
35x,Otu0426,Blautia,3.2000000000000077,0.524930946786103,0.5876801752592561
30x,Otu0428,Bacilli_unclassified,8.576470588235264,0.07260287940613991,0.2823445310238774
25x,Otu0452,Lachnospiraceae_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
30x,Otu0630,Clostridiales_unclassified,3.111111111111019,0.5394064465772458,0.5876801752592561
25x,Otu0699,Bacillales_unclassified,5.3333333333333135,0.25477265448360753,0.43932856352621336
20x,Otu0714,Clostridium_XlVb,1.75,0.41686201967850844,0.5718526324694015
30x,Otu0714,Clostridium_XlVb,3.111111111111019,0.5394064465772458,0.5876801752592561
