chi2,Z,pvalue,bh,comparisons,cycle,sub_sample_level
7.848484848484851,2.7716093126229358,0.002788997001699134,0.008366991005097402,PHU - PL,20x,full_data
7.848484848484851,0.9211323729436766,0.17849066020398735,0.17849066020398735,PHU - Q5,20x,full_data
7.848484848484851,-1.6448792373994228,0.04999735870568389,0.07499603805852584,PL - Q5,20x,full_data
14.163157894736841,0.8143450710459554,0.20772364823675213,0.25965456029594014,ACC - K,25x,full_data
14.163157894736841,2.8272638809689448,0.002347381172455959,0.011736905862279795,ACC - PHU,25x,full_data
14.163157894736841,1.8031926573160442,0.035678981622760966,0.07135796324552193,K - PHU,25x,full_data
14.163157894736841,3.2042323984314707,6.771155797559999e-4,0.006771155797559999,ACC - PL,25x,full_data
14.163157894736841,2.1521976877643105,0.01569089384182988,0.0392272346045747,K - PL,25x,full_data
14.163157894736841,0.37696851746252596,0.3530985006677122,0.3530985006677122,PHU - PL,25x,full_data
14.163157894736841,2.261811104775156,0.01185453823206939,0.0395151274402313,ACC - Q5,25x,full_data
14.163157894736841,1.2796851116436443,0.10032795142242287,0.1672132523707048,K - Q5,25x,full_data
14.163157894736841,-0.565452776193789,0.2858829180642387,0.317647686738043,PHU - Q5,25x,full_data
14.163157894736841,-0.9424212936563149,0.17298849478454104,0.2471264211207729,PL - Q5,25x,full_data
28.362825983878594,3.0832748023138494,0.0010236800036079585,0.003412266678693195,ACC - K,30x,full_data
28.362825983878594,2.6783468713024545,0.0036993276826943126,0.009248319206735781,ACC - PHU,30x,full_data
28.362825983878594,0.06832741944185819,0.4727624987852397,0.4727624987852397,K - PHU,30x,full_data
28.362825983878594,1.1399526188294775,0.12715302069627887,0.1589412758703486,ACC - PL,30x,full_data
28.362825983878594,-2.564730848709232,0.005162793345768428,0.010325586691536857,K - PL,30x,full_data
28.362825983878594,-2.0612841874724794,0.019637967932324245,0.03272994655387374,PHU - PL,30x,full_data
28.362825983878594,4.294342057234332,8.760608106269803e-6,8.760608106269803e-5,ACC - Q5,30x,full_data
28.362825983878594,1.4968376904487681,0.06721774825293385,0.09602535464704835,K - Q5,30x,full_data
28.362825983878594,1.0931052509323755,0.13717379538857807,0.1524153282095312,PHU - Q5,30x,full_data
28.362825983878594,4.1728649961339705,1.5039659430829467e-5,7.519829715414734e-5,PL - Q5,30x,full_data
15.859649122807014,2.811837966266551,0.0024629655510848983,0.01231482775542449,ACC - K,35x,full_data
15.859649122807014,3.443784128369114,2.8681675549428076e-4,0.0028681675549428074,ACC - PHU,35x,full_data
15.859649122807014,0,0.5,0.5,K - PHU,35x,full_data
15.859649122807014,1.059625885652035,0.14465741619099384,0.16073046243443762,ACC - PL,35x,full_data
15.859649122807014,-1.9466570535691505,0.02578793181043851,0.05157586362087702,K - PL,35x,full_data
15.859649122807014,-2.3841582427170787,0.008559119852395075,0.028530399507983584,PHU - PL,35x,full_data
15.859649122807014,2.11925177130407,0.01703459757207198,0.04258649393017995,ACC - Q5,35x,full_data
15.859649122807014,-1.0814761408717504,0.13974268412556323,0.19963240589366177,K - Q5,35x,full_data
15.859649122807014,-1.3245323570650438,0.09266315209928981,0.1544385868321497,PHU - Q5,35x,full_data
15.859649122807014,1.059625885652035,0.14465741619099384,0.1808217702387423,PL - Q5,35x,full_data
