taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
K,25x,DNA2,0.0016047684548372307,0.0018340210912425492,6.482315925943493e-4,0.0014545684516751253,0.0017470631946750147,0.0017391579313506933,0.0016759158247561226,0.0012964631851886987,9.170105456212746e-4,6.087052759727427e-4,0.0014387579250264826,8.221473857294186e-4,0.086,0.092,0.064,0.088,0.088,0.088,0.092,0.086,0.086,0.076,0.086,0.078
K,25x,DNA3,8.774772923106111e-4,9.486240997952553e-4,2.845872299385766e-4,8.142356856575941e-4,9.723397022901367e-4,0.0010118657064482723,7.984252839943398e-4,7.193732756780686e-4,4.822172507292548e-4,3.8735484074972924e-4,6.877524723515601e-4,3.7944963991810214e-4,0.042,0.044,0.03,0.046,0.044,0.046,0.044,0.044,0.042,0.04,0.044,0.042
K,25x,DNA4,8.063049888144946e-4,9.80213907970562e-4,2.924831822170225e-4,7.667802344608428e-4,8.142099396852249e-4,9.644040062291013e-4,0.001027643613194944,6.798257748828091e-4,4.5848715050235964e-4,2.7667328047556184e-4,8.458297431681463e-4,4.505821996316293e-4,0.038,0.044,0.03,0.044,0.042,0.044,0.044,0.042,0.044,0.036,0.044,0.044
K,30x,DNA1,0.0013675781219120798,0.0015493948664437435,4.3477917170615254e-4,0.0012727172117216465,0.0015493948664437435,0.0015968253215389602,0.0012410969083248354,9.327989502059273e-4,6.95646674729844e-4,4.5058932340455806e-4,0.0010592801637931716,5.691654611425996e-4,0.066,0.068,0.046,0.066,0.068,0.066,0.068,0.066,0.064,0.056,0.07,0.058
K,30x,DNA10,1.8972332015810276e-4,2.4505928853754943e-4,4.743083003952569e-5,1.976284584980237e-4,2.0553359683794467e-4,2.292490118577075e-4,1.976284584980237e-4,1.2648221343873516e-4,1.1857707509881423e-4,4.743083003952569e-5,1.5810276679841898e-4,1.2648221343873516e-4,0.01,0.01,0.006,0.01,0.01,0.01,0.01,0.01,0.01,0.008,0.01,0.01
K,30x,DNA2,0.0010276761081115266,0.001359694543039866,3.2411323409671224e-4,0.0010672021122696623,0.0011304437189226793,0.0013913153463663743,8.69572091478984e-4,7.984252839943398e-4,4.664068490660005e-4,3.71544439086475e-4,7.747096814994585e-4,3.636392382548479e-4,0.05,0.052,0.028,0.054,0.052,0.05,0.052,0.05,0.05,0.048,0.052,0.04
K,30x,DNA3,0.0021660592741329834,0.002213491229041005,5.77088784714262e-4,0.002039574061044926,0.0018340355897768328,0.0021423432966789727,0.0020316687352269222,0.0016522130959627501,0.0012806627825165814,6.482367170762943e-4,0.0019684261286828935,9.960710530684523e-4,0.116,0.116,0.09,0.114,0.116,0.112,0.124,0.11,0.11,0.096,0.126,0.094
K,30x,DNA4,0.0010988316020806653,0.0013043684485130199,2.84589479675568e-4,0.001043494758810416,0.0011778842353238786,0.0012727473952157346,9.644421255672026e-4,8.616737023510253e-4,5.21747379405208e-4,4.26884219513352e-4,8.458631757023826e-4,4.03168429540388e-4,0.052,0.054,0.036,0.054,0.054,0.054,0.054,0.056,0.054,0.05,0.056,0.05
K,30x,DNA5,0.0012806425347235946,0.0012490217313970862,2.1344042245393245e-4,0.001296452936386849,0.0012253061289022047,0.001367599743871493,7.588992798362043e-4,7.351836773413228e-4,5.296484557190175e-4,2.3715602494881383e-4,8.06330484825967e-4,4.34786045739492e-4,0.054,0.056,0.028,0.054,0.054,0.054,0.054,0.056,0.054,0.044,0.056,0.042
K,30x,DNA6,5.21735006047383e-4,5.059248543489775e-4,1.9762689623006933e-4,4.426842475553553e-4,4.901147026505719e-4,5.375451577457886e-4,4.5058932340455806e-4,3.794436407617331e-4,2.5296242717448873e-4,1.5810151698405546e-4,4.2687409585694976e-4,1.9762689623006933e-4,0.026,0.026,0.022,0.024,0.026,0.024,0.026,0.026,0.024,0.018,0.028,0.02
K,30x,DNA7,1.7390891915606744e-4,2.7667328047556184e-4,3.952475435365169e-5,1.7390891915606744e-4,2.055287226389888e-4,2.2924357525117982e-4,1.897188208975281e-4,1.8181387002679777e-4,1.2647921393168542e-4,6.323960696584271e-5,1.5019406654387643e-4,1.1066931219022474e-4,0.01,0.014,0.004,0.012,0.01,0.014,0.014,0.01,0.01,0.01,0.01,0.012
K,30x,DNA8,3.7154150197628457e-4,0.00038735177865612647,1.1857707509881423e-4,3.241106719367589e-4,0.00038735177865612647,0.00038735177865612647,3.5573122529644266e-4,2.6877470355731223e-4,1.8972332015810276e-4,1.4229249011857707e-4,2.8458498023715414e-4,1.4229249011857707e-4,0.02,0.02,0.012,0.018,0.018,0.018,0.02,0.018,0.018,0.018,0.02,0.018
K,30x,DNA9,2.292490118577075e-4,2.924901185770751e-4,9.486166007905138e-5,2.5296442687747033e-4,2.924901185770751e-4,3.0039525691699605e-4,1.8972332015810276e-4,1.5810276679841898e-4,1.3438735177865612e-4,7.905138339920949e-5,1.8972332015810276e-4,8.695652173913044e-5,0.012,0.012,0.01,0.014,0.014,0.014,0.016,0.016,0.012,0.008,0.012,0.008
K,35x,DNA1,0.0014465945740846139,0.0013043065831910452,4.5057863782963387e-4,0.0013833554670208057,0.001241067476127237,0.0015177385695313982,0.001438689685701638,0.0010829697084677164,8.932523872762916e-4,4.663884145955859e-4,0.001470309239233542,7.667741731486751e-4,0.072,0.076,0.054,0.076,0.07,0.078,0.076,0.074,0.074,0.068,0.078,0.07
K,35x,DNA3,6.561212954838302e-4,6.482162196346274e-4,2.845827305712998e-4,6.24500992087019e-4,7.905075849202773e-4,6.798365230314384e-4,5.849756128410052e-4,4.7430455095216637e-4,3.47823337364922e-4,1.9762689623006933e-4,6.482162196346274e-4,2.7667765472209703e-4,0.034,0.036,0.028,0.034,0.036,0.034,0.034,0.034,0.034,0.03,0.04,0.028
K,35x,DNA4,6.640316205533597e-4,6.798418972332016e-4,3.0039525691699605e-4,6.245059288537549e-4,6.403162055335968e-4,7.509881422924901e-4,6.640316205533597e-4,4.4268774703557314e-4,3.0039525691699605e-4,2.1343873517786562e-4,6.798418972332016e-4,2.3715415019762845e-4,0.036,0.034,0.026,0.036,0.038,0.034,0.036,0.032,0.036,0.026,0.034,0.03
K,35x,NA,0.010869822999754935,0.01173940883973533,0.003264899562835482,0.008806532961255999,0.010806580393210906,0.010909349628844952,0.009826319991778461,0.006711621619485047,0.004925017984616236,0.0030514557657493856,0.009707740104508407,0.004166106706087891,0.806,0.82,0.452,0.482,0.802,0.488,0.814,0.46,0.476,0.388,0.808,0.426
PHU,20x,DNA1,3.636334890633276e-4,3.9525379246013867e-4,1.1067106188883882e-4,3.873487166109359e-4,3.873487166109359e-4,4.0315886830934145e-4,3.162030339681109e-4,3.003928822697054e-4,2.1343704792847488e-4,1.0276598603963605e-4,3.241081098173137e-4,1.9762689623006933e-4,0.024,0.018,0.012,0.018,0.018,0.018,0.016,0.018,0.018,0.018,0.026,0.018
PHU,20x,DNA2,6.561212954838302e-4,6.403111437854246e-4,2.2134212377767764e-4,5.770705369918024e-4,7.272669781266552e-4,7.66792357372669e-4,5.296400818965858e-4,4.5849439925376085e-4,2.687725788728943e-4,2.5296242717448873e-4,4.5058932340455806e-4,1.73911668682461e-4,0.03,0.03,0.024,0.03,0.03,0.03,0.03,0.03,0.03,0.026,0.03,0.026
PHU,20x,DNA3,2.3715415019762845e-4,2.0553359683794467e-4,8.695652173913044e-5,2.292490118577075e-4,2.4505928853754943e-4,2.4505928853754943e-4,1.5810276679841898e-4,1.0276679841897233e-4,9.486166007905138e-5,3.9525691699604744e-5,1.6600790513833993e-4,4.743083003952569e-5,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.008,0.01,0.006
PHU,20x,DNA4,3.08300395256917e-4,3.4782608695652176e-4,1.5810276679841898e-4,2.608695652173913e-4,3.0039525691699605e-4,3.4782608695652176e-4,2.766798418972332e-4,2.0553359683794467e-4,1.7391304347826088e-4,1.2648221343873516e-4,3.0039525691699605e-4,1.3438735177865612e-4,0.016,0.016,0.012,0.016,0.014,0.016,0.016,0.016,0.016,0.016,0.016,0.016
PHU,25x,DNA1,6.324110671936758e-5,4.743083003952569e-5,1.5810276679841896e-5,6.324110671936758e-5,3.9525691699604744e-5,8.695652173913044e-5,1.1067193675889329e-4,7.905138339920949e-5,5.533596837944664e-5,2.3715415019762845e-5,7.905138339920949e-5,2.3715415019762845e-5,0.004,0.004,0.004,0.004,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.004
PHU,25x,DNA2,3.9525691699604744e-5,7.905138339920949e-5,0,4.743083003952569e-5,7.905138339920949e-5,5.533596837944664e-5,2.3715415019762845e-5,2.3715415019762845e-5,3.162055335968379e-5,7.905138339920948e-6,1.5810276679841896e-5,2.3715415019762845e-5,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
PHU,25x,DNA3,7.905138339920948e-6,0,0,0,7.905138339920948e-6,0,0,0,0,0,0,7.905138339920948e-6,0.002,0,0,0,0.002,0,0,0,0,0,0,0.002
PHU,25x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,30x,DNA1,4.743045509521664e-5,8.69558343412305e-5,1.5810151698405546e-5,3.9525379246013864e-5,3.162030339681109e-5,4.743045509521664e-5,3.9525379246013864e-5,4.743045509521664e-5,3.162030339681109e-5,7.905075849202773e-6,7.114568264282496e-5,2.371522754760832e-5,0.002,0.006,0.004,0.004,0.004,0.006,0.002,0.004,0.002,0.002,0.008,0.002
PHU,30x,DNA2,1.3438735177865612e-4,1.2648221343873516e-4,2.3715415019762845e-5,1.3438735177865612e-4,8.695652173913044e-5,1.5019762845849802e-4,1.5810276679841898e-4,1.8972332015810276e-4,1.1857707509881423e-4,5.533596837944664e-5,1.5810276679841898e-4,1.2648221343873516e-4,0.006,0.012,0.004,0.008,0.008,0.008,0.008,0.014,0.008,0.008,0.01,0.008
PHU,30x,DNA3,3.162055335968379e-5,5.533596837944664e-5,3.9525691699604744e-5,1.5810276679841896e-5,6.324110671936758e-5,5.533596837944664e-5,3.162055335968379e-5,2.3715415019762845e-5,1.5810276679841896e-5,2.3715415019762845e-5,3.9525691699604744e-5,7.905138339920948e-6,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
PHU,30x,DNA4,3.9526004158135635e-5,4.743120498976277e-5,0,3.9526004158135635e-5,7.905200831627127e-6,2.3715602494881384e-5,7.905200831627127e-6,2.3715602494881384e-5,1.5810401663254255e-5,0,2.3715602494881384e-5,0,0.002,0.004,0,0.002,0.002,0.002,0.002,0.004,0.002,0,0.002,0
PHU,35x,DNA1,7.905138339920948e-6,4.743083003952569e-5,2.3715415019762845e-5,3.162055335968379e-5,5.533596837944664e-5,4.743083003952569e-5,4.743083003952569e-5,3.162055335968379e-5,7.905138339920948e-6,2.3715415019762845e-5,4.743083003952569e-5,0,0.002,0.002,0.004,0.004,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0
PHU,35x,DNA2,0,1.5810276679841896e-5,0,0,7.905138339920948e-6,0,0,0,7.905138339920948e-6,0,7.905138339920948e-6,7.905138339920948e-6,0,0.002,0,0,0.002,0,0,0,0.002,0,0.002,0.002
PHU,35x,DNA3,0,2.3715415019762845e-5,0,7.905138339920948e-6,0,7.905138339920948e-6,2.3715415019762845e-5,2.3715415019762845e-5,0,0,1.5810276679841896e-5,0,0,0.004,0,0.002,0,0.002,0.006,0.004,0,0,0.002,0
PHU,35x,DNA4,0,7.905138339920948e-6,7.905138339920948e-6,0,0,0,1.5810276679841896e-5,7.905138339920948e-6,0,0,0,0,0,0.002,0.002,0,0,0,0.004,0.002,0,0,0,0
PHU,35x,NA,0.004695726414646872,0.006371642239402994,0.002561305317080112,0.006039621179781499,0.006814336985564989,0.007059400148618951,0.006379547502727316,0.005083084317538617,0.0034229790194311373,0.0025692105804044334,0.0045613369381334095,0.003256968489620389,0.308,0.318,0.272,0.316,0.308,0.316,0.318,0.312,0.316,0.29,0.314,0.286
PL,15x,DNA2,6.798418972332016e-4,8.537549407114625e-4,1.1857707509881423e-4,7.66798418972332e-4,7.905138339920949e-4,8.853754940711463e-4,4.6640316205533595e-4,5.612648221343874e-4,3.5573122529644266e-4,1.5810276679841898e-4,4.4268774703557314e-4,3.794466403162055e-4,0.036,0.036,0.014,0.034,0.032,0.036,0.036,0.034,0.032,0.03,0.032,0.032
PL,15x,DNA3,4.1106719367588933e-4,5.691699604743083e-4,5.533596837944664e-5,4.901185770750989e-4,5.454545454545455e-4,5.770750988142293e-4,4.4268774703557314e-4,3.794466403162055e-4,2.1343873517786562e-4,1.1067193675889329e-4,2.924901185770751e-4,2.292490118577075e-4,0.022,0.02,0.008,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.022,0.02
PL,15x,DNA4,5.691654611425996e-4,4.8220962680136915e-4,1.5810151698405546e-4,5.691654611425996e-4,5.375451577457886e-4,5.375451577457886e-4,2.845827305712998e-4,3.873487166109359e-4,2.608675030236915e-4,1.1857613773804159e-4,3.241081098173137e-4,2.2924719962688042e-4,0.024,0.024,0.018,0.024,0.024,0.026,0.024,0.026,0.024,0.022,0.024,0.022
PL,20x,DNA1,0,0,0,0,0,0,7.905138339920948e-6,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0
PL,20x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,20x,DNA3,3.9525691699604744e-5,7.114624505928854e-5,0,6.324110671936758e-5,6.324110671936758e-5,7.905138339920949e-5,4.743083003952569e-5,4.743083003952569e-5,1.5810276679841896e-5,7.905138339920948e-6,3.162055335968379e-5,2.3715415019762845e-5,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
PL,20x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA2,0,2.371522754760832e-5,0,0,7.905075849202773e-6,7.905075849202773e-6,0,0,0,0,0,0,0,0.004,0,0,0.002,0.002,0,0,0,0,0,0
PL,25x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA4,5.533596837944664e-5,3.9525691699604744e-5,7.905138339920948e-6,3.9525691699604744e-5,3.162055335968379e-5,3.9525691699604744e-5,1.5810276679841896e-5,3.162055335968379e-5,2.3715415019762845e-5,7.905138339920948e-6,1.5810276679841896e-5,1.5810276679841896e-5,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
PL,30x,DNA1,0,7.905075849202773e-5,1.5810151698405546e-5,0,1.5810151698405546e-5,4.743045509521664e-5,6.324060679362218e-5,2.371522754760832e-5,0,3.162030339681109e-5,5.533553094441941e-5,7.905075849202773e-6,0,0.014,0.002,0,0.002,0.008,0.012,0.006,0,0.006,0.008,0.002
PL,30x,DNA10,1.5810276679841896e-5,7.905138339920949e-5,3.162055335968379e-5,7.905138339920948e-6,1.5810276679841896e-5,7.114624505928854e-5,3.162055335968379e-5,5.533596837944664e-5,0,1.5810276679841896e-5,1.0276679841897233e-4,0,0.004,0.014,0.008,0.002,0.004,0.01,0.008,0.008,0,0.004,0.02,0
PL,30x,DNA2,6.324160665301702e-5,1.2648321330603404e-4,2.3715602494881384e-5,3.9526004158135635e-5,1.0276761081115266e-4,9.486240997952554e-5,7.114680748464414e-5,6.324160665301702e-5,7.905200831627127e-6,1.5810401663254255e-5,8.69572091478984e-5,7.905200831627127e-6,0.008,0.018,0.002,0.004,0.014,0.01,0.012,0.012,0.002,0.004,0.008,0.002
PL,30x,DNA3,8.69558343412305e-5,6.324060679362218e-5,3.9525379246013864e-5,7.114568264282496e-5,3.9525379246013864e-5,3.162030339681109e-5,8.69558343412305e-5,3.162030339681109e-5,2.371522754760832e-5,7.905075849202773e-6,7.905075849202773e-5,7.905075849202773e-6,0.006,0.01,0.008,0.004,0.006,0.004,0.014,0.006,0.004,0.002,0.01,0.002
PL,30x,DNA4,1.5810276679841896e-5,5.533596837944664e-5,1.5810276679841896e-5,1.5810276679841896e-5,4.743083003952569e-5,6.324110671936758e-5,8.695652173913044e-5,3.162055335968379e-5,0,1.5810276679841896e-5,3.9525691699604744e-5,1.5810276679841896e-5,0.004,0.014,0.004,0.002,0.008,0.01,0.016,0.008,0,0.004,0.008,0.004
PL,30x,DNA5,0,3.162055335968379e-5,1.5810276679841896e-5,1.5810276679841896e-5,1.5810276679841896e-5,1.5810276679841896e-5,7.114624505928854e-5,5.533596837944664e-5,0,0,3.9525691699604744e-5,7.905138339920948e-6,0,0.008,0.004,0.004,0.004,0.002,0.01,0.012,0,0,0.01,0.002
PL,30x,DNA6,1.3438628943644715e-4,1.73911668682461e-4,7.905075849202773e-5,1.422913652856499e-4,2.2134212377767764e-4,1.818167445316638e-4,1.3438628943644715e-4,1.1067106188883882e-4,6.324060679362218e-5,4.743045509521664e-5,1.0276598603963605e-4,4.743045509521664e-5,0.012,0.014,0.008,0.008,0.02,0.012,0.01,0.012,0.01,0.008,0.008,0.006
PL,30x,DNA7,6.324110671936758e-5,9.486166007905138e-5,4.743083003952569e-5,3.162055335968379e-5,8.695652173913044e-5,1.1067193675889329e-4,5.533596837944664e-5,7.114624505928854e-5,1.5810276679841896e-5,3.162055335968379e-5,8.695652173913044e-5,2.3715415019762845e-5,0.008,0.01,0.004,0.006,0.006,0.012,0.006,0.012,0.002,0.004,0.012,0.006
PL,30x,DNA8,4.743083003952569e-5,1.4229249011857707e-4,7.905138339920948e-6,9.486166007905138e-5,8.695652173913044e-5,1.2648221343873516e-4,1.1067193675889329e-4,1.1857707509881423e-4,2.3715415019762845e-5,7.905138339920948e-6,1.1067193675889329e-4,3.9525691699604744e-5,0.004,0.016,0.002,0.006,0.006,0.014,0.016,0.018,0.004,0.002,0.016,0.006
PL,30x,DNA9,7.905138339920948e-6,3.162055335968379e-5,0,0,7.905138339920948e-6,3.9525691699604744e-5,4.743083003952569e-5,7.905138339920948e-6,0,1.5810276679841896e-5,3.162055335968379e-5,0,0.002,0.008,0,0,0.002,0.008,0.01,0.002,0,0.004,0.006,0
PL,30x,NA,0.003193776878320263,0.0059527573994434604,0.0014941183910953705,0.0032807361497596763,0.004221477358967872,0.005375664052618264,0.004008031874525676,0.00350999241082722,0.0023716164938021754,0.0016759423222868707,0.0032491145965089807,0.002695737414621806,0.224,0.228,0.166,0.228,0.23,0.228,0.228,0.228,0.228,0.214,0.234,0.226
PL,35x,DNA1,1.1857613773804159e-4,3.399182615157192e-4,1.5810151698405546e-5,1.6600659283325824e-4,2.7667765472209703e-4,1.9762689623006933e-4,1.8972182038086655e-4,1.2648121358724436e-4,7.905075849202773e-5,7.114568264282496e-5,1.501964411348527e-4,4.743045509521664e-5,0.012,0.04,0.004,0.022,0.028,0.024,0.03,0.022,0.004,0.012,0.024,0.004
PL,35x,DNA2,7.114624505928854e-5,3.5573122529644266e-4,6.324110671936758e-5,5.533596837944664e-5,1.976284584980237e-4,1.6600790513833993e-4,2.0553359683794467e-4,1.2648221343873516e-4,3.162055335968379e-5,6.324110671936758e-5,2.2134387351778657e-4,3.9525691699604744e-5,0.012,0.048,0.014,0.006,0.028,0.03,0.038,0.022,0.004,0.008,0.036,0.008
PL,35x,DNA3,7.905138339920949e-5,1.976284584980237e-4,3.162055335968379e-5,7.905138339920949e-5,1.3438735177865612e-4,1.2648221343873516e-4,1.8972332015810276e-4,1.5810276679841898e-4,7.905138339920949e-5,6.324110671936758e-5,1.6600790513833993e-4,3.9525691699604744e-5,0.012,0.028,0.008,0.016,0.022,0.022,0.032,0.03,0.008,0.014,0.03,0.006
PL,35x,DNA4,3.162030339681109e-5,1.818167445316638e-4,7.905075849202773e-6,2.371522754760832e-5,1.1067106188883882e-4,1.422913652856499e-4,3.003928822697054e-4,1.3438628943644715e-4,7.905075849202773e-6,7.114568264282496e-5,1.818167445316638e-4,0,0.008,0.03,0.002,0.006,0.024,0.026,0.054,0.026,0.002,0.014,0.032,0
PL,35x,NA,0.01007905138339921,0.014893280632411068,0.00391304347826087,0.006521739130434782,0.009604743083003953,0.013992094861660078,0.010181818181818183,0.005905138339920949,0.007952569169960474,0.0041660079051383395,0.0031778656126482214,0.006545454545454545,0.61,0.614,0.612,0.614,0.614,0.614,0.614,0.548,0.614,0.36,0.364,0.614
Q5,20x,DNA1,1.5019762845849802e-4,7.114624505928854e-5,7.114624505928854e-5,1.5019762845849802e-4,1.3438735177865612e-4,8.695652173913044e-5,1.3438735177865612e-4,5.533596837944664e-5,4.743083003952569e-5,3.162055335968379e-5,1.0276679841897233e-4,4.743083003952569e-5,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.004,0.006,0.006
Q5,20x,DNA2,1.5810401663254254e-4,1.422936149692883e-4,3.162080332650851e-5,1.3438841413766116e-4,9.486240997952554e-5,1.422936149692883e-4,1.5810401663254254e-4,1.5810401663254254e-4,1.5019881580091542e-4,6.324160665301702e-5,2.1344042245393245e-4,1.3438841413766116e-4,0.01,0.01,0.004,0.01,0.01,0.01,0.01,0.01,0.01,0.006,0.01,0.008
Q5,20x,DNA3,2.2134387351778657e-4,0.00038735177865612647,7.905138339920948e-6,2.1343873517786562e-4,2.608695652173913e-4,2.8458498023715414e-4,3.0039525691699605e-4,7.905138339920948e-6,1.8972332015810276e-4,7.905138339920948e-6,8.695652173913044e-5,1.976284584980237e-4,0.02,0.02,0.002,0.02,0.018,0.02,0.02,0.002,0.016,0.002,0.018,0.016
