chi2,Z,pvalue,bh,comparisons,cycle,sub_sample_level
23.740840336134454,-0.7634508123364221,0.22259729313569998,0.278246616419625,ACC - PHU,30x,1000
23.740840336134454,3.091494263437374,9.957591518063077e-4,0.004978795759031538,K - PHU,30x,1000
23.740840336134454,-0.6510730403695917,0.25749966932356916,0.2861107436928546,ACC - PL,30x,1000
23.740840336134454,4.414819641107858,5.054711992803293e-6,5.0547119928032934e-5,K - PL,30x,1000
23.740840336134454,0.28855728395320207,0.38646009398063746,0.38646009398063746,PHU - PL,30x,1000
23.740840336134454,-1.4170413231573467,0.07823542309185542,0.13039237181975905,ACC - Q5,30x,1000
23.740840336134454,2.666376218886924,0.0038336917885319404,0.012778972628439801,K - Q5,30x,1000
23.740840336134454,-1.0693593464148083,0.1424538892313054,0.20350555604472198,PHU - Q5,30x,1000
23.740840336134454,-1.7963548525562874,0.036219049625223154,0.07243809925044631,PL - Q5,30x,1000
14.312307692307698,-0.9418476113878099,0.17313533257420177,0.25970299886130266,ACC - PHU,30x,5000
14.312307692307698,-0.8809403748585622,0.18917504650758005,0.22701005580909606,ACC - PL,30x,5000
14.312307692307698,0.21818431567002136,0.4136427524975632,0.4136427524975632,PHU - PL,30x,5000
14.312307692307698,-2.280080970222161,0.011301443321858192,0.033904329965574576,ACC - Q5,30x,5000
14.312307692307698,-2.262226851947066,0.011841695553563568,0.023683391107127135,PHU - Q5,30x,5000
14.312307692307698,-3.2812755493510797,5.166936744497576e-4,0.0031001620466985453,PL - Q5,30x,5000
12.52745098039216,0.14002800840280097,0.4443189304475039,0.4443189304475039,ACC - PHU,35x,5000
12.52745098039216,-2.893008626097645,0.001907854087448893,0.005723562262346679,ACC - PL,35x,5000
12.52745098039216,-3.040611107020994,0.001180492815738602,0.007082956894431613,PHU - PL,35x,5000
12.52745098039216,-1.4702940882294102,0.0707410607413967,0.10611159111209506,ACC - Q5,35x,5000
12.52745098039216,-1.6103220966322112,0.05366377888080595,0.1073275577616119,PHU - Q5,35x,5000
12.52745098039216,1.343182576402478,0.0896064310315461,0.10752771723785531,PL - Q5,35x,5000
9.419117647058826,1.9307877088045147,0.02675465548810466,0.04013198323215699,ACC - PHU,25x,10000
9.419117647058826,-0.07426106572325057,0.47040132825367476,0.47040132825367476,ACC - PL,25x,10000
9.419117647058826,-2.0050487745277654,0.0224789164969388,0.0449578329938776,PHU - PL,25x,10000
9.419117647058826,2.3020930374207675,0.01066496299560508,0.03199488898681524,ACC - Q5,25x,10000
9.419117647058826,0.3713053286162528,0.3552050647704714,0.4262460777245657,PHU - Q5,25x,10000
9.419117647058826,2.3763541031440183,0.00874233720526068,0.052454023231564076,PL - Q5,25x,10000
11.713235294117652,0.6683495915092551,0.25195523228736627,0.25195523228736627,ACC - PHU,35x,10000
11.713235294117652,-2.5248762345905194,0.005786952106579797,0.01736085631973939,ACC - PL,35x,10000
11.713235294117652,-3.1932258260997743,7.034643593034277e-4,0.004220786155820566,PHU - PL,35x,10000
11.713235294117652,-1.1139159858487586,0.13265761536730905,0.15918913844077084,ACC - Q5,35x,10000
11.713235294117652,-1.7822655773580136,0.03735296665606523,0.07470593331213046,PHU - Q5,35x,10000
11.713235294117652,1.4109602487417607,0.07912816771868163,0.11869225157802243,PL - Q5,35x,10000
