taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
ACC,30x,DNA7,0.0047035573122529645,0.0047035573122529645,0.0016205533596837945,0.003794466403162055,0.004031620553359684,0.0052173913043478265,0.0051778656126482215,0.0036363636363636364,0.002490118577075099,0.0012648221343873518,0.005019762845849802,0.0025296442687747036,0.24,0.26,0.17,0.25,0.25,0.26,0.26,0.24,0.23,0.17,0.26,0.23
ACC,30x,DNA8,5.138339920948617e-4,2.3715415019762845e-4,1.1857707509881423e-4,4.743083003952569e-4,1.976284584980237e-4,5.138339920948617e-4,3.1620553359683795e-4,1.976284584980237e-4,7.905138339920949e-5,3.9525691699604744e-5,4.743083003952569e-4,3.9525691699604744e-5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01
ACC,30x,DNA9,7.905138339920949e-4,6.719367588932806e-4,4.347826086956522e-4,5.928853754940712e-4,7.905138339920949e-4,9.486166007905138e-4,9.486166007905138e-4,6.719367588932806e-4,2.3715415019762845e-4,2.766798418972332e-4,8.300395256916996e-4,3.1620553359683795e-4,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04
ACC,30x,NA,0.0029511544415533083,0.0064885873324330556,0.0014228780343203452,0.003306873950133395,0.0035835446790290176,0.00598135766279108,0.0047034023912255855,0.0030433780178518496,0.0019169329073482429,0.0017785975429004315,0.0030565528144659267,0.0015019268140048089,1.45,1.52,1.23,1.45,1.52,1.53,1.52,1.53,1.37,1.42,1.5,0.84
ACC,35x,DNA1,0,3.9525691699604744e-5,0,0,0,3.9525691699604744e-5,3.9525691699604744e-5,3.9525691699604744e-5,0,3.9525691699604744e-5,7.905138339920949e-5,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0
ACC,35x,DNA2,0,0,0,3.9525691699604744e-5,3.9525691699604744e-5,0,1.1857707509881423e-4,0,0,0,3.9525691699604744e-5,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0.01,0
ACC,35x,DNA3,3.9525691699604744e-5,3.9525691699604744e-5,0,0,0,7.905138339920949e-5,0,0,0,0,3.9525691699604744e-5,3.9525691699604744e-5,0.01,0.01,0,0,0,0.01,0,0,0,0,0.01,0.01
ACC,35x,DNA4,0,3.9525691699604744e-5,0,0,0,0,3.9525691699604744e-5,0,0,0,3.9525691699604744e-5,3.9525691699604744e-5,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0.01
ACC,35x,NA,9.090909090909091e-4,0.001383399209486166,0,2.766798418972332e-4,0.001383399209486166,8.300395256916996e-4,0.0019367588932806324,0.0011067193675889327,2.766798418972332e-4,5.533596837944664e-4,0.0014229249011857706,5.533596837944664e-4,0.09,0.07,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07
K,20x,DNA1,0.0022134387351778655,0.0020553359683794467,8.695652173913044e-4,0.001699604743083004,0.001857707509881423,0.002173913043478261,0.0020553359683794467,0.001225296442687747,8.300395256916996e-4,6.324110671936759e-4,0.0018181818181818182,8.300395256916996e-4,0.13,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.13,0.09
K,20x,DNA2,0.005296233350460456,0.004861467926168926,0.0013833445318366863,0.004861467926168926,0.004308130113434252,0.005493853997865697,0.0043476542429153,0.00391288881862377,0.0030433579700407097,0.001778585826647168,0.005414805738903601,0.0024900201573060353,0.26,0.27,0.17,0.27,0.27,0.27,0.25,0.27,0.26,0.23,0.27,0.23
K,20x,DNA3,0.005335757479941504,0.004742895537725782,0.0011857238844314455,0.004980040314612071,0.00521718509149836,0.005375281609422552,0.004031461207066914,0.003438599264851192,0.0025295442867870836,0.001501916920279831,0.004229081854472155,0.00217382712145765,0.24,0.24,0.15,0.23,0.24,0.24,0.24,0.23,0.24,0.2,0.24,0.23
K,20x,DNA4,0.0030433579700407097,0.0030433579700407097,7.509584601399155e-4,0.003122406229002806,0.003122406229002806,0.0033990751353701436,0.0017390616971661198,0.002252875380419746,0.0018181099561282164,8.300067191020118e-4,0.002371447768862891,0.001501916920279831,0.15,0.15,0.09,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14
K,25x,DNA1,6.324110671936759e-4,6.324110671936759e-4,1.5810276679841898e-4,8.300395256916996e-4,6.719367588932806e-4,8.300395256916996e-4,6.324110671936759e-4,4.347826086956522e-4,2.766798418972332e-4,1.1857707509881423e-4,5.533596837944664e-4,1.976284584980237e-4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
K,25x,DNA2,0.0019367588932806324,0.0019367588932806324,0.0011857707509881424,0.0017391304347826088,0.0023320158102766797,0.002173913043478261,0.0016600790513833991,0.0016600790513833991,8.300395256916996e-4,7.114624505928853e-4,0.0015810276679841897,5.533596837944664e-4,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09
K,25x,DNA3,9.881422924901185e-4,0.0012648221343873518,1.1857707509881423e-4,9.881422924901185e-4,0.0014229249011857706,0.0010671936758893281,6.719367588932806e-4,8.695652173913044e-4,6.719367588932806e-4,6.719367588932806e-4,6.719367588932806e-4,4.347826086956522e-4,0.05,0.05,0.02,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
K,25x,DNA4,0,1.976284584980237e-4,3.9525691699604744e-5,1.1857707509881423e-4,1.5810276679841898e-4,1.5810276679841898e-4,4.743083003952569e-4,2.766798418972332e-4,1.1857707509881423e-4,1.5810276679841898e-4,2.3715415019762845e-4,1.976284584980237e-4,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
K,30x,DNA1,0.0012648221343873518,0.0013043478260869566,5.533596837944664e-4,0.0011067193675889327,0.0014229249011857706,0.0015415019762845849,9.090909090909091e-4,6.719367588932806e-4,5.138339920948617e-4,4.743083003952569e-4,0.0011067193675889327,1.5810276679841898e-4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.03
K,30x,DNA10,1.976284584980237e-4,1.976284584980237e-4,1.1857707509881423e-4,7.905138339920949e-5,1.976284584980237e-4,1.976284584980237e-4,4.347826086956522e-4,1.976284584980237e-4,1.1857707509881423e-4,1.1857707509881423e-4,2.3715415019762845e-4,1.976284584980237e-4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
K,30x,DNA2,8.695652173913044e-4,8.300395256916996e-4,2.3715415019762845e-4,9.881422924901185e-4,7.509881422924901e-4,9.881422924901185e-4,5.533596837944664e-4,6.324110671936759e-4,3.952569169960474e-4,2.3715415019762845e-4,7.114624505928853e-4,2.766798418972332e-4,0.04,0.05,0.02,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.02
K,30x,DNA3,0.001857707509881423,0.0019367588932806324,5.138339920948617e-4,0.0017391304347826088,0.001976284584980237,0.0019367588932806324,0.0017391304347826088,0.0013043478260869566,0.0010276679841897233,6.324110671936759e-4,0.0014229249011857706,8.300395256916996e-4,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.1,0.09
K,30x,DNA4,6.719633187082494e-4,7.510178267915728e-4,1.9763627020830864e-4,8.300723348748962e-4,8.300723348748962e-4,7.510178267915728e-4,5.138543025416025e-4,6.719633187082494e-4,3.557452863749555e-4,1.9763627020830864e-4,5.929088106249259e-4,2.3716352424997035e-4,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.02
K,30x,DNA5,0.002015889956124748,0.0021344717182497333,2.766907782916321e-4,0.0019763627020830863,0.0017787264318747777,0.0020949444642080713,0.0011067631131665284,0.0012253448752915135,0.001027708605083205,5.533815565832642e-4,0.0012648721293331752,8.300723348748962e-4,0.09,0.1,0.05,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.1,0.08
K,30x,DNA6,5.138339920948617e-4,7.114624505928853e-4,1.1857707509881423e-4,4.347826086956522e-4,7.114624505928853e-4,6.719367588932806e-4,4.347826086956522e-4,3.1620553359683795e-4,1.976284584980237e-4,2.766798418972332e-4,3.1620553359683795e-4,1.1857707509881423e-4,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.04,0.02
K,30x,DNA7,1.976284584980237e-4,2.766798418972332e-4,0,1.1857707509881423e-4,1.5810276679841898e-4,2.3715415019762845e-4,1.5810276679841898e-4,2.3715415019762845e-4,1.1857707509881423e-4,1.1857707509881423e-4,7.905138339920949e-5,1.1857707509881423e-4,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
K,30x,DNA8,4.743083003952569e-4,2.3715415019762845e-4,3.9525691699604744e-5,2.766798418972332e-4,2.766798418972332e-4,3.1620553359683795e-4,6.719367588932806e-4,3.1620553359683795e-4,1.976284584980237e-4,1.5810276679841898e-4,4.347826086956522e-4,1.976284584980237e-4,0.03,0.03,0.01,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02
K,30x,DNA9,3.1620553359683795e-4,2.3715415019762845e-4,2.3715415019762845e-4,3.5573122529644266e-4,3.1620553359683795e-4,3.5573122529644266e-4,2.766798418972332e-4,1.976284584980237e-4,1.5810276679841898e-4,3.9525691699604744e-5,3.952569169960474e-4,7.905138339920949e-5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01
K,35x,DNA1,0.0011857707509881424,9.881422924901185e-4,3.5573122529644266e-4,9.090909090909091e-4,8.300395256916996e-4,0.0011462450592885376,0.001225296442687747,9.090909090909091e-4,7.905138339920949e-4,4.347826086956522e-4,0.0010276679841897233,9.090909090909091e-4,0.05,0.06,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
K,35x,DNA2,0.0022529644268774705,0.0025296442687747036,6.719367588932806e-4,0.0021343873517786563,0.0024110671936758894,0.0025296442687747036,0.0018181818181818182,0.001699604743083004,0.0011462450592885376,6.324110671936759e-4,0.001976284584980237,0.0010276679841897233,0.13,0.13,0.08,0.12,0.13,0.12,0.12,0.12,0.11,0.09,0.13,0.1
K,35x,DNA3,7.905138339920949e-4,7.114624505928853e-4,4.347826086956522e-4,8.695652173913044e-4,0.0010276679841897233,7.905138339920949e-4,9.881422924901185e-4,8.300395256916996e-4,5.533596837944664e-4,3.1620553359683795e-4,8.695652173913044e-4,5.533596837944664e-4,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
K,35x,DNA4,7.905138339920949e-4,5.138339920948617e-4,3.1620553359683795e-4,7.509881422924901e-4,5.138339920948617e-4,6.719367588932806e-4,4.347826086956522e-4,2.766798418972332e-4,1.5810276679841898e-4,7.905138339920949e-5,5.138339920948617e-4,1.1857707509881423e-4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.03,0.03
K,35x,NA,0.010870424539489288,0.012253933117242469,0.002964661238042533,0.009131156613171001,0.01067278045695312,0.011384299154083326,0.009803146493793977,0.007470946319867183,0.005059688512925923,0.0035575934856510397,0.009842675310301209,0.0037157087516799746,0.81,0.82,0.4,0.48,0.8,0.49,0.81,0.49,0.48,0.41,0.82,0.42
PHU,20x,DNA1,7.905138339920949e-4,9.090909090909091e-4,2.3715415019762845e-4,7.114624505928853e-4,6.719367588932806e-4,9.486166007905138e-4,6.719367588932806e-4,3.952569169960474e-4,2.766798418972332e-4,1.1857707509881423e-4,5.928853754940712e-4,2.766798418972332e-4,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03
PHU,20x,DNA2,7.509881422924901e-4,5.533596837944664e-4,1.1857707509881423e-4,7.509881422924901e-4,5.533596837944664e-4,7.905138339920949e-4,4.347826086956522e-4,4.743083003952569e-4,2.3715415019762845e-4,7.905138339920949e-5,4.347826086956522e-4,2.3715415019762845e-4,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03
PHU,20x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,20x,DNA4,3.952569169960474e-4,3.5573122529644266e-4,1.976284584980237e-4,2.3715415019762845e-4,1.976284584980237e-4,2.766798418972332e-4,3.1620553359683795e-4,3.1620553359683795e-4,2.766798418972332e-4,1.5810276679841898e-4,4.347826086956522e-4,2.766798418972332e-4,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
PHU,25x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,25x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,25x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,25x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,30x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,30x,DNA2,0,3.9525691699604744e-5,0,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0
PHU,30x,DNA3,1.5810276679841898e-4,2.766798418972332e-4,1.976284584980237e-4,7.905138339920949e-5,3.1620553359683795e-4,2.766798418972332e-4,1.5810276679841898e-4,1.1857707509881423e-4,7.905138339920949e-5,1.1857707509881423e-4,1.976284584980237e-4,3.9525691699604744e-5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PHU,30x,DNA4,0,0,0,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
PHU,30x,NA,0.003754792300699577,0.005928619422157227,0.0011461997549503972,0.003991937077585866,0.005414805738903601,0.005730998774751986,0.005177660962017312,0.004031461207066914,0.0023319236393818427,0.001541441049760879,0.004268605983953204,0.002252875380419746,0.24,0.26,0.13,0.26,0.27,0.27,0.26,0.26,0.25,0.22,0.24,0.24
PHU,35x,DNA1,3.9525691699604744e-5,2.3715415019762845e-4,7.905138339920949e-5,1.1857707509881423e-4,2.766798418972332e-4,2.3715415019762845e-4,1.976284584980237e-4,1.5810276679841898e-4,3.9525691699604744e-5,1.1857707509881423e-4,2.3715415019762845e-4,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
PHU,35x,DNA2,0,7.905138339920949e-5,0,0,0,0,0,0,3.9525691699604744e-5,0,3.9525691699604744e-5,3.9525691699604744e-5,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0.01
PHU,35x,DNA3,0,3.9525691699604744e-5,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0
PHU,35x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHU,35x,NA,0.005296442687747036,0.006442687747035573,0.0024110671936758894,0.005889328063241107,0.00691699604743083,0.007351778656126482,0.006442687747035573,0.00541501976284585,0.0033596837944664033,0.002450592885375494,0.004505928853754941,0.003675889328063241,0.31,0.32,0.24,0.32,0.31,0.32,0.32,0.32,0.32,0.28,0.32,0.3
PL,15x,DNA1,0,0,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
PL,15x,DNA2,5.928853754940712e-4,9.090909090909091e-4,3.9525691699604744e-5,8.695652173913044e-4,8.300395256916996e-4,8.300395256916996e-4,4.347826086956522e-4,5.533596837944664e-4,3.1620553359683795e-4,1.1857707509881423e-4,3.1620553359683795e-4,3.1620553359683795e-4,0.03,0.04,0.01,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03
PL,15x,DNA3,5.138339920948617e-4,5.138339920948617e-4,3.9525691699604744e-5,5.533596837944664e-4,4.743083003952569e-4,5.928853754940712e-4,3.5573122529644266e-4,3.952569169960474e-4,1.976284584980237e-4,3.9525691699604744e-5,2.766798418972332e-4,2.3715415019762845e-4,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02
PL,15x,DNA4,0.0010276273665072526,0.0010276273665072526,3.1619303584838544e-4,0.001106675625469349,0.0012252480139124935,0.0011461997549503972,3.952412948104818e-4,5.533378127346745e-4,3.557171653294336e-4,2.3714477688628908e-4,4.3476542429152996e-4,3.557171653294336e-4,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03
PL,20x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,20x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,20x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,20x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,20x,NA,0.00596861536029092,0.008063559824498991,0.001304399383374837,0.0062057788845408905,0.007312541997707419,0.00822166884066564,0.005533815565832641,0.004427052452666114,0.0031226530692912762,0.0019368354480414245,0.00458516146883276,0.002885489545041306,0.32,0.29,0.16,0.28,0.29,0.29,0.29,0.27,0.29,0.27,0.33,0.26
PL,25x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,25x,NA,0.007432298873295118,0.010594979244910062,0.001581340185807472,0.008381102984779601,0.010120577189167819,0.010555445740264874,0.00727416485471437,0.006088159715358766,0.00407195097845424,0.002569677801937142,0.006720695789681755,0.0038347499505831193,0.39,0.41,0.2,0.38,0.42,0.4,0.42,0.41,0.39,0.36,0.43,0.37
PL,30x,DNA1,0,7.905138339920949e-5,0,0,7.905138339920949e-5,0,3.9525691699604744e-5,0,0,3.9525691699604744e-5,0,0,0,0.02,0,0,0.01,0,0.01,0,0,0.01,0,0
PL,30x,DNA10,0,1.1857707509881423e-4,3.9525691699604744e-5,0,0,0,3.9525691699604744e-5,7.905138339920949e-5,0,3.9525691699604744e-5,7.905138339920949e-5,0,0,0.02,0.01,0,0,0,0.01,0.01,0,0.01,0.02,0
PL,30x,DNA2,3.9525691699604744e-5,1.1857707509881423e-4,0,0,3.9525691699604744e-5,7.905138339920949e-5,1.5810276679841898e-4,3.9525691699604744e-5,0,0,1.1857707509881423e-4,0,0.01,0.02,0,0,0.01,0.01,0.03,0.01,0,0,0.01,0
PL,30x,DNA3,0,3.9525691699604744e-5,0,3.9525691699604744e-5,0,0,7.905138339920949e-5,3.9525691699604744e-5,0,0,3.9525691699604744e-5,0,0,0.01,0,0.01,0,0,0.02,0.01,0,0,0.01,0
PL,30x,DNA4,3.9525691699604744e-5,3.9525691699604744e-5,3.9525691699604744e-5,0,7.905138339920949e-5,3.9525691699604744e-5,3.9525691699604744e-5,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0
PL,30x,DNA5,0,3.9525691699604744e-5,0,0,0,0,0,3.9525691699604744e-5,0,0,3.9525691699604744e-5,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0
PL,30x,DNA6,0,0,0,0,1.1857707509881423e-4,7.905138339920949e-5,0,3.9525691699604744e-5,0,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0,0,0,0
PL,30x,DNA7,3.9525691699604744e-5,0,0,3.9525691699604744e-5,0,7.905138339920949e-5,3.9525691699604744e-5,1.1857707509881423e-4,0,0,7.905138339920949e-5,3.9525691699604744e-5,0.01,0,0,0.01,0,0.01,0.01,0.02,0,0,0.02,0.01
PL,30x,DNA8,1.976284584980237e-4,4.743083003952569e-4,0,3.1620553359683795e-4,3.5573122529644266e-4,4.347826086956522e-4,3.5573122529644266e-4,3.1620553359683795e-4,7.905138339920949e-5,3.9525691699604744e-5,2.3715415019762845e-4,1.1857707509881423e-4,0.01,0.04,0,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.03,0.01
PL,30x,DNA9,0,7.905138339920949e-5,0,0,0,3.9525691699604744e-5,0,0,0,0,3.9525691699604744e-5,0,0,0.02,0,0,0,0.01,0,0,0,0,0.01,0
PL,30x,NA,0.0031620553359683794,0.006324110671936759,0.002015810276679842,0.0031620553359683794,0.004110671936758893,0.005612648221343873,0.0037549407114624506,0.0035573122529644267,0.0027272727272727275,0.0018181818181818182,0.003241106719367589,0.0029644268774703555,0.24,0.24,0.19,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.24
PL,35x,DNA1,3.952412948104818e-5,3.557171653294336e-4,0,7.904825896209636e-5,1.5809651792419272e-4,7.904825896209636e-5,3.952412948104818e-5,3.952412948104818e-5,0,0,0,0,0.01,0.06,0,0.02,0.03,0.02,0.01,0.01,0,0,0,0
PL,35x,DNA2,3.9525691699604744e-5,3.5573122529644266e-4,7.905138339920949e-5,0,1.976284584980237e-4,1.1857707509881423e-4,1.976284584980237e-4,1.5810276679841898e-4,3.9525691699604744e-5,0,1.5810276679841898e-4,3.9525691699604744e-5,0.01,0.05,0.02,0,0.04,0.03,0.04,0.04,0.01,0,0.02,0.01
PL,35x,DNA3,7.905138339920949e-5,3.5573122529644266e-4,0,3.9525691699604744e-5,1.976284584980237e-4,7.905138339920949e-5,2.766798418972332e-4,1.5810276679841898e-4,1.976284584980237e-4,7.905138339920949e-5,2.3715415019762845e-4,3.9525691699604744e-5,0.01,0.05,0,0.01,0.04,0.02,0.03,0.03,0.02,0.02,0.04,0.01
PL,35x,DNA4,3.9525691699604744e-5,2.766798418972332e-4,3.9525691699604744e-5,3.9525691699604744e-5,0,1.5810276679841898e-4,3.952569169960474e-4,0,0,3.9525691699604744e-5,1.5810276679841898e-4,0,0.01,0.05,0.01,0.01,0,0.04,0.07,0,0,0.01,0.04,0
PL,35x,NA,0.0091699604743083,0.014150197628458499,0.003794466403162055,0.007035573122529644,0.009209486166007905,0.01383399209486166,0.010553359683794467,0.005731225296442688,0.007905138339920948,0.004268774703557313,0.0035968379446640318,0.006126482213438735,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.51,0.59,0.37,0.37,0.59
Q5,15x,DNA4,0.004387351778656127,0.005335968379446641,0.001699604743083004,0.005612648221343873,0.005770750988142293,0.00608695652173913,0.00691699604743083,0.004268774703557313,0.0033201581027667982,0.0019367588932806324,0.005810276679841897,0.0028853754940711463,0.25,0.31,0.27,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.31,0.28
