taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
Q5,20x,DNA1,1.5810276679841898e-4,7.905138339920949e-5,7.905138339920949e-5,3.1620553359683795e-4,2.766798418972332e-4,1.1857707509881423e-4,1.976284584980237e-4,7.905138339920949e-5,1.1857707509881423e-4,7.905138339920949e-5,1.5810276679841898e-4,1.1857707509881423e-4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Q5,20x,DNA2,3.9525691699604744e-5,3.9525691699604744e-5,3.9525691699604744e-5,7.905138339920949e-5,7.905138339920949e-5,3.9525691699604744e-5,4.743083003952569e-4,3.1620553359683795e-4,2.3715415019762845e-4,1.976284584980237e-4,5.138339920948617e-4,2.766798418972332e-4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Q5,20x,DNA3,1.5810276679841898e-4,2.766798418972332e-4,3.9525691699604744e-5,1.5810276679841898e-4,1.5810276679841898e-4,2.766798418972332e-4,2.766798418972332e-4,3.9525691699604744e-5,1.1857707509881423e-4,3.9525691699604744e-5,1.1857707509881423e-4,1.1857707509881423e-4,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01
Q5,20x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,20x,NA,0.013239536813816543,0.011382049559340789,0.0035964114927083744,0.012370074694700233,0.011382049559340789,0.013239536813816543,0.013160494802987787,0.009287436272378768,0.006995217958344861,0.0032012014385645973,0.011421570564755167,0.006323360866300439,0.64,0.69,0.45,0.69,0.66,0.69,0.69,0.63,0.66,0.51,0.66,0.64
Q5,25x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,25x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,25x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,25x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,25x,NA,0.014587286527514232,0.01383617963314358,0.004467109424414927,0.013796647691334598,0.013519924098671726,0.015812776723592662,0.01265022137887413,0.009724857685009488,0.008024984187223276,0.004981024667931689,0.012492093611638203,0.005929791271347249,0.75,0.79,0.57,0.76,0.74,0.79,0.76,0.7,0.76,0.59,0.73,0.67
Q5,30x,DNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA10,3.9525691699604744e-5,3.9525691699604744e-5,3.9525691699604744e-5,7.905138339920949e-5,7.905138339920949e-5,3.9525691699604744e-5,4.743083003952569e-4,3.1620553359683795e-4,2.3715415019762845e-4,1.976284584980237e-4,5.138339920948617e-4,2.766798418972332e-4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Q5,30x,DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA6,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
Q5,30x,DNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5,30x,DNA8,6.324110671936759e-4,2.3715415019762845e-4,7.905138339920949e-5,3.5573122529644266e-4,3.952569169960474e-4,6.719367588932806e-4,2.3715415019762845e-4,1.976284584980237e-4,1.1857707509881423e-4,3.9525691699604744e-5,3.1620553359683795e-4,3.9525691699604744e-5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01
Q5,30x,DNA9,2.766798418972332e-4,1.5810276679841898e-4,7.905138339920949e-5,2.3715415019762845e-4,1.5810276679841898e-4,1.976284584980237e-4,1.1857707509881423e-4,1.1857707509881423e-4,1.1857707509881423e-4,3.9525691699604744e-5,1.1857707509881423e-4,7.905138339920949e-5,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01
Q5,30x,NA,0.015890584235907976,0.014428018025140328,0.004703929164360819,0.015455767254328406,0.014111787493082457,0.015771997786386275,0.01308403826389438,0.009645031227765041,0.007984820934461222,0.004308640999288482,0.012649221282314807,0.006482725907186339,0.76,0.78,0.59,0.78,0.79,0.78,0.79,0.72,0.77,0.57,0.77,0.71
Q5,35x,DNA1,3.9525691699604744e-5,0,0,0,3.9525691699604744e-5,0,0,3.9525691699604744e-5,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0
Q5,35x,DNA2,0,3.9525691699604744e-5,0,0,0,0,0,3.9525691699604744e-5,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0
Q5,35x,DNA3,2.3715415019762845e-4,7.905138339920949e-5,0,1.5810276679841898e-4,1.1857707509881423e-4,1.976284584980237e-4,3.5573122529644266e-4,2.3715415019762845e-4,1.1857707509881423e-4,3.9525691699604744e-5,2.766798418972332e-4,1.5810276679841898e-4,0.01,0.01,0,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01
Q5,35x,DNA4,1.976206474052409e-4,2.3714477688628908e-4,1.5809651792419272e-4,1.1857238844314454e-4,1.976206474052409e-4,1.5809651792419272e-4,3.557171653294336e-4,1.5809651792419272e-4,3.952412948104818e-5,7.904825896209636e-5,3.1619303584838544e-4,1.1857238844314454e-4,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01
Q5,35x,NA,0.013910844135314574,0.01612393297502371,0.004781852671514385,0.014345558014543154,0.016044894087891243,0.01758615238697439,0.015926335757192538,0.01197439140056908,0.00853619981030667,0.005216566550742966,0.013989883022447044,0.007548213721150806,0.74,0.79,0.55,0.77,0.77,0.78,0.77,0.75,0.75,0.69,0.75,0.71
