mtry,logLoss,AUC,prAUC,Accuracy,Kappa,Mean_F1,Mean_Sensitivity,Mean_Specificity,Mean_Pos_Pred_Value,Mean_Neg_Pred_Value,Mean_Precision,Mean_Recall,Mean_Detection_Rate,Mean_Balanced_Accuracy,logLossSD,AUCSD,prAUCSD,AccuracySD,KappaSD,Mean_F1SD,Mean_SensitivitySD,Mean_SpecificitySD,Mean_Pos_Pred_ValueSD,Mean_Neg_Pred_ValueSD,Mean_PrecisionSD,Mean_RecallSD,Mean_Detection_RateSD,Mean_Balanced_AccuracySD,model_run
13,0.12406531799506586,1,0.4291666666666667,0.9763888888888889,0.9685792349726776,0.9766666666666667,0.9791666666666666,0.9922619047619048,0.9833333333333333,0.9928571428571429,0.9833333333333333,0.9791666666666666,0.24409722222222222,0.9857142857142858,0.1086051172804162,0,0.10944937947136416,0.049884124989077704,0.06639400480996102,0.0498144706032442,0.04500514373894348,0.01637355637760138,0.03513641844631534,0.015058465048420847,0.03513641844631534,0.04500514373894348,0.012471031247269426,0.030635331850188526,1
13,0.14477078223080733,1,0.4291666666666667,0.9708333333333333,0.9602564102564103,0.9733333333333334,0.975,0.9895833333333334,0.9833333333333333,0.9914285714285714,0.9833333333333333,0.975,0.24270833333333333,0.9822916666666667,0.1370474729715457,0,0.10402768506152224,0.06226808825405525,0.08513824469684096,0.05621826951410451,0.05270462766947299,0.022502571869471733,0.03513641844631534,0.018381199110113135,0.03513641844631534,0.05270462766947299,0.015567022063513819,0.037413093741808255,2
13,0.13357279167558367,0.9958333333333333,0.396875,0.9732142857142857,0.9638888888888889,0.9733333333333334,0.975,0.9908333333333333,0.9833333333333334,0.9922619047619048,0.9833333333333333,0.975,0.24330357142857142,0.9829166666666667,0.12373368252438521,0.013176156917368235,0.1046804459112247,0.056625885685834675,0.07640992976213985,0.05621826951410451,0.05270462766947299,0.019424593041163434,0.03513641844631532,0.01637355637760141,0.03513641844631534,0.05270462766947299,0.014156471421458669,0.03602821682247689,3
13,0.12836537731088463,1,0.4291666666666667,0.9763888888888889,0.9680790960451977,0.9747619047619047,0.975,0.9916666666666667,0.9854166666666666,0.9933035714285714,0.9854166666666666,0.975,0.24409722222222222,0.9833333333333334,0.10287509543362211,0,0.10944937947136416,0.049884124989077704,0.06737747085482514,0.05331301578227836,0.05270462766947299,0.017568209223157646,0.031134044127027638,0.014156471421458663,0.031134044127027638,0.05270462766947299,0.012471031247269426,0.03513641844631529,4
13,0.13536614255906082,1,0.4291666666666667,0.9732142857142857,0.9638888888888889,0.9733333333333334,0.975,0.9908333333333333,0.9833333333333334,0.9922619047619048,0.9833333333333333,0.975,0.24330357142857142,0.9829166666666667,0.124317492821277,0,0.10944937947136416,0.056625885685834675,0.07640992976213985,0.05621826951410451,0.05270462766947299,0.019424593041163434,0.03513641844631532,0.01637355637760141,0.03513641844631534,0.05270462766947299,0.014156471421458669,0.03602821682247689,5
13,0.13554773778176074,0.9975,0.4114583333333333,0.9732142857142857,0.9638888888888889,0.9733333333333334,0.975,0.9908333333333333,0.9833333333333334,0.9922619047619048,0.9833333333333333,0.975,0.24330357142857142,0.9829166666666667,0.12122594089680161,0.007905694150420955,0.10704923617686107,0.056625885685834675,0.07640992976213985,0.05621826951410451,0.05270462766947299,0.019424593041163434,0.03513641844631532,0.01637355637760141,0.03513641844631534,0.05270462766947299,0.014156471421458669,0.03602821682247689,6
13,0.13324841011991356,1,0.4291666666666667,0.9732142857142857,0.9644144144144144,0.97,0.975,0.9916666666666667,0.9791666666666666,0.9922619047619048,0.9791666666666666,0.975,0.24330357142857142,0.9833333333333334,0.10927341085715635,0,0.08572944090006092,0.056625885685834675,0.0752085899860073,0.06373169066533328,0.05270462766947299,0.017568209223157646,0.04500514373894348,0.01637355637760141,0.04500514373894348,0.05270462766947299,0.014156471421458669,0.03513641844631529,7
13,0.12991207380196307,1,0.4291666666666667,0.975,0.9666666666666667,0.9733333333333334,0.975,0.9916666666666667,0.9833333333333333,0.9928571428571429,0.9833333333333333,0.975,0.24375,0.9833333333333334,0.11791761545162638,0,0.06226808825405526,0.05270462766947299,0.07027283689263064,0.05621826951410451,0.05270462766947299,0.017568209223157646,0.03513641844631534,0.015058465048420847,0.03513641844631534,0.05270462766947299,0.013176156917368247,0.03513641844631529,8
13,0.11802927504688315,0.9979166666666667,0.4291666666666667,0.9714285714285714,0.9588235294117647,1,0.9666666666666667,0.99,1,0.9914285714285714,1,0.9666666666666667,0.24285714285714285,0.9783333333333333,0.1132804539918051,0.006588078458684136,0.09830743538436883,0.09035079029052512,0.1302114330657568,0,0.10540925533894599,0.031622776601683784,0,0.027105237087157546,0,0.10540925533894599,0.02258769757263129,0.06851601597031488,9
13,0.13986299161128513,1,0.4291666666666667,0.9714285714285714,0.9605555555555555,0.9851851851851852,0.9625,0.99,0.9907407407407407,0.9922619047619048,0.9907407407407407,0.9625,0.24285714285714285,0.97625,0.12751088904531657,0,0.12430361575146916,0.06023386019368344,0.08316649966583102,0.04444444444444443,0.0843685697138191,0.021081851067789214,0.027777777777777752,0.01637355637760141,0.02777777777777779,0.0843685697138191,0.01505846504842086,0.05219155423373914,10
