statistic,parameter,pvalue,bh,cycle,sub_sample_level
7.929999999999999,2,0.018968036612429958,0.0474200915310749,15x,50
8.246093750000005,4,0.08296822961608864,0.1037102870201108,20x,50
9.711426806670802,4,0.045579575497355786,0.07596595916225965,25x,50
19.085130221130218,4,7.562457050277275e-4,0.0037812285251386376,30x,50
7.349006622516555,4,0.11855475024283976,0.11855475024283976,35x,50
2.1052631578947367,1,0.1467930873085707,0.1467930873085707,15x,100
8.473312175418343,4,0.07570031599190143,0.09462539498987678,20x,100
8.75144628099173,4,0.06762145005460365,0.09462539498987678,25x,100
12.69935449166218,4,0.012842171877296027,0.06421085938648013,30x,100
9.364118564742583,4,0.052615445291001324,0.09462539498987678,35x,100
8.250000000000002,2,0.01616349458816586,0.01616349458816586,20x,500
16.24711760184473,4,0.0027048769608181405,0.005409753921636281,25x,500
24.320861620251886,4,6.887507865931446e-5,2.7550031463725785e-4,30x,500
12.19025780862667,4,0.015991140553034855,0.01616349458816586,35x,500
7.88432267884323,2,0.019406225944546916,0.025874967926062552,20x,1000
14.236725663716822,4,0.006576620156053876,0.013153240312107751,25x,1000
24.730227377477327,4,5.699962707292518e-5,2.2799850829170073e-4,30x,1000
9.789661898569557,4,0.04412383825063678,0.04412383825063678,35x,1000
12.772222222222224,3,0.005155998003652357,0.005155998003652357,25x,5000
19.85986132511555,3,1.8147981682889753e-4,5.444394504866926e-4,30x,5000
13.705882352941174,3,0.0033341030334076696,0.005001154550111504,35x,5000
12.942477876106196,3,0.004762666085445306,0.004762666085445306,25x,10000
18.58388888888888,3,3.3326538321246335e-4,9.9979614963739e-4,30x,10000
13.058823529411768,3,0.004511107701901364,0.004762666085445306,35x,10000
