otu,genus,median_mda,iqr25,iqr75,min_mda,max_mda
Otu0010,Listeria,1.776113372504613,1.0010015025043828,2.618524434108342,-1.9519218023386573,4.436480111124062
Otu0028,Blautia,1.6514835883621162,0.3895945063810756,2.844356015000989,-2.3988535868947705,6.322289993074692
Otu0021,Collinsella,1.2390543745855078,0.09130907145029983,2.360834271474725,-2.640907901087638,5.32350702785425
Otu0340,Bacillales_unclassified,0.9160517330963117,-0.6386291659791622,1.4027520938040878,-3.4495680685692802,3.1654654429278892
Otu0083,Alistipes,0.8663691133037137,0,1.3310909779946711,-2.27509051998817,2.63805970793552
Otu0184,Enterobacteriaceae_unclassified,0.8595771159886563,0.038703309584252395,1.6292632184563351,-2.3728683443437997,3.5525502912297853
Otu0262,Streptococcus,0.6182862370452652,-0.252534209739647,1.3745785629752902,-2.7397316678295525,3.260062765445747
Otu0047,Slackia,0.44448979809889744,-0.3270670370403178,1.2701997684838866,-3.0718466564324927,3.251466869750133
Otu0032,Ruminococcaceae_unclassified,0.3994020797296362,-0.6135232539946074,1.556854471009311,-2.907977852049034,4.375873093811338
Otu0018,Ruminococcus,0.3934347061323644,-0.47088953443220477,1.1021946095155137,-2.419328118132734,3.5244891868788764
